Word,block,response,totcount,theword,proportion
Cow,count_mass,Can be counted,36,소,0.8055555555555556
Cow,count_mass,I don't know/It's hard to say,36,소,0.19444444444444445
Cow,solidity,I don't know/It's hard to say,29,소,0.2413793103448276
Cow,solidity,Not a solid,29,소,0.10344827586206896
Cow,solidity,Solid,29,소,0.6551724137931034
Crackers/Chips,category_organization,Form,29,과자/까까,0.4482758620689655
Crackers/Chips,category_organization,"Form, Color",29,과자/까까,0.034482758620689655
Crackers/Chips,category_organization,"Form, Color, Material",29,과자/까까,0.06896551724137931
Crackers/Chips,category_organization,"Form, Material",29,과자/까까,0.27586206896551724
Crackers/Chips,category_organization,Material,29,과자/까까,0.13793103448275862
Crackers/Chips,category_organization,Not applicable,29,과자/까까,0.034482758620689655
Crackers/Chips,count_mass,Can be counted,34,과자/까까,0.6764705882352942
Crackers/Chips,count_mass,Cannot be counted,34,과자/까까,0.08823529411764706
Crackers/Chips,count_mass,I don't know/It's hard to say,34,과자/까까,0.23529411764705882
Crackers/Chips,solidity,I don't know/It's hard to say,32,과자/까까,0.25
Crackers/Chips,solidity,Not a solid,32,과자/까까,0.0625
Crackers/Chips,solidity,Solid,32,과자/까까,0.6875
Crayon,category_organization,Color,29,크레용/크레파스,0.034482758620689655
Crayon,category_organization,Form,29,크레용/크레파스,0.3103448275862069
Crayon,category_organization,"Form, Color",29,크레용/크레파스,0.06896551724137931
Crayon,category_organization,"Form, Color, Material",29,크레용/크레파스,0.20689655172413793
Crayon,category_organization,"Form, Material",29,크레용/크레파스,0.2413793103448276
Crayon,category_organization,Material,29,크레용/크레파스,0.10344827586206896
Crayon,category_organization,Not applicable,29,크레용/크레파스,0.034482758620689655
Crayon,count_mass,Can be counted,30,크레용/크레파스,0.9
Crayon,count_mass,Cannot be counted,30,크레용/크레파스,0.03333333333333333
Crayon,count_mass,I don't know/It's hard to say,30,크레용/크레파스,0.06666666666666667
Crayon,solidity,I don't know/It's hard to say,30,크레용/크레파스,0.06666666666666667
Crayon,solidity,Not a solid,30,크레용/크레파스,0.03333333333333333
Crayon,solidity,Solid,30,크레용/크레파스,0.9
Crocodile,category_organization,Form,29,악어,0.6896551724137931
Crocodile,category_organization,"Form, Color",29,악어,0.10344827586206896
Crocodile,category_organization,"Form, Color, Material",29,악어,0.10344827586206896
Crocodile,category_organization,"Form, Material",29,악어,0.06896551724137931
Crocodile,category_organization,Material,29,악어,0.034482758620689655
Crocodile,count_mass,Can be counted,36,악어,0.7777777777777778
Crocodile,count_mass,I don't know/It's hard to say,36,악어,0.2222222222222222
Crocodile,solidity,I don't know/It's hard to say,30,악어,0.26666666666666666
Crocodile,solidity,Not a solid,30,악어,0.1
Crocodile,solidity,Solid,30,악어,0.6333333333333333
Cup,category_organization,Color,29,컵,0.06896551724137931
Cup,category_organization,Form,29,컵,0.6896551724137931
Cup,category_organization,"Form, Color, Material",29,컵,0.10344827586206896
Cup,category_organization,"Form, Material",29,컵,0.10344827586206896
Cup,category_organization,Material,29,컵,0.034482758620689655
Cup,count_mass,Can be counted,30,컵,0.9666666666666667
Cup,count_mass,I don't know/It's hard to say,30,컵,0.03333333333333333
Cup,solidity,I don't know/It's hard to say,29,컵,0.034482758620689655
Cup,solidity,Solid,29,컵,0.9655172413793104
Deer,category_organization,Form,29,사슴,0.6896551724137931
Deer,category_organization,"Form, Color",29,사슴,0.10344827586206896
Deer,category_organization,"Form, Color, Material",29,사슴,0.10344827586206896
Deer,category_organization,"Form, Material",29,사슴,0.06896551724137931
Deer,category_organization,Material,29,사슴,0.034482758620689655
Deer,count_mass,Can be counted,36,사슴,0.8055555555555556
Deer,count_mass,I don't know/It's hard to say,36,사슴,0.19444444444444445
Deer,solidity,I don't know/It's hard to say,29,사슴,0.2413793103448276
Deer,solidity,Not a solid,29,사슴,0.10344827586206896
Deer,solidity,Solid,29,사슴,0.6551724137931034
Diaper,category_organization,Form,29,기저귀,0.6206896551724138
Diaper,category_organization,"Form, Color",29,기저귀,0.034482758620689655
Diaper,category_organization,"Form, Color, Material",29,기저귀,0.06896551724137931
Diaper,category_organization,"Form, Material",29,기저귀,0.20689655172413793
Diaper,category_organization,Material,29,기저귀,0.06896551724137931
Diaper,count_mass,Can be counted,33,기저귀,0.7575757575757576
Diaper,count_mass,Cannot be counted,33,기저귀,0.12121212121212122
Diaper,count_mass,I don't know/It's hard to say,33,기저귀,0.12121212121212122
Diaper,solidity,I don't know/It's hard to say,29,기저귀,0.13793103448275862
Diaper,solidity,Not a solid,29,기저귀,0.06896551724137931
Diaper,solidity,Solid,29,기저귀,0.7931034482758621
Dinosaur,category_organization,Form,29,공룡,0.6896551724137931
Dinosaur,category_organization,"Form, Color",29,공룡,0.034482758620689655
Dinosaur,category_organization,"Form, Color, Material",29,공룡,0.10344827586206896
Dinosaur,category_organization,"Form, Material",29,공룡,0.13793103448275862
Dinosaur,category_organization,Material,29,공룡,0.034482758620689655
Dinosaur,count_mass,Can be counted,36,공룡,0.6666666666666666
Dinosaur,count_mass,Cannot be counted,36,공룡,0.05555555555555555
Dinosaur,count_mass,I don't know/It's hard to say,36,공룡,0.2777777777777778
Dinosaur,solidity,I don't know/It's hard to say,32,공룡,0.3125
Dinosaur,solidity,Not a solid,32,공룡,0.09375
Dinosaur,solidity,Solid,32,공룡,0.59375
Dog,category_organization,Form,29,개,0.6896551724137931
Dog,category_organization,"Form, Color",29,개,0.06896551724137931
Dog,category_organization,"Form, Color, Material",29,개,0.10344827586206896
Dog,category_organization,"Form, Material",29,개,0.10344827586206896
Dog,category_organization,Material,29,개,0.034482758620689655
Dog,count_mass,Can be counted,36,개,0.8055555555555556
Dog,count_mass,I don't know/It's hard to say,36,개,0.19444444444444445
Dog,solidity,I don't know/It's hard to say,29,개,0.2413793103448276
Dog,solidity,Not a solid,29,개,0.10344827586206896
Dog,solidity,Solid,29,개,0.6551724137931034
Doll,category_organization,"Color, Material",29,인형,0.034482758620689655
Doll,category_organization,Form,29,인형,0.5172413793103449
Doll,category_organization,"Form, Color",29,인형,0.034482758620689655
Doll,category_organization,"Form, Color, Material",29,인형,0.13793103448275862
Doll,category_organization,"Form, Material",29,인형,0.13793103448275862
Doll,category_organization,Material,29,인형,0.10344827586206896
Doll,category_organization,Not applicable,29,인형,0.034482758620689655
Doll,count_mass,Can be counted,30,인형,0.9333333333333333
Doll,count_mass,I don't know/It's hard to say,30,인형,0.06666666666666667
Doll,solidity,I don't know/It's hard to say,30,인형,0.06666666666666667
Doll,solidity,Solid,30,인형,0.9333333333333333
Donkey,category_organization,Form,29,당나귀,0.6551724137931034
Donkey,category_organization,"Form, Color",29,당나귀,0.10344827586206896
Donkey,category_organization,"Form, Color, Material",29,당나귀,0.10344827586206896
Donkey,category_organization,"Form, Material",29,당나귀,0.10344827586206896
Donkey,category_organization,Material,29,당나귀,0.034482758620689655
Donkey,count_mass,Can be counted,36,당나귀,0.8055555555555556
Donkey,count_mass,I don't know/It's hard to say,36,당나귀,0.19444444444444445
Donkey,solidity,I don't know/It's hard to say,29,당나귀,0.2413793103448276
Donkey,solidity,Not a solid,29,당나귀,0.10344827586206896
Donkey,solidity,Solid,29,당나귀,0.6551724137931034
Donut,category_organization,Form,29,도너츠,0.5862068965517241
Donut,category_organization,"Form, Color",29,도너츠,0.034482758620689655
Donut,category_organization,"Form, Color, Material",29,도너츠,0.10344827586206896
Donut,category_organization,"Form, Material",29,도너츠,0.2413793103448276
Donut,category_organization,Material,29,도너츠,0.034482758620689655
Donut,count_mass,Can be counted,33,도너츠,0.8787878787878788
Donut,count_mass,I don't know/It's hard to say,33,도너츠,0.12121212121212122
Donut,solidity,I don't know/It's hard to say,29,도너츠,0.13793103448275862
Donut,solidity,Not a solid,29,도너츠,0.10344827586206896
Donut,solidity,Solid,29,도너츠,0.7586206896551724
Door,category_organization,Form,29,문,0.5862068965517241
Door,category_organization,"Form, Color",29,문,0.034482758620689655
Door,category_organization,"Form, Color, Material",29,문,0.034482758620689655
Door,category_organization,"Form, Material",29,문,0.27586206896551724
Door,category_organization,Material,29,문,0.034482758620689655
Door,category_organization,Not applicable,29,문,0.034482758620689655
Door,count_mass,Can be counted,30,문,0.9333333333333333
Door,count_mass,I don't know/It's hard to say,30,문,0.06666666666666667
Door,solidity,I don't know/It's hard to say,30,문,0.06666666666666667
Door,solidity,Solid,30,문,0.9333333333333333
Drawer,category_organization,Color,29,서랍,0.034482758620689655
Drawer,category_organization,Form,29,서랍,0.7241379310344828
Drawer,category_organization,"Form, Color, Material",29,서랍,0.034482758620689655
Drawer,category_organization,"Form, Material",29,서랍,0.1724137931034483
Drawer,category_organization,Material,29,서랍,0.034482758620689655
Drawer,count_mass,Can be counted,30,서랍,0.8666666666666667
Drawer,count_mass,Cannot be counted,30,서랍,0.06666666666666667
Drawer,count_mass,I don't know/It's hard to say,30,서랍,0.06666666666666667
Drawer,solidity,I don't know/It's hard to say,30,서랍,0.06666666666666667
Drawer,solidity,Not a solid,30,서랍,0.03333333333333333
Drawer,solidity,Solid,30,서랍,0.9
Duck,category_organization,Form,29,오리,0.6206896551724138
Duck,category_organization,"Form, Color",29,오리,0.1724137931034483
Duck,category_organization,"Form, Color, Material",29,오리,0.10344827586206896
Duck,category_organization,"Form, Material",29,오리,0.06896551724137931
Duck,category_organization,Material,29,오리,0.034482758620689655
Duck,count_mass,Can be counted,36,오리,0.8055555555555556
Duck,count_mass,I don't know/It's hard to say,36,오리,0.19444444444444445
Duck,solidity,I don't know/It's hard to say,29,오리,0.2413793103448276
Duck,solidity,Not a solid,29,오리,0.10344827586206896
Duck,solidity,Solid,29,오리,0.6551724137931034
Ear,category_organization,Form,29,귀,0.8275862068965517
Ear,category_organization,"Form, Material",29,귀,0.13793103448275862
Ear,category_organization,Material,29,귀,0.034482758620689655
Ear,count_mass,Can be counted,34,귀,0.8235294117647058
Ear,count_mass,I don't know/It's hard to say,34,귀,0.17647058823529413
Ear,solidity,I don't know/It's hard to say,30,귀,0.2
Ear,solidity,Not a solid,30,귀,0.1
Ear,solidity,Solid,30,귀,0.7
Egg,category_organization,Color,29,계란/달걀,0.034482758620689655
Egg,category_organization,Form,29,계란/달걀,0.4827586206896552
Egg,category_organization,"Form, Color",29,계란/달걀,0.13793103448275862
Egg,category_organization,"Form, Color, Material",29,계란/달걀,0.20689655172413793
Egg,category_organization,"Form, Material",29,계란/달걀,0.06896551724137931
Egg,category_organization,Material,29,계란/달걀,0.034482758620689655
Egg,category_organization,Not applicable,29,계란/달걀,0.034482758620689655
Egg,count_mass,Can be counted,35,계란/달걀,0.8285714285714286
Egg,count_mass,I don't know/It's hard to say,35,계란/달걀,0.17142857142857143
Egg,solidity,I don't know/It's hard to say,29,계란/달걀,0.20689655172413793
Egg,solidity,Not a solid,29,계란/달걀,0.13793103448275862
Egg,solidity,Solid,29,계란/달걀,0.6551724137931034
Elephant,category_organization,Form,29,코끼리,0.7241379310344828
Elephant,category_organization,"Form, Color",29,코끼리,0.06896551724137931
Elephant,category_organization,"Form, Color, Material",29,코끼리,0.10344827586206896
Elephant,category_organization,"Form, Material",29,코끼리,0.06896551724137931
Elephant,category_organization,Material,29,코끼리,0.034482758620689655
Elephant,count_mass,Can be counted,36,코끼리,0.8055555555555556
Elephant,count_mass,I don't know/It's hard to say,36,코끼리,0.19444444444444445
Elephant,solidity,I don't know/It's hard to say,29,코끼리,0.2413793103448276
Elephant,solidity,Not a solid,29,코끼리,0.10344827586206896
Elephant,solidity,Solid,29,코끼리,0.6551724137931034
Eye,category_organization,Color,29,눈,0.034482758620689655
Eye,category_organization,Form,29,눈,0.6896551724137931
Eye,category_organization,"Form, Color",29,눈,0.10344827586206896
Eye,category_organization,"Form, Color, Material",29,눈,0.06896551724137931
Eye,category_organization,"Form, Material",29,눈,0.06896551724137931
Eye,category_organization,Material,29,눈,0.034482758620689655
Eye,count_mass,Can be counted,37,눈,0.7567567567567568
Eye,count_mass,I don't know/It's hard to say,37,눈,0.24324324324324326
Eye,solidity,I don't know/It's hard to say,30,눈,0.3
Eye,solidity,Not a solid,30,눈,0.1
Eye,solidity,Solid,30,눈,0.6
Face,category_organization,Form,29,얼굴,0.7931034482758621
Face,category_organization,"Form, Color",29,얼굴,0.06896551724137931
Face,category_organization,"Form, Color, Material",29,얼굴,0.034482758620689655
Face,category_organization,"Form, Material",29,얼굴,0.06896551724137931
Face,category_organization,Material,29,얼굴,0.034482758620689655
Face,count_mass,Can be counted,36,얼굴,0.7777777777777778
Face,count_mass,I don't know/It's hard to say,36,얼굴,0.2222222222222222
Face,solidity,I don't know/It's hard to say,30,얼굴,0.26666666666666666
Face,solidity,Not a solid,30,얼굴,0.1
Face,solidity,Solid,30,얼굴,0.6333333333333333
Finger,category_organization,Form,29,손가락,0.7931034482758621
Finger,category_organization,"Form, Color",29,손가락,0.034482758620689655
Finger,category_organization,"Form, Material",29,손가락,0.13793103448275862
Finger,category_organization,Material,29,손가락,0.034482758620689655
Finger,count_mass,Can be counted,35,손가락,0.8285714285714286
Finger,count_mass,I don't know/It's hard to say,35,손가락,0.17142857142857143
Finger,solidity,I don't know/It's hard to say,29,손가락,0.20689655172413793
Finger,solidity,Not a solid,29,손가락,0.10344827586206896
Finger,solidity,Solid,29,손가락,0.6896551724137931
Fire,category_organization,Color,29,불,0.10344827586206896
Fire,category_organization,"Color, Material",29,불,0.13793103448275862
Fire,category_organization,Form,29,불,0.3103448275862069
Fire,category_organization,"Form, Color",29,불,0.10344827586206896
Fire,category_organization,"Form, Color, Material",29,불,0.10344827586206896
Fire,category_organization,"Form, Material",29,불,0.034482758620689655
Fire,category_organization,Material,29,불,0.10344827586206896
Fire,category_organization,Not applicable,29,불,0.10344827586206896
Fire,count_mass,Can be counted,31,불,0.16129032258064516
Fire,count_mass,Cannot be counted,31,불,0.6774193548387096
Fire,count_mass,I don't know/It's hard to say,31,불,0.16129032258064516
Fire,solidity,I don't know/It's hard to say,29,불,0.1724137931034483
Fire,solidity,Not a solid,29,불,0.8275862068965517
Fire Truck,category_organization,Form,28,소방차/불자동차,0.5
Fire Truck,category_organization,"Form, Color",28,소방차/불자동차,0.14285714285714285
Fire Truck,category_organization,"Form, Color, Material",28,소방차/불자동차,0.21428571428571427
Fire Truck,category_organization,"Form, Material",28,소방차/불자동차,0.07142857142857142
Fire Truck,category_organization,Material,28,소방차/불자동차,0.07142857142857142
Fire Truck,count_mass,Can be counted,30,소방차/불자동차,0.9
Fire Truck,count_mass,Cannot be counted,30,소방차/불자동차,0.03333333333333333
Fire Truck,count_mass,I don't know/It's hard to say,30,소방차/불자동차,0.06666666666666667
Fire Truck,solidity,I don't know/It's hard to say,30,소방차/불자동차,0.06666666666666667
Fire Truck,solidity,Solid,30,소방차/불자동차,0.9333333333333333
Fish,category_organization,Color,58,생선,0.017241379310344827
Fish,category_organization,"Color, Material",58,생선,0.017241379310344827
Fish,category_organization,Form,58,물고기,0.3275862068965517
Fish,category_organization,Form,58,생선,0.20689655172413793
Fish,category_organization,"Form, Color",58,물고기,0.05172413793103448
Fish,category_organization,"Form, Color",58,생선,0.034482758620689655
Fish,category_organization,"Form, Color, Material",58,물고기,0.034482758620689655
Fish,category_organization,"Form, Material",58,물고기,0.06896551724137931
Fish,category_organization,"Form, Material",58,생선,0.15517241379310345
Fish,category_organization,Material,58,물고기,0.017241379310344827
Fish,category_organization,Material,58,생선,0.05172413793103448
Fish,category_organization,Not applicable,58,생선,0.017241379310344827
Fish,count_mass,Can be counted,69,물고기,0.36231884057971014
Fish,count_mass,Can be counted,69,생선,0.391304347826087
Fish,count_mass,Cannot be counted,69,물고기,0.028985507246376812
Fish,count_mass,Cannot be counted,69,생선,0.014492753623188406
Fish,count_mass,I don't know/It's hard to say,69,물고기,0.13043478260869565
Fish,count_mass,I don't know/It's hard to say,69,생선,0.07246376811594203
Fish,solidity,I don't know/It's hard to say,61,물고기,0.14754098360655737
Fish,solidity,I don't know/It's hard to say,61,생선,0.08196721311475409
Fish,solidity,Not a solid,61,물고기,0.04918032786885246
Fish,solidity,Not a solid,61,생선,0.04918032786885246
Fish,solidity,Solid,61,물고기,0.3114754098360656
Fish,solidity,Solid,61,생선,0.36065573770491804
Flag,category_organization,Color,29,깃발,0.06896551724137931
Flag,category_organization,Form,29,깃발,0.6206896551724138
Flag,category_organization,"Form, Color",29,깃발,0.034482758620689655
Flag,category_organization,"Form, Color, Material",29,깃발,0.10344827586206896
Flag,category_organization,"Form, Material",29,깃발,0.13793103448275862
Flag,category_organization,Material,29,깃발,0.034482758620689655
Flag,count_mass,Can be counted,30,깃발,0.9333333333333333
Flag,count_mass,I don't know/It's hard to say,30,깃발,0.06666666666666667
Flag,solidity,I don't know/It's hard to say,29,깃발,0.06896551724137931
Flag,solidity,Not a solid,29,깃발,0.034482758620689655
Flag,solidity,Solid,29,깃발,0.896551724137931
Flower,category_organization,Form,29,꽃,0.5172413793103449
Flower,category_organization,"Form, Color",29,꽃,0.1724137931034483
Flower,category_organization,"Form, Color, Material",29,꽃,0.13793103448275862
Flower,category_organization,"Form, Material",29,꽃,0.10344827586206896
Flower,category_organization,Material,29,꽃,0.034482758620689655
Flower,category_organization,Not applicable,29,꽃,0.034482758620689655
Flower,count_mass,Can be counted,33,꽃,0.7575757575757576
Flower,count_mass,Cannot be counted,33,꽃,0.12121212121212122
Flower,count_mass,I don't know/It's hard to say,33,꽃,0.12121212121212122
Flower,solidity,I don't know/It's hard to say,29,꽃,0.13793103448275862
Flower,solidity,Not a solid,29,꽃,0.1724137931034483
Flower,solidity,Solid,29,꽃,0.6896551724137931
Food,category_organization,Color,29,음식,0.034482758620689655
Food,category_organization,Form,29,음식,0.2413793103448276
Food,category_organization,"Form, Color",29,음식,0.034482758620689655
Food,category_organization,"Form, Color, Material",29,음식,0.27586206896551724
Food,category_organization,"Form, Material",29,음식,0.13793103448275862
Food,category_organization,Material,29,음식,0.13793103448275862
Food,category_organization,Not applicable,29,음식,0.13793103448275862
Food,count_mass,Can be counted,43,음식,0.4186046511627907
Food,count_mass,Cannot be counted,43,음식,0.09302325581395349
Food,count_mass,I don't know/It's hard to say,43,음식,0.4883720930232558
Food,solidity,I don't know/It's hard to say,36,음식,0.5833333333333334
Food,solidity,Not a solid,36,음식,0.08333333333333333
Food,solidity,Solid,36,음식,0.3333333333333333
Foot,category_organization,Form,29,발,0.8620689655172413
Foot,category_organization,"Form, Material",29,발,0.10344827586206896
Foot,category_organization,Material,29,발,0.034482758620689655
Foot,count_mass,Can be counted,34,발,0.8529411764705882
Foot,count_mass,I don't know/It's hard to say,34,발,0.14705882352941177
Foot,solidity,I don't know/It's hard to say,29,발,0.1724137931034483
Foot,solidity,Not a solid,29,발,0.10344827586206896
Foot,solidity,Solid,29,발,0.7241379310344828
Fork,category_organization,Color,29,포크,0.034482758620689655
Fork,category_organization,Form,29,포크,0.7241379310344828
Fork,category_organization,"Form, Color, Material",29,포크,0.06896551724137931
Fork,category_organization,"Form, Material",29,포크,0.13793103448275862
Fork,category_organization,Material,29,포크,0.034482758620689655
Fork,count_mass,Can be counted,30,포크,0.9666666666666667
Fork,count_mass,I don't know/It's hard to say,30,포크,0.03333333333333333
Fork,solidity,I don't know/It's hard to say,29,포크,0.034482758620689655
Fork,solidity,Solid,29,포크,0.9655172413793104
Fox,category_organization,Form,29,여우,0.6896551724137931
Fox,category_organization,"Form, Color",29,여우,0.10344827586206896
Fox,category_organization,"Form, Color, Material",29,여우,0.034482758620689655
Fox,category_organization,"Form, Material",29,여우,0.13793103448275862
Fox,category_organization,Material,29,여우,0.034482758620689655
Fox,count_mass,Can be counted,36,여우,0.8055555555555556
Fox,count_mass,I don't know/It's hard to say,36,여우,0.19444444444444445
Fox,solidity,I don't know/It's hard to say,29,여우,0.2413793103448276
Fox,solidity,Not a solid,29,여우,0.10344827586206896
Fox,solidity,Solid,29,여우,0.6551724137931034
Frog,category_organization,Color,29,개구리,0.034482758620689655
Frog,category_organization,Form,29,개구리,0.5517241379310345
Frog,category_organization,"Form, Color",29,개구리,0.1724137931034483
Frog,category_organization,"Form, Color, Material",29,개구리,0.06896551724137931
Frog,category_organization,"Form, Material",29,개구리,0.13793103448275862
Frog,category_organization,Material,29,개구리,0.034482758620689655
Frog,count_mass,Can be counted,36,개구리,0.7777777777777778
Frog,count_mass,I don't know/It's hard to say,36,개구리,0.2222222222222222
Frog,solidity,I don't know/It's hard to say,30,개구리,0.26666666666666666
Frog,solidity,Not a solid,30,개구리,0.1
Frog,solidity,Solid,30,개구리,0.6333333333333333
Fruit,category_organization,Color,29,과일,0.034482758620689655
Fruit,category_organization,Form,29,과일,0.41379310344827586
Fruit,category_organization,"Form, Color",29,과일,0.10344827586206896
Fruit,category_organization,"Form, Color, Material",29,과일,0.10344827586206896
Fruit,category_organization,"Form, Material",29,과일,0.20689655172413793
Fruit,category_organization,Material,29,과일,0.06896551724137931
Fruit,category_organization,Not applicable,29,과일,0.06896551724137931
Fruit,count_mass,Can be counted,33,과일,0.7575757575757576
Fruit,count_mass,Cannot be counted,33,과일,0.030303030303030304
Fruit,count_mass,I don't know/It's hard to say,33,과일,0.21212121212121213
Fruit,solidity,I don't know/It's hard to say,32,과일,0.21875
Fruit,solidity,Not a solid,32,과일,0.0625
Fruit,solidity,Solid,32,과일,0.71875
Garbage,category_organization,Color,29,쓰레기,0.034482758620689655
Garbage,category_organization,Form,29,쓰레기,0.41379310344827586
Garbage,category_organization,"Form, Color, Material",29,쓰레기,0.034482758620689655
Garbage,category_organization,"Form, Color, Material, Not applicable",29,쓰레기,0.034482758620689655
Garbage,category_organization,"Form, Material",29,쓰레기,0.1724137931034483
Garbage,category_organization,Material,29,쓰레기,0.06896551724137931
Garbage,category_organization,Not applicable,29,쓰레기,0.2413793103448276
Garbage,count_mass,Can be counted,42,쓰레기,0.30952380952380953
Garbage,count_mass,Cannot be counted,42,쓰레기,0.21428571428571427
Garbage,count_mass,I don't know/It's hard to say,42,쓰레기,0.47619047619047616
Garbage,solidity,I don't know/It's hard to say,36,쓰레기,0.5555555555555556
Garbage,solidity,Not a solid,36,쓰레기,0.08333333333333333
Garbage,solidity,Solid,36,쓰레기,0.3611111111111111
Gift/present,category_organization,Form,29,선물,0.4827586206896552
Gift/present,category_organization,"Form, Color, Material",29,선물,0.13793103448275862
Gift/present,category_organization,"Form, Material",29,선물,0.06896551724137931
Gift/present,category_organization,Material,29,선물,0.10344827586206896
Gift/present,category_organization,Not applicable,29,선물,0.20689655172413793
Gift/present,count_mass,Can be counted,40,선물,0.575
Gift/present,count_mass,Cannot be counted,40,선물,0.075
Gift/present,count_mass,I don't know/It's hard to say,40,선물,0.35
Gift/present,solidity,I don't know/It's hard to say,32,선물,0.4375
Gift/present,solidity,Solid,32,선물,0.5625
Giraffe,category_organization,Form,29,기린,0.6206896551724138
Giraffe,category_organization,"Form, Color",29,기린,0.1724137931034483
Giraffe,category_organization,"Form, Color, Material",29,기린,0.10344827586206896
Giraffe,category_organization,"Form, Material",29,기린,0.06896551724137931
Giraffe,category_organization,Material,29,기린,0.034482758620689655
Giraffe,count_mass,Can be counted,36,기린,0.8055555555555556
Giraffe,count_mass,I don't know/It's hard to say,36,기린,0.19444444444444445
Giraffe,solidity,I don't know/It's hard to say,29,기린,0.2413793103448276
Giraffe,solidity,Not a solid,29,기린,0.10344827586206896
Giraffe,solidity,Solid,29,기린,0.6551724137931034
Glass,category_organization,Form,28,유리,0.25
Glass,category_organization,"Form, Color",28,유리,0.03571428571428571
Glass,category_organization,"Form, Material",28,유리,0.32142857142857145
Glass,category_organization,Material,28,유리,0.35714285714285715
Glass,category_organization,Not applicable,28,유리,0.03571428571428571
Glass,count_mass,Can be counted,30,유리,0.6333333333333333
Glass,count_mass,Cannot be counted,30,유리,0.16666666666666666
Glass,count_mass,I don't know/It's hard to say,30,유리,0.2
Glass,solidity,I don't know/It's hard to say,34,유리,0.17647058823529413
Glass,solidity,Not a solid,34,유리,0.029411764705882353
Glass,solidity,Solid,34,유리,0.7941176470588235
Glasses,category_organization,Form,29,안경,0.6551724137931034
Glasses,category_organization,"Form, Color, Material",29,안경,0.13793103448275862
Glasses,category_organization,"Form, Material",29,안경,0.1724137931034483
Glasses,category_organization,Material,29,안경,0.034482758620689655
Glasses,count_mass,Can be counted,30,안경,0.9333333333333333
Glasses,count_mass,Cannot be counted,30,안경,0.03333333333333333
Glasses,count_mass,I don't know/It's hard to say,30,안경,0.03333333333333333
Glasses,solidity,I don't know/It's hard to say,29,안경,0.034482758620689655
Glasses,solidity,Solid,29,안경,0.9655172413793104
Gloves,category_organization,Color,29,장갑,0.034482758620689655
Gloves,category_organization,Form,29,장갑,0.6551724137931034
Gloves,category_organization,"Form, Color",29,장갑,0.034482758620689655
Gloves,category_organization,"Form, Color, Material",29,장갑,0.10344827586206896
Gloves,category_organization,"Form, Material",29,장갑,0.10344827586206896
Gloves,category_organization,Material,29,장갑,0.06896551724137931
Gloves,count_mass,Can be counted,32,장갑,0.875
Gloves,count_mass,Cannot be counted,32,장갑,0.03125
Gloves,count_mass,I don't know/It's hard to say,32,장갑,0.09375
Gloves,solidity,I don't know/It's hard to say,29,장갑,0.10344827586206896
Gloves,solidity,Not a solid,29,장갑,0.06896551724137931
Gloves,solidity,Solid,29,장갑,0.8275862068965517
Glue/Gluestick,category_organization,Color,29,풀,0.034482758620689655
Glue/Gluestick,category_organization,Form,29,풀,0.3448275862068966
Glue/Gluestick,category_organization,"Form, Color, Material",29,풀,0.034482758620689655
Glue/Gluestick,category_organization,"Form, Material",29,풀,0.3448275862068966
Glue/Gluestick,category_organization,Material,29,풀,0.1724137931034483
Glue/Gluestick,category_organization,Not applicable,29,풀,0.06896551724137931
Glue/Gluestick,count_mass,Can be counted,34,풀,0.7352941176470589
Glue/Gluestick,count_mass,Cannot be counted,34,풀,0.058823529411764705
Glue/Gluestick,count_mass,I don't know/It's hard to say,34,풀,0.20588235294117646
Glue/Gluestick,solidity,I don't know/It's hard to say,31,풀,0.22580645161290322
Glue/Gluestick,solidity,Not a solid,31,풀,0.1935483870967742
Glue/Gluestick,solidity,Solid,31,풀,0.5806451612903226
Goat,category_organization,Form,29,염소,0.7241379310344828
Goat,category_organization,"Form, Color",29,염소,0.06896551724137931
Goat,category_organization,"Form, Color, Material",29,염소,0.06896551724137931
Goat,category_organization,"Form, Material",29,염소,0.10344827586206896
Goat,category_organization,Material,29,염소,0.034482758620689655
Goat,count_mass,Can be counted,36,염소,0.8055555555555556
Goat,count_mass,I don't know/It's hard to say,36,염소,0.19444444444444445
Goat,solidity,I don't know/It's hard to say,29,염소,0.2413793103448276
Goat,solidity,Not a solid,29,염소,0.10344827586206896
Goat,solidity,Solid,29,염소,0.6551724137931034
Goose,category_organization,Color,29,거위,0.034482758620689655
Goose,category_organization,Form,29,거위,0.6206896551724138
Goose,category_organization,"Form, Color",29,거위,0.10344827586206896
Goose,category_organization,"Form, Color, Material",29,거위,0.06896551724137931
Goose,category_organization,"Form, Material",29,거위,0.13793103448275862
Goose,category_organization,Material,29,거위,0.034482758620689655
Goose,count_mass,Can be counted,36,거위,0.8055555555555556
Goose,count_mass,I don't know/It's hard to say,36,거위,0.19444444444444445
Goose,solidity,I don't know/It's hard to say,29,거위,0.2413793103448276
Goose,solidity,Not a solid,29,거위,0.10344827586206896
Goose,solidity,Solid,29,거위,0.6551724137931034
Grape,category_organization,Color,29,포도,0.034482758620689655
Grape,category_organization,Form,29,포도,0.4482758620689655
Grape,category_organization,"Form, Color",29,포도,0.10344827586206896
Grape,category_organization,"Form, Color, Material",29,포도,0.2413793103448276
Grape,category_organization,"Form, Material",29,포도,0.034482758620689655
Grape,category_organization,Material,29,포도,0.10344827586206896
Grape,category_organization,Not applicable,29,포도,0.034482758620689655
