Word,block,response,totcount,theword,proportion
Kitchen,category_organization,Not applicable,29,부엌,0.10344827586206896
Kitchen,count_mass,Can be counted,37,부엌,0.5945945945945946
Kitchen,count_mass,Cannot be counted,37,부엌,0.10810810810810811
Kitchen,count_mass,I don't know/It's hard to say,37,부엌,0.2972972972972973
Kitchen,solidity,I don't know/It's hard to say,32,부엌,0.34375
Kitchen,solidity,Not a solid,32,부엌,0.09375
Kitchen,solidity,Solid,32,부엌,0.5625
Knee,category_organization,Form,29,무릎,0.8275862068965517
Knee,category_organization,"Form, Color",29,무릎,0.034482758620689655
Knee,category_organization,"Form, Material",29,무릎,0.10344827586206896
Knee,category_organization,Material,29,무릎,0.034482758620689655
Knee,count_mass,Can be counted,37,무릎,0.7297297297297297
Knee,count_mass,Cannot be counted,37,무릎,0.02702702702702703
Knee,count_mass,I don't know/It's hard to say,37,무릎,0.24324324324324326
Knee,solidity,I don't know/It's hard to say,30,무릎,0.3
Knee,solidity,Not a solid,30,무릎,0.1
Knee,solidity,Solid,30,무릎,0.6
Knife,category_organization,Form,29,칼,0.6896551724137931
Knife,category_organization,"Form, Color, Material",29,칼,0.06896551724137931
Knife,category_organization,"Form, Material",29,칼,0.13793103448275862
Knife,category_organization,Material,29,칼,0.10344827586206896
Knife,count_mass,Can be counted,30,칼,0.9666666666666667
Knife,count_mass,I don't know/It's hard to say,30,칼,0.03333333333333333
Knife,solidity,I don't know/It's hard to say,29,칼,0.034482758620689655
Knife,solidity,Solid,29,칼,0.9655172413793104
Ladder,category_organization,Color,29,사다리,0.034482758620689655
Ladder,category_organization,Form,29,사다리,0.6551724137931034
Ladder,category_organization,"Form, Color, Material",29,사다리,0.06896551724137931
Ladder,category_organization,"Form, Material",29,사다리,0.1724137931034483
Ladder,category_organization,Material,29,사다리,0.06896551724137931
Ladder,count_mass,Can be counted,28,사다리,0.9642857142857143
Ladder,count_mass,I don't know/It's hard to say,28,사다리,0.03571428571428571
Ladder,solidity,I don't know/It's hard to say,29,사다리,0.034482758620689655
Ladder,solidity,Solid,29,사다리,0.9655172413793104
Laundry Machine/Washer,category_organization,Form,29,세탁기,0.6896551724137931
Laundry Machine/Washer,category_organization,"Form, Color, Material",29,세탁기,0.06896551724137931
Laundry Machine/Washer,category_organization,"Form, Material",29,세탁기,0.20689655172413793
Laundry Machine/Washer,category_organization,Material,29,세탁기,0.034482758620689655
Laundry Machine/Washer,count_mass,Can be counted,30,세탁기,0.9666666666666667
Laundry Machine/Washer,count_mass,I don't know/It's hard to say,30,세탁기,0.03333333333333333
Laundry Machine/Washer,solidity,I don't know/It's hard to say,29,세탁기,0.034482758620689655
Laundry Machine/Washer,solidity,Solid,29,세탁기,0.9655172413793104
Leg,category_organization,Form,29,다리,0.8275862068965517
Leg,category_organization,"Form, Color",29,다리,0.034482758620689655
Leg,category_organization,"Form, Material",29,다리,0.10344827586206896
Leg,category_organization,Material,29,다리,0.034482758620689655
Leg,count_mass,Can be counted,34,다리,0.7941176470588235
Leg,count_mass,Cannot be counted,34,다리,0.029411764705882353
Leg,count_mass,I don't know/It's hard to say,34,다리,0.17647058823529413
Leg,solidity,I don't know/It's hard to say,30,다리,0.2
Leg,solidity,Not a solid,30,다리,0.1
Leg,solidity,Solid,30,다리,0.7
Lion,category_organization,Form,29,사자,0.6896551724137931
Lion,category_organization,"Form, Color",29,사자,0.10344827586206896
Lion,category_organization,"Form, Color, Material",29,사자,0.10344827586206896
Lion,category_organization,"Form, Material",29,사자,0.06896551724137931
Lion,category_organization,Material,29,사자,0.034482758620689655
Lion,count_mass,Can be counted,36,사자,0.8055555555555556
Lion,count_mass,I don't know/It's hard to say,36,사자,0.19444444444444445
Lion,solidity,I don't know/It's hard to say,29,사자,0.2413793103448276
Lion,solidity,Not a solid,29,사자,0.10344827586206896
Lion,solidity,Solid,29,사자,0.6551724137931034
Lips,category_organization,Form,29,입술,0.5172413793103449
Lips,category_organization,"Form, Color",29,입술,0.27586206896551724
Lips,category_organization,"Form, Color, Material",29,입술,0.10344827586206896
Lips,category_organization,"Form, Material",29,입술,0.06896551724137931
Lips,category_organization,Material,29,입술,0.034482758620689655
Lips,count_mass,Can be counted,37,입술,0.7567567567567568
Lips,count_mass,I don't know/It's hard to say,37,입술,0.24324324324324326
Lips,solidity,I don't know/It's hard to say,30,입술,0.3
Lips,solidity,Not a solid,30,입술,0.1
Lips,solidity,Solid,30,입술,0.6
Meat,category_organization,"Color, Material",29,고기,0.06896551724137931
Meat,category_organization,Form,29,고기,0.41379310344827586
Meat,category_organization,"Form, Color",29,고기,0.1724137931034483
Meat,category_organization,"Form, Color, Material",29,고기,0.10344827586206896
Meat,category_organization,"Form, Material",29,고기,0.10344827586206896
Meat,category_organization,Material,29,고기,0.13793103448275862
Meat,count_mass,Can be counted,32,고기,0.53125
Meat,count_mass,Cannot be counted,32,고기,0.15625
Meat,count_mass,I don't know/It's hard to say,32,고기,0.3125
Meat,solidity,I don't know/It's hard to say,36,고기,0.2777777777777778
Meat,solidity,Not a solid,36,고기,0.1388888888888889
Meat,solidity,Solid,36,고기,0.5833333333333334
Medicine,category_organization,"Color, Material",29,약,0.034482758620689655
Medicine,category_organization,Form,29,약,0.3793103448275862
Medicine,category_organization,"Form, Color",29,약,0.06896551724137931
Medicine,category_organization,"Form, Color, Material",29,약,0.10344827586206896
Medicine,category_organization,"Form, Material",29,약,0.20689655172413793
Medicine,category_organization,Material,29,약,0.1724137931034483
Medicine,category_organization,Not applicable,29,약,0.034482758620689655
Medicine,count_mass,Can be counted,43,약,0.5348837209302325
Medicine,count_mass,Cannot be counted,43,약,0.09302325581395349
Medicine,count_mass,I don't know/It's hard to say,43,약,0.37209302325581395
Medicine,solidity,I don't know/It's hard to say,31,약,0.5161290322580645
Medicine,solidity,Not a solid,31,약,0.0967741935483871
Medicine,solidity,Solid,31,약,0.3870967741935484
Melon,category_organization,Form,29,메론,0.4482758620689655
Melon,category_organization,"Form, Color",29,메론,0.1724137931034483
Melon,category_organization,"Form, Color, Material",29,메론,0.20689655172413793
Melon,category_organization,"Form, Material",29,메론,0.06896551724137931
Melon,category_organization,Material,29,메론,0.06896551724137931
Melon,category_organization,Not applicable,29,메론,0.034482758620689655
Melon,count_mass,Can be counted,32,메론,0.90625
Melon,count_mass,I don't know/It's hard to say,32,메론,0.09375
Melon,solidity,I don't know/It's hard to say,29,메론,0.10344827586206896
Melon,solidity,Not a solid,29,메론,0.06896551724137931
Melon,solidity,Solid,29,메론,0.8275862068965517
Microwave,category_organization,Form,29,전자레인지,0.6896551724137931
Microwave,category_organization,"Form, Color",29,전자레인지,0.034482758620689655
Microwave,category_organization,"Form, Color, Material",29,전자레인지,0.034482758620689655
Microwave,category_organization,"Form, Material",29,전자레인지,0.20689655172413793
Microwave,category_organization,Material,29,전자레인지,0.034482758620689655
Microwave,count_mass,Can be counted,30,전자레인지,0.9666666666666667
Microwave,count_mass,I don't know/It's hard to say,30,전자레인지,0.03333333333333333
Microwave,solidity,I don't know/It's hard to say,29,전자레인지,0.034482758620689655
Microwave,solidity,Solid,29,전자레인지,0.9655172413793104
Milk,category_organization,"Color, Material",29,우유,0.13793103448275862
Milk,category_organization,Form,29,우유,0.1724137931034483
Milk,category_organization,"Form, Color",29,우유,0.06896551724137931
Milk,category_organization,"Form, Color, Material",29,우유,0.06896551724137931
Milk,category_organization,"Form, Material",29,우유,0.27586206896551724
Milk,category_organization,Material,29,우유,0.2413793103448276
Milk,category_organization,Not applicable,29,우유,0.034482758620689655
Milk,count_mass,Can be counted,32,우유,0.59375
Milk,count_mass,Cannot be counted,32,우유,0.15625
Milk,count_mass,I don't know/It's hard to say,32,우유,0.25
Milk,solidity,I don't know/It's hard to say,34,우유,0.23529411764705882
Milk,solidity,Not a solid,34,우유,0.7058823529411765
Milk,solidity,Solid,34,우유,0.058823529411764705
Money,category_organization,"Color, Material",29,돈,0.034482758620689655
Money,category_organization,Form,29,돈,0.5172413793103449
Money,category_organization,"Form, Color",29,돈,0.06896551724137931
Money,category_organization,"Form, Color, Material",29,돈,0.10344827586206896
Money,category_organization,"Form, Material",29,돈,0.1724137931034483
Money,category_organization,Material,29,돈,0.034482758620689655
Money,category_organization,Not applicable,29,돈,0.06896551724137931
Money,count_mass,Can be counted,33,돈,0.696969696969697
Money,count_mass,Cannot be counted,33,돈,0.06060606060606061
Money,count_mass,I don't know/It's hard to say,33,돈,0.24242424242424243
Money,solidity,I don't know/It's hard to say,33,돈,0.24242424242424243
Money,solidity,Not a solid,33,돈,0.06060606060606061
Money,solidity,Solid,33,돈,0.696969696969697
Monkey,category_organization,Form,29,원숭이,0.7586206896551724
Monkey,category_organization,"Form, Color",29,원숭이,0.034482758620689655
Monkey,category_organization,"Form, Color, Material",29,원숭이,0.10344827586206896
Monkey,category_organization,"Form, Material",29,원숭이,0.06896551724137931
Monkey,category_organization,Material,29,원숭이,0.034482758620689655
Monkey,count_mass,Can be counted,36,원숭이,0.8055555555555556
Monkey,count_mass,I don't know/It's hard to say,36,원숭이,0.19444444444444445
Monkey,solidity,I don't know/It's hard to say,29,원숭이,0.2413793103448276
Monkey,solidity,Not a solid,29,원숭이,0.10344827586206896
Monkey,solidity,Solid,29,원숭이,0.6551724137931034
Moon,category_organization,"Color, Material",29,달,0.034482758620689655
Moon,category_organization,Form,29,달,0.5172413793103449
Moon,category_organization,"Form, Color",29,달,0.10344827586206896
Moon,category_organization,"Form, Color, Material",29,달,0.06896551724137931
Moon,category_organization,"Form, Material",29,달,0.20689655172413793
Moon,category_organization,Material,29,달,0.06896551724137931
Moon,count_mass,Can be counted,35,달,0.7428571428571429
Moon,count_mass,Cannot be counted,35,달,0.08571428571428572
Moon,count_mass,I don't know/It's hard to say,35,달,0.17142857142857143
Moon,solidity,I don't know/It's hard to say,29,달,0.20689655172413793
Moon,solidity,Not a solid,29,달,0.13793103448275862
Moon,solidity,Solid,29,달,0.6551724137931034
Motorcycle,category_organization,Form,28,오토바이,0.6428571428571429
Motorcycle,category_organization,"Form, Color, Material",28,오토바이,0.03571428571428571
Motorcycle,category_organization,"Form, Material",28,오토바이,0.25
Motorcycle,category_organization,Material,28,오토바이,0.07142857142857142
Motorcycle,count_mass,Can be counted,30,오토바이,0.9333333333333333
Motorcycle,count_mass,I don't know/It's hard to say,30,오토바이,0.06666666666666667
Motorcycle,solidity,I don't know/It's hard to say,30,오토바이,0.06666666666666667
Motorcycle,solidity,Solid,30,오토바이,0.9333333333333333
Mouse,category_organization,Form,29,쥐,0.7241379310344828
Mouse,category_organization,"Form, Color",29,쥐,0.06896551724137931
Mouse,category_organization,"Form, Color, Material",29,쥐,0.034482758620689655
Mouse,category_organization,"Form, Material",29,쥐,0.13793103448275862
Mouse,category_organization,Material,29,쥐,0.034482758620689655
Mouse,count_mass,Can be counted,36,쥐,0.7777777777777778
Mouse,count_mass,Cannot be counted,36,쥐,0.027777777777777776
Mouse,count_mass,I don't know/It's hard to say,36,쥐,0.19444444444444445
Mouse,solidity,I don't know/It's hard to say,29,쥐,0.2413793103448276
Mouse,solidity,Not a solid,29,쥐,0.10344827586206896
Mouse,solidity,Solid,29,쥐,0.6551724137931034
Mouth,category_organization,Form,29,입,0.7241379310344828
Mouth,category_organization,"Form, Color",29,입,0.10344827586206896
Mouth,category_organization,"Form, Material",29,입,0.13793103448275862
Mouth,category_organization,Material,29,입,0.034482758620689655
Mouth,count_mass,Can be counted,37,입,0.7027027027027027
Mouth,count_mass,Cannot be counted,37,입,0.02702702702702703
Mouth,count_mass,I don't know/It's hard to say,37,입,0.2702702702702703
Mouth,solidity,I don't know/It's hard to say,31,입,0.3225806451612903
Mouth,solidity,Not a solid,31,입,0.0967741935483871
Mouth,solidity,Solid,31,입,0.5806451612903226
Nail,category_organization,Color,29,못,0.034482758620689655
Nail,category_organization,Form,29,못,0.6206896551724138
Nail,category_organization,"Form, Color",29,못,0.034482758620689655
Nail,category_organization,"Form, Color, Material",29,못,0.06896551724137931
Nail,category_organization,"Form, Material",29,못,0.1724137931034483
Nail,category_organization,Material,29,못,0.06896551724137931
Nail,count_mass,Can be counted,30,못,0.9666666666666667
Nail,count_mass,I don't know/It's hard to say,30,못,0.03333333333333333
Nail,solidity,I don't know/It's hard to say,29,못,0.034482758620689655
Nail,solidity,Solid,29,못,0.9655172413793104
Napa Cabbage,category_organization,Color,29,배추,0.034482758620689655
Napa Cabbage,category_organization,Form,29,배추,0.5172413793103449
Napa Cabbage,category_organization,"Form, Color",29,배추,0.06896551724137931
Napa Cabbage,category_organization,"Form, Color, Material",29,배추,0.06896551724137931
Napa Cabbage,category_organization,"Form, Material",29,배추,0.20689655172413793
Napa Cabbage,category_organization,Material,29,배추,0.06896551724137931
Napa Cabbage,category_organization,Not applicable,29,배추,0.034482758620689655
Napa Cabbage,count_mass,Can be counted,32,배추,0.875
Napa Cabbage,count_mass,Cannot be counted,32,배추,0.03125
Napa Cabbage,count_mass,I don't know/It's hard to say,32,배추,0.09375
Napa Cabbage,solidity,I don't know/It's hard to say,29,배추,0.10344827586206896
Napa Cabbage,solidity,Not a solid,29,배추,0.10344827586206896
Napa Cabbage,solidity,Solid,29,배추,0.7931034482758621
Neck,category_organization,Form,29,목,0.8620689655172413
Neck,category_organization,"Form, Material",29,목,0.10344827586206896
Neck,category_organization,Material,29,목,0.034482758620689655
Neck,count_mass,Can be counted,35,목,0.8
Neck,count_mass,I don't know/It's hard to say,35,목,0.2
Neck,solidity,I don't know/It's hard to say,30,목,0.23333333333333334
Neck,solidity,Not a solid,30,목,0.1
Neck,solidity,Solid,30,목,0.6666666666666666
Necklace,category_organization,Color,29,목걸이,0.034482758620689655
Necklace,category_organization,Form,29,목걸이,0.6206896551724138
Necklace,category_organization,"Form, Color",29,목걸이,0.034482758620689655
Necklace,category_organization,"Form, Color, Material",29,목걸이,0.10344827586206896
Necklace,category_organization,"Form, Material",29,목걸이,0.13793103448275862
Necklace,category_organization,Material,29,목걸이,0.06896551724137931
Necklace,count_mass,Can be counted,30,목걸이,0.9333333333333333
Necklace,count_mass,Cannot be counted,30,목걸이,0.03333333333333333
Necklace,count_mass,I don't know/It's hard to say,30,목걸이,0.03333333333333333
Necklace,solidity,I don't know/It's hard to say,29,목걸이,0.034482758620689655
Necklace,solidity,Solid,29,목걸이,0.9655172413793104
Noodles,category_organization,"Color, Material",29,국수,0.06896551724137931
Noodles,category_organization,Form,29,국수,0.3448275862068966
Noodles,category_organization,"Form, Color",29,국수,0.034482758620689655
Noodles,category_organization,"Form, Color, Material",29,국수,0.06896551724137931
Noodles,category_organization,"Form, Material",29,국수,0.3793103448275862
Noodles,category_organization,Material,29,국수,0.10344827586206896
Noodles,count_mass,Can be counted,39,국수,0.46153846153846156
Noodles,count_mass,Cannot be counted,39,국수,0.07692307692307693
Noodles,count_mass,I don't know/It's hard to say,39,국수,0.46153846153846156
Noodles,solidity,I don't know/It's hard to say,37,국수,0.4864864864864865
Noodles,solidity,Not a solid,37,국수,0.13513513513513514
Noodles,solidity,Solid,37,국수,0.3783783783783784
Nose,category_organization,Form,29,코,0.8275862068965517
Nose,category_organization,"Form, Material",29,코,0.13793103448275862
Nose,category_organization,Material,29,코,0.034482758620689655
Nose,count_mass,Can be counted,35,코,0.8285714285714286
Nose,count_mass,I don't know/It's hard to say,35,코,0.17142857142857143
Nose,solidity,I don't know/It's hard to say,29,코,0.20689655172413793
Nose,solidity,Not a solid,29,코,0.10344827586206896
Nose,solidity,Solid,29,코,0.6896551724137931
Orange,category_organization,Color,29,오렌지,0.034482758620689655
Orange,category_organization,"Color, Material",29,오렌지,0.034482758620689655
Orange,category_organization,Form,29,오렌지,0.4482758620689655
Orange,category_organization,"Form, Color",29,오렌지,0.13793103448275862
Orange,category_organization,"Form, Color, Material",29,오렌지,0.1724137931034483
Orange,category_organization,"Form, Material",29,오렌지,0.06896551724137931
Orange,category_organization,Material,29,오렌지,0.06896551724137931
Orange,category_organization,Not applicable,29,오렌지,0.034482758620689655
Orange,count_mass,Can be counted,33,오렌지,0.8787878787878788
Orange,count_mass,I don't know/It's hard to say,33,오렌지,0.12121212121212122
Orange,solidity,I don't know/It's hard to say,29,오렌지,0.13793103448275862
Orange,solidity,Not a solid,29,오렌지,0.13793103448275862
Orange,solidity,Solid,29,오렌지,0.7241379310344828
Owl,category_organization,Form,29,부엉이,0.6896551724137931
Owl,category_organization,"Form, Color",29,부엉이,0.10344827586206896
Owl,category_organization,"Form, Color, Material",29,부엉이,0.06896551724137931
Owl,category_organization,"Form, Material",29,부엉이,0.10344827586206896
Owl,category_organization,Material,29,부엉이,0.034482758620689655
Owl,count_mass,Can be counted,36,부엉이,0.8055555555555556
Owl,count_mass,I don't know/It's hard to say,36,부엉이,0.19444444444444445
Owl,solidity,I don't know/It's hard to say,29,부엉이,0.2413793103448276
Owl,solidity,Not a solid,29,부엉이,0.10344827586206896
Owl,solidity,Solid,29,부엉이,0.6551724137931034
PIgeon,category_organization,Form,29,비둘기,0.6896551724137931
PIgeon,category_organization,"Form, Color",29,비둘기,0.10344827586206896
PIgeon,category_organization,"Form, Color, Material",29,비둘기,0.10344827586206896
PIgeon,category_organization,"Form, Material",29,비둘기,0.06896551724137931
PIgeon,category_organization,Material,29,비둘기,0.034482758620689655
PIgeon,count_mass,Can be counted,36,비둘기,0.8055555555555556
PIgeon,count_mass,I don't know/It's hard to say,36,비둘기,0.19444444444444445
PIgeon,solidity,I don't know/It's hard to say,29,비둘기,0.2413793103448276
PIgeon,solidity,Not a solid,29,비둘기,0.10344827586206896
PIgeon,solidity,Solid,29,비둘기,0.6551724137931034
Pajamas,category_organization,Form,29,잠옷,0.6551724137931034
Pajamas,category_organization,"Form, Color",29,잠옷,0.034482758620689655
Pajamas,category_organization,"Form, Color, Material",29,잠옷,0.13793103448275862
Pajamas,category_organization,"Form, Material",29,잠옷,0.10344827586206896
Pajamas,category_organization,Material,29,잠옷,0.06896551724137931
Pajamas,count_mass,Can be counted,32,잠옷,0.90625
Pajamas,count_mass,I don't know/It's hard to say,32,잠옷,0.09375
Pajamas,solidity,I don't know/It's hard to say,29,잠옷,0.10344827586206896
Pajamas,solidity,Not a solid,29,잠옷,0.034482758620689655
Pajamas,solidity,Solid,29,잠옷,0.8620689655172413
Pants,category_organization,Form,29,바지,0.6551724137931034
Pants,category_organization,"Form, Color",29,바지,0.034482758620689655
Pants,category_organization,"Form, Color, Material",29,바지,0.13793103448275862
Pants,category_organization,"Form, Material",29,바지,0.10344827586206896
Pants,category_organization,Material,29,바지,0.06896551724137931
Pants,count_mass,Can be counted,32,바지,0.90625
Pants,count_mass,I don't know/It's hard to say,32,바지,0.09375
Pants,solidity,I don't know/It's hard to say,29,바지,0.10344827586206896
Pants,solidity,Not a solid,29,바지,0.06896551724137931
Pants,solidity,Solid,29,바지,0.8275862068965517
Paper,category_organization,Form,29,종이,0.27586206896551724
Paper,category_organization,"Form, Color, Material",29,종이,0.10344827586206896
Paper,category_organization,"Form, Material",29,종이,0.3448275862068966
Paper,category_organization,Material,29,종이,0.2413793103448276
Paper,category_organization,Not applicable,29,종이,0.034482758620689655
Paper,count_mass,Can be counted,30,종이,0.8333333333333334
Paper,count_mass,Cannot be counted,30,종이,0.06666666666666667
Paper,count_mass,I don't know/It's hard to say,30,종이,0.1
Paper,solidity,I don't know/It's hard to say,31,종이,0.0967741935483871
Paper,solidity,Not a solid,31,종이,0.03225806451612903
Paper,solidity,Solid,31,종이,0.8709677419354839
Path,category_organization,Color,29,길,0.06896551724137931
Path,category_organization,"Color, Material",29,길,0.034482758620689655
Path,category_organization,Form,29,길,0.6896551724137931
Path,category_organization,"Form, Material",29,길,0.06896551724137931
Path,category_organization,"Form, Material, Not applicable",29,길,0.034482758620689655
Path,category_organization,Not applicable,29,길,0.10344827586206896
Path,count_mass,Can be counted,28,길,0.39285714285714285
Path,count_mass,Cannot be counted,28,길,0.32142857142857145
Path,count_mass,I don't know/It's hard to say,28,길,0.2857142857142857
Path,solidity,I don't know/It's hard to say,29,길,0.27586206896551724
Path,solidity,Not a solid,29,길,0.2413793103448276
Path,solidity,Solid,29,길,0.4827586206896552
Peach,category_organization,"Color, Not applicable",29,복숭아,0.034482758620689655
Peach,category_organization,Form,29,복숭아,0.4482758620689655
Peach,category_organization,"Form, Color",29,복숭아,0.13793103448275862
Peach,category_organization,"Form, Color, Material",29,복숭아,0.20689655172413793
Peach,category_organization,"Form, Material",29,복숭아,0.10344827586206896
Peach,category_organization,Material,29,복숭아,0.06896551724137931
Peach,count_mass,Can be counted,32,복숭아,0.90625
Peach,count_mass,I don't know/It's hard to say,32,복숭아,0.09375
Peach,solidity,I don't know/It's hard to say,29,복숭아,0.10344827586206896
Peach,solidity,Not a solid,29,복숭아,0.10344827586206896
Peach,solidity,Solid,29,복숭아,0.7931034482758621
Peanut,category_organization,Form,29,땅콩,0.5172413793103449
Peanut,category_organization,"Form, Color",29,땅콩,0.06896551724137931
Peanut,category_organization,"Form, Color, Material",29,땅콩,0.10344827586206896
Peanut,category_organization,"Form, Material",29,땅콩,0.13793103448275862
Peanut,category_organization,Material,29,땅콩,0.10344827586206896
Peanut,category_organization,Not applicable,29,땅콩,0.06896551724137931
Peanut,count_mass,Can be counted,32,땅콩,0.875
Peanut,count_mass,Cannot be counted,32,땅콩,0.03125
Peanut,count_mass,I don't know/It's hard to say,32,땅콩,0.09375
Peanut,solidity,I don't know/It's hard to say,29,땅콩,0.10344827586206896
Peanut,solidity,Not a solid,29,땅콩,0.06896551724137931
Peanut,solidity,Solid,29,땅콩,0.8275862068965517
Pencil,category_organization,Form,29,연필,0.41379310344827586
Pencil,category_organization,"Form, Color, Material",29,연필,0.1724137931034483
Pencil,category_organization,"Form, Material",29,연필,0.3103448275862069
Pencil,category_organization,Material,29,연필,0.06896551724137931
Pencil,category_organization,Not applicable,29,연필,0.034482758620689655
Pencil,count_mass,Can be counted,30,연필,0.9333333333333333
Pencil,count_mass,I don't know/It's hard to say,30,연필,0.06666666666666667
Pencil,solidity,I don't know/It's hard to say,30,연필,0.06666666666666667
Pencil,solidity,Solid,30,연필,0.9333333333333333
Penguin,category_organization,Form,29,펭귄,0.7241379310344828
Penguin,category_organization,"Form, Color",29,펭귄,0.06896551724137931
Penguin,category_organization,"Form, Color, Material",29,펭귄,0.06896551724137931
Penguin,category_organization,"Form, Material",29,펭귄,0.10344827586206896
Penguin,category_organization,Material,29,펭귄,0.034482758620689655
Penguin,count_mass,Can be counted,36,펭귄,0.7777777777777778
Penguin,count_mass,I don't know/It's hard to say,36,펭귄,0.2222222222222222
Penguin,solidity,I don't know/It's hard to say,30,펭귄,0.26666666666666666
Penguin,solidity,Not a solid,30,펭귄,0.1
Penguin,solidity,Solid,30,펭귄,0.6333333333333333
Pepper,category_organization,Form,29,고추,0.8275862068965517
Pepper,category_organization,"Form, Color",29,고추,0.034482758620689655
Pepper,category_organization,"Form, Material",29,고추,0.10344827586206896
Pepper,category_organization,Material,29,고추,0.034482758620689655
Pepper,count_mass,Can be counted,35,고추,0.7714285714285715
Pepper,count_mass,Cannot be counted,35,고추,0.02857142857142857
Pepper,count_mass,I don't know/It's hard to say,35,고추,0.2
Pepper,solidity,I don't know/It's hard to say,30,고추,0.23333333333333334
Pepper,solidity,Not a solid,30,고추,0.1
Pepper,solidity,Solid,30,고추,0.6666666666666666
Persimmon,category_organization,Form,29,감,0.5172413793103449
Persimmon,category_organization,"Form, Color",29,감,0.13793103448275862
Persimmon,category_organization,"Form, Color, Material",29,감,0.1724137931034483
Persimmon,category_organization,"Form, Material",29,감,0.13793103448275862
Persimmon,category_organization,Material,29,감,0.034482758620689655
Persimmon,count_mass,Can be counted,33,감,0.8787878787878788
Persimmon,count_mass,I don't know/It's hard to say,33,감,0.12121212121212122
Persimmon,solidity,I don't know/It's hard to say,29,감,0.13793103448275862
Persimmon,solidity,Not a solid,29,감,0.06896551724137931
Persimmon,solidity,Solid,29,감,0.7931034482758621
Phone,category_organization,Color,29,전화,0.034482758620689655
Phone,category_organization,Form,29,전화,0.7241379310344828
Phone,category_organization,"Form, Color, Material",29,전화,0.06896551724137931
Phone,category_organization,"Form, Material",29,전화,0.10344827586206896
Phone,category_organization,Material,29,전화,0.034482758620689655
Phone,category_organization,Not applicable,29,전화,0.034482758620689655
Phone,count_mass,Can be counted,31,전화,0.8709677419354839
Phone,count_mass,Cannot be counted,31,전화,0.03225806451612903
Phone,count_mass,I don't know/It's hard to say,31,전화,0.0967741935483871
Phone,solidity,I don't know/It's hard to say,30,전화,0.1
Phone,solidity,Solid,30,전화,0.9
Piano,category_organization,Form,29,피아노,0.7586206896551724
Piano,category_organization,"Form, Color",29,피아노,0.034482758620689655
Piano,category_organization,"Form, Color, Material",29,피아노,0.06896551724137931
Piano,category_organization,"Form, Material",29,피아노,0.10344827586206896
Piano,category_organization,Material,29,피아노,0.034482758620689655
Piano,count_mass,Can be counted,30,피아노,0.9666666666666667
Piano,count_mass,I don't know/It's hard to say,30,피아노,0.03333333333333333
Piano,solidity,I don't know/It's hard to say,29,피아노,0.034482758620689655
Piano,solidity,Solid,29,피아노,0.9655172413793104
Picture/Artwork,category_organization,Color,29,그림,0.034482758620689655
Picture/Artwork,category_organization,"Color, Material",29,그림,0.034482758620689655
Picture/Artwork,category_organization,Form,29,그림,0.5172413793103449
Picture/Artwork,category_organization,"Form, Color",29,그림,0.10344827586206896
Picture/Artwork,category_organization,"Form, Color, Material",29,그림,0.06896551724137931
Picture/Artwork,category_organization,"Form, Material",29,그림,0.13793103448275862
Picture/Artwork,category_organization,Material,29,그림,0.06896551724137931
Picture/Artwork,category_organization,Not applicable,29,그림,0.034482758620689655
Picture/Artwork,count_mass,Can be counted,33,그림,0.696969696969697
Picture/Artwork,count_mass,Cannot be counted,33,그림,0.12121212121212122
Picture/Artwork,count_mass,I don't know/It's hard to say,33,그림,0.18181818181818182
Picture/Artwork,solidity,I don't know/It's hard to say,31,그림,0.1935483870967742
Picture/Artwork,solidity,Not a solid,31,그림,0.06451612903225806
Picture/Artwork,solidity,Solid,31,그림,0.7419354838709677
Pig,category_organization,Form,29,돼지,0.6206896551724138
Pig,category_organization,"Form, Color",29,돼지,0.10344827586206896
Pig,category_organization,"Form, Color, Material",29,돼지,0.13793103448275862
Pig,category_organization,"Form, Material",29,돼지,0.10344827586206896
Pig,category_organization,Material,29,돼지,0.034482758620689655
Pig,count_mass,Can be counted,36,돼지,0.8055555555555556
Pig,count_mass,I don't know/It's hard to say,36,돼지,0.19444444444444445
Pig,solidity,I don't know/It's hard to say,29,돼지,0.2413793103448276
Pig,solidity,Not a solid,29,돼지,0.10344827586206896
Pig,solidity,Solid,29,돼지,0.6551724137931034
Pillow,category_organization,Color,29,베개,0.034482758620689655
Pillow,category_organization,Form,29,베개,0.6551724137931034
Pillow,category_organization,"Form, Color, Material",29,베개,0.06896551724137931
Pillow,category_organization,"Form, Material",29,베개,0.20689655172413793
Pillow,category_organization,Material,29,베개,0.034482758620689655
Pillow,count_mass,Can be counted,31,베개,0.9032258064516129
Pillow,count_mass,I don't know/It's hard to say,31,베개,0.0967741935483871
Pillow,solidity,I don't know/It's hard to say,30,베개,0.1
Pillow,solidity,Not a solid,30,베개,0.06666666666666667
Pillow,solidity,Solid,30,베개,0.8333333333333334
Pizza,category_organization,Color,29,피자,0.06896551724137931
Pizza,category_organization,"Color, Material",29,피자,0.034482758620689655
Pizza,category_organization,Form,29,피자,0.4827586206896552
Pizza,category_organization,"Form, Color",29,피자,0.06896551724137931
Pizza,category_organization,"Form, Color, Material",29,피자,0.10344827586206896
Pizza,category_organization,"Form, Material",29,피자,0.13793103448275862
Pizza,category_organization,"Form, Material, Not applicable",29,피자,0.034482758620689655
Pizza,category_organization,Material,29,피자,0.06896551724137931
