Submission id,Participant id,Status,Age,Sex
SESS0003,P1001,APPROVED,60,Female
SESS0004,P0884,APPROVED,21,Female
SESS0005,P0950,APPROVED,43,Female
SESS0006,P0979,APPROVED,33,Female
SESS0007,P0542,APPROVED,65,Female
