uni_lemma,response_norm,block,eng1,eng2,kor1,kor2
kefir,shape,category_organization,0.09090909090909093,NA,NA,NA
ketchup,shape,category_organization,0,0.125,NA,NA
key,shape,category_organization,0.75,0.6,0.8333333333333334,0.5862068965517241
keys,shape,category_organization,0.4166666666666667,0.4,NA,NA
kimchi,shape,category_organization,0.125,NA,0.625,0.4827586206896552
kitchen,shape,category_organization,0.16666666666666666,0,0.5,0.6896551724137931
kite,shape,category_organization,0.5833333333333334,0.3636363636363637,NA,NA
kitty,shape,category_organization,0.125,0,NA,NA
kiwi,shape,category_organization,0.18181818181818185,0.125,NA,NA
knee,shape,category_organization,0.3,0.3333333333333333,0.2,0.8275862068965517
knife,shape,category_organization,0.4,0.5384615384615384,0.6,0.6896551724137931
koala,shape,category_organization,0.3333333333333333,NA,NA,NA
ladder,shape,category_organization,0.75,0.4545454545454546,0.8,0.6551724137931034
ladybug,shape,category_organization,0.18181818181818185,0,NA,NA
lake,shape,category_organization,0.2,NA,NA,NA
lamb,shape,category_organization,0.3333333333333333,0,NA,NA
lamp,shape,category_organization,0.4375,0.25,NA,NA
lawn mower,shape,category_organization,0,0.1,NA,NA
leaf,shape,category_organization,0.4,0.125,NA,NA
leg,shape,category_organization,0.75,0.35294117647058826,0.7142857142857143,0.8275862068965517
lemon,shape,category_organization,0.18181818181818185,0.14285714285714285,NA,NA
lettuce,shape,category_organization,0.2,0,NA,NA
light,shape,category_organization,0,0,NA,NA
light (object),shape,category_organization,0.2,0.1111111111111111,NA,NA
lighter,shape,category_organization,0.2222222222222222,0,NA,NA
lion,shape,category_organization,0.3333333333333333,0.125,0.25,0.6896551724137931
lip,shape,category_organization,0.4444444444444444,0.5454545454545454,0.6666666666666666,0.5172413793103449
liver (food),shape,category_organization,0,0.07692307692307693,NA,NA
living room,shape,category_organization,0.125,0.1111111111111111,NA,NA
locomotive,shape,category_organization,0.5454545454545454,0.5,NA,NA
lollipop,shape,category_organization,0.2222222222222222,0.2222222222222222,NA,NA
macaroni,shape,category_organization,0.75,0.6363636363636364,NA,NA
mango,shape,category_organization,0.2,0,NA,NA
marker,shape,category_organization,0.25,0.16666666666666666,NA,NA
mask,shape,category_organization,0.6,0.2307692307692308,NA,NA
mat,shape,category_organization,0,0,NA,NA
matches,shape,category_organization,0.2,0.2857142857142857,NA,NA
meat,shape,category_organization,0,0,0,0.41379310344827586
meatball,shape,category_organization,0.25,0.25,NA,NA
medicine,shape,category_organization,0,0.18181818181818185,0,0.3793103448275862
melon,shape,category_organization,0.2727272727272727,0.18181818181818185,0,0.4482758620689655
microphone,shape,category_organization,0.3636363636363637,NA,NA,NA
microwave,shape,category_organization,0.4,0.125,0.4,0.6896551724137931
milk,shape,category_organization,0,0,NA,NA
minibus,shape,category_organization,0.6666666666666666,NA,NA,NA
mirror,shape,category_organization,0.125,0.2727272727272727,NA,NA
mitten,shape,category_organization,0.4545454545454546,0.375,NA,NA
mold,shape,category_organization,0.1111111111111111,0,NA,NA
money,shape,category_organization,0,0,0.4,0.5172413793103449
monkey,shape,category_organization,0.18181818181818185,0.06666666666666667,0.6,0.7586206896551724
moon,shape,category_organization,0.7777777777777778,0.6666666666666666,0,0.5172413793103449
moose,shape,category_organization,0.125,0.1,NA,NA
mop (object),shape,category_organization,0.2857142857142857,0.3333333333333333,NA,NA
mosquito,shape,category_organization,0.1,0.375,NA,NA
motorcycle,shape,category_organization,0.5384615384615384,0.5,0.8,0.6428571428571429
mountain,shape,category_organization,0.3,0.625,NA,NA
mouse,shape,category_organization,0.5,0.4,0.9,0.7241379310344828
mouth,shape,category_organization,0.6666666666666666,0.4166666666666667,0.8333333333333334,0.7241379310344828
mud,shape,category_organization,0.1111111111111111,NA,NA,NA
muffin,shape,category_organization,0.625,NA,NA,NA
mug,shape,category_organization,0.6,0.5555555555555556,NA,NA
mushroom,shape,category_organization,0.375,0.3,NA,NA
music,shape,category_organization,0.07142857142857142,0,NA,NA
mustache,shape,category_organization,0.1,0.5,NA,NA
nail (body part),shape,category_organization,0.25,0.2222222222222222,NA,NA
nail (finger),shape,category_organization,0.1,0.25,NA,NA
nail (object),shape,category_organization,0.4444444444444444,0.3333333333333333,0.8,0.6206896551724138
napkin,shape,category_organization,0.2,0.2,NA,NA
neck,shape,category_organization,0.5555555555555556,0.5833333333333334,0.75,0.8620689655172413
necklace,shape,category_organization,0.5,0.3,0.7777777777777778,0.6206896551724138
neighborhood,shape,category_organization,0.14285714285714285,0.1111111111111111,NA,NA
newspaper,shape,category_organization,0,0,NA,NA
noodles,shape,category_organization,0.6666666666666666,0.14285714285714285,0.25,0.4827586206896552
nose,shape,category_organization,0.5833333333333334,0.25,NA,NA
notebook,shape,category_organization,0.4444444444444444,0.14285714285714285,NA,NA
nugget,shape,category_organization,0.3,0.18181818181818185,NA,NA
nut,shape,category_organization,0.3333333333333333,0.09090909090909093,0.125,0.4827586206896552
olive,shape,category_organization,0.15384615384615383,0.3333333333333333,NA,NA
onion,shape,category_organization,0.125,0,NA,NA
orange,shape,category_organization,0,0,NA,NA
orange (food),shape,category_organization,0.3333333333333333,0.13333333333333333,0.14285714285714285,0.4482758620689655
oven,shape,category_organization,0.4166666666666667,0.25,NA,NA
overalls,shape,category_organization,0.2727272727272727,NA,NA,NA
owie,shape,category_organization,0.2,NA,NA,NA
owl,shape,category_organization,0.3636363636363637,0,0.4545454545454546,0.6896551724137931
pacifier,shape,category_organization,0.15384615384615383,0.375,NA,NA
paint (object),shape,category_organization,0,0.1111111111111111,NA,NA
painting,shape,category_organization,0.1,0,NA,NA
pajamas,shape,category_organization,0.18181818181818185,0.09090909090909093,0.2222222222222222,0.6551724137931034
palm,shape,category_organization,0.5555555555555556,0.2727272727272727,NA,NA
pan,shape,category_organization,0.625,0.4444444444444444,NA,NA
pancake,shape,category_organization,0.5833333333333334,0.1111111111111111,0,0.5172413793103449
panda,shape,category_organization,0.25,0,NA,NA
pants,shape,category_organization,0.3636363636363637,0.3,0.8,0.6551724137931034
papaya,shape,category_organization,0.18181818181818185,0.18181818181818185,NA,NA
paper,shape,category_organization,0,0,0,0.27586206896551724
park,shape,category_organization,0.15384615384615383,0,NA,NA
parking lot,shape,category_organization,0.4444444444444444,0.3333333333333333,NA,NA
parrot,shape,category_organization,0.5,0,NA,NA
pasta,shape,category_organization,0.5,0.4,0.25,0.3448275862068966
pastry,shape,category_organization,0,0.125,NA,NA
patio,shape,category_organization,0.2,0.3,NA,NA
peach,shape,category_organization,0.4,0.25,0.2222222222222222,0.4482758620689655
peacock,shape,category_organization,0.06666666666666667,0.15384615384615383,NA,NA
peanut,shape,category_organization,0,0.2222222222222222,0.5,0.5172413793103449
peanut butter,shape,category_organization,0,0,NA,NA
pear,shape,category_organization,0.3333333333333333,0.75,NA,NA
peas,shape,category_organization,0.25,0.2222222222222222,NA,NA
pen,shape,category_organization,0.625,0.5,NA,NA
pen/pencil,shape,category_organization,0.8888888888888888,0.4444444444444444,NA,NA
pencil,shape,category_organization,0.5,0.07692307692307693,0.5,0.41379310344827586
penguin,shape,category_organization,0.2222222222222222,0,0.6,0.7241379310344828
penis,shape,category_organization,0.3333333333333333,0.3333333333333333,0.5,0.8275862068965517
penny,shape,category_organization,0.5,0.4615384615384616,NA,NA
pepper,shape,category_organization,0.25,0,NA,NA
phone,shape,category_organization,0.25,NA,NA,NA
photo,shape,category_organization,0.3333333333333333,0,NA,NA
piano,shape,category_organization,0.7272727272727273,0.5,0.6666666666666666,0.7586206896551724
pickle,shape,category_organization,0.3333333333333333,0,NA,NA
picture,shape,category_organization,0.15384615384615383,0,0.6,0.5172413793103449
pie,shape,category_organization,0.5555555555555556,0.8,NA,NA
pig,shape,category_organization,0,0.09090909090909093,0.25,0.6206896551724138
pigeon,shape,category_organization,0.5,0.25,0.5,0.6896551724137931
piglet,shape,category_organization,0.2,NA,NA,NA
pill,shape,category_organization,0.375,0.6666666666666666,NA,NA
pillow,shape,category_organization,0.125,0.07692307692307693,0.4444444444444444,0.6551724137931034
pineapple,shape,category_organization,0.375,0,NA,NA
pipe,shape,category_organization,0.5,NA,NA,NA
pizza,shape,category_organization,0.4,0.3333333333333333,0.3333333333333333,0.4827586206896552
plant,shape,category_organization,0.1,0,NA,NA
plantain,shape,category_organization,0.3,0.25,NA,NA
plate,shape,category_organization,0.6666666666666666,0.9090909090909092,0.5714285714285714,0.6896551724137931
play dough,shape,category_organization,0.125,0,NA,NA
play pen,shape,category_organization,0.7,0.5,NA,NA
plug,shape,category_organization,0.375,0.375,NA,NA
plum,shape,category_organization,0,0.1,NA,NA
pocket,shape,category_organization,0.3333333333333333,NA,0.6,0.6896551724137931
police car,shape,category_organization,0.15384615384615383,0.125,NA,NA
pomegranate,shape,category_organization,0.125,0.25,NA,NA
pony,shape,category_organization,0.5833333333333334,0.5,NA,NA
pool,shape,category_organization,0.1111111111111111,0,NA,NA
popcorn,shape,category_organization,0.1111111111111111,0.25,NA,NA
popsicle,shape,category_organization,0.25,0.2307692307692308,NA,NA
porch,shape,category_organization,0.2222222222222222,0.4444444444444444,NA,NA
pork,shape,category_organization,0.09090909090909093,0,NA,NA
porridge,shape,category_organization,0,0,NA,NA
pot,shape,category_organization,0.625,0.75,NA,NA
potato,shape,category_organization,0,0.1111111111111111,0.16666666666666666,0.4827586206896552
potty,shape,category_organization,0.3,0.5714285714285714,NA,NA
present,shape,category_organization,0,0,0.16666666666666666,0.4827586206896552
pretzel,shape,category_organization,0.8181818181818182,0.375,NA,NA
pudding,shape,category_organization,0.09090909090909093,0,NA,NA
puddle,shape,category_organization,0.3,0.2222222222222222,NA,NA
pumpkin,shape,category_organization,0.18181818181818185,0.07692307692307693,0.25,0.4827586206896552
puppet,shape,category_organization,0.2222222222222222,0.2222222222222222,NA,NA
puppy,shape,category_organization,0.18181818181818185,0,NA,NA
puree,shape,category_organization,0,0.25,NA,NA
purse,shape,category_organization,0.5,0.3333333333333333,NA,NA
push,shape,category_organization,0.08333333333333333,NA,NA,NA
puzzle,shape,category_organization,0.4090909090909091,0.6363636363636364,NA,NA
quesadilla,shape,category_organization,0.1,0.1,NA,NA
rabbit,shape,category_organization,0.6,0.125,NA,NA
racket,shape,category_organization,0.5,0.8888888888888888,NA,NA
radiator,shape,category_organization,0.1111111111111111,0.4,NA,NA
radio,shape,category_organization,0,0.18181818181818185,0.2857142857142857,0.6206896551724138
radish,shape,category_organization,0.15217391304347827,NA,0.5,0.5172413793103449
rag,shape,category_organization,0.08333333333333333,0.2222222222222222,0.4,0.5172413793103449
rain,shape,category_organization,0,0,0,0.3448275862068966
raincoat,shape,category_organization,0.1111111111111111,0.16666666666666666,NA,NA
raisin,shape,category_organization,0.2,0.18181818181818185,NA,NA
rake (object),shape,category_organization,0.6,0.7,NA,NA
raspberry,shape,category_organization,0.1,0.1111111111111111,NA,NA
refrigerator,shape,category_organization,0.3,0.3076923076923077,0.2857142857142857,0.6896551724137931
remote control,shape,category_organization,0.3333333333333333,0.5,NA,NA
ribbon,shape,category_organization,0.3,0.375,NA,NA
rice,shape,category_organization,0.5,0.06666666666666667,0.42857142857142855,0.4482758620689655
rice cake,shape,category_organization,0.25,0,0,0.5517241379310345
river,shape,category_organization,0.09090909090909093,0.09090909090909093,NA,NA
road,shape,category_organization,0.2727272727272727,0.1111111111111111,NA,NA
robot,shape,category_organization,0.3333333333333333,0,0.3333333333333333,0.6206896551724138
rock (object),shape,category_organization,0.1111111111111111,0,NA,NA
rocking chair,shape,category_organization,0.4444444444444444,0.7,NA,NA
roof,shape,category_organization,0.375,0.25,1,0.7241379310344828
room,shape,category_organization,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.6551724137931034
rooster,shape,category_organization,0.125,0.1,NA,NA
rope,shape,category_organization,0.125,0.2222222222222222,NA,NA
salami,shape,category_organization,0,0.125,NA,NA
salt,shape,category_organization,0,0,0,0.27586206896551724
samosa,shape,category_organization,0.25,NA,NA,NA
sand,shape,category_organization,0,0.25,0.2857142857142857,0.3103448275862069
sandal,shape,category_organization,0.25,0.3636363636363637,NA,NA
sandbox,shape,category_organization,0.625,0.2,NA,NA
sandwich,shape,category_organization,0.16666666666666666,0.16666666666666666,NA,NA
sauce,shape,category_organization,0,0,NA,NA
sausage,shape,category_organization,0.3333333333333333,0.4,NA,NA
scallion,shape,category_organization,0.3,0,NA,NA
scarf,shape,category_organization,0.2,0.4444444444444444,0.2857142857142857,0.6206896551724138
scissors,shape,category_organization,0.5454545454545454,0.6,0,0.6551724137931034
sea,shape,category_organization,0,0.1111111111111111,NA,NA
seal (animal),shape,category_organization,0.5,0.4444444444444444,NA,NA
seesaw,shape,category_organization,0.2222222222222222,0.2222222222222222,0.6,0.6896551724137931
shampoo,shape,category_organization,0.09090909090909093,0,NA,NA
shark,shape,category_organization,0.375,0.4444444444444444,NA,NA
shed,shape,category_organization,0.3636363636363637,0.25,NA,NA
sheep,shape,category_organization,0.25,0.07142857142857142,0.5,0.6896551724137931
sheet,shape,category_organization,0.2,0.25,NA,NA
ship,shape,category_organization,0.6666666666666666,0.625,NA,NA
shirt,shape,category_organization,0.3333333333333333,0.4545454545454546,NA,NA
shoe,shape,category_organization,0.6,0.625,1,0.6206896551724138
shorts,shape,category_organization,0.375,0.4,NA,NA
shoulder,shape,category_organization,0.3,0.3076923076923077,0.6666666666666666,0.8620689655172413
shovel,shape,category_organization,0.375,0.4545454545454546,NA,NA
shower,shape,category_organization,0.16666666666666666,0.125,NA,NA
shrimp,shape,category_organization,0.3333333333333333,0.3076923076923077,NA,NA
sidewalk,shape,category_organization,0.3,0.25,NA,NA
sink,shape,category_organization,0.6666666666666666,0.2,NA,NA
skate (object),shape,category_organization,0.625,0.4444444444444444,NA,NA
skirt,shape,category_organization,0.125,0.4,0.8333333333333334,0.6551724137931034
sky,shape,category_organization,0,0.1,0.25,0.3448275862068966
sled,shape,category_organization,0.4166666666666667,0.7,0.8888888888888888,0.6785714285714286
sleeve,shape,category_organization,0.2,NA,NA,NA
slide (object),shape,category_organization,0.75,0.7777777777777778,0.5,0.7241379310344828
slipper,shape,category_organization,0.3333333333333333,0.3333333333333333,NA,NA
smoke,shape,category_organization,0,NA,NA,NA
smoothie,shape,category_organization,0,0.2,NA,NA
snack,shape,category_organization,0,NA,NA,NA
snail,shape,category_organization,0.375,0.2,NA,NA
snake,shape,category_organization,0.6,0.2,1,0.6551724137931034
sneaker,shape,category_organization,0.5,0.2727272727272727,0.6666666666666666,0.6206896551724138
snow,shape,category_organization,0,0,0.2222222222222222,0.6896551724137931
snowman,shape,category_organization,0.4,0.2222222222222222,0.2857142857142857,0.41379310344827586
snowsuit,shape,category_organization,0.2222222222222222,0,NA,NA
soap,shape,category_organization,0.06666666666666667,0.18181818181818185,0.25,0.4482758620689655
sock,shape,category_organization,0.375,0.3333333333333333,0.8,0.6896551724137931
soda,shape,category_organization,0,0,0,0.27586206896551724
sofa,shape,category_organization,0.5,0.4444444444444444,NA,NA
soil,shape,category_organization,0,0.1,0,0.27586206896551724
song,shape,category_organization,0,0,NA,NA
soup,shape,category_organization,0,0.09090909090909093,0.5,0.3103448275862069
sour cream,shape,category_organization,0.14285714285714285,0,NA,NA
soy milk,shape,category_organization,0,0,NA,NA
soy sauce,shape,category_organization,0,NA,NA,NA
spade,shape,category_organization,0.5555555555555556,0.625,NA,NA
spaghetti,shape,category_organization,0.2222222222222222,0.5,0.16666666666666666,0.3448275862068966
sparrow,shape,category_organization,0.2727272727272727,0.25,0.6,0.7241379310344828
spider,shape,category_organization,0.3636363636363637,0.09090909090909093,NA,NA
spinach,shape,category_organization,0.125,0,NA,NA
sponge,shape,category_organization,0.02272727272727272,0.09090909090909093,NA,NA
spoon,shape,category_organization,0.7777777777777778,0.75,0.875,0.6206896551724138
sprinkler,shape,category_organization,0.125,0.125,NA,NA
sprouts,shape,category_organization,0.375,NA,NA,NA
squirrel,shape,category_organization,0.625,0.2727272727272727,0.42857142857142855,0.6896551724137931
stairs,shape,category_organization,0.4,0.9,0.7777777777777778,0.6551724137931034
star,shape,category_organization,0.8,0.6666666666666666,0,0.5517241379310345
steak,shape,category_organization,0.02127659574468085,0,NA,NA
stick,shape,category_organization,0.2727272727272727,0.2352941176470588,NA,NA
sticker,shape,category_organization,0,0,NA,NA
stone,shape,category_organization,0.1111111111111111,0,0,0.4482758620689655
stool,shape,category_organization,0.5,0.16666666666666666,NA,NA
stork,shape,category_organization,0.375,0,NA,NA
story,shape,category_organization,0.06666666666666667,0,NA,NA
stove,shape,category_organization,0.2,0.1,NA,NA
straw,shape,category_organization,0.3,0.5555555555555556,NA,NA
strawberry,shape,category_organization,0.2,0.2727272727272727,0.3,0.5172413793103449
street,shape,category_organization,0.09090909090909093,0.08333333333333333,0.75,0.6896551724137931
stroller,shape,category_organization,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6785714285714286
sugar,shape,category_organization,0,0,0,0.20689655172413793
sun,shape,category_organization,0.2222222222222222,0.26666666666666666,0.6666666666666666,0.3793103448275862
sunglasses,shape,category_organization,0.3333333333333333,0.5,NA,NA
swallow (animal),shape,category_organization,0,0,NA,NA
sweater,shape,category_organization,0.3636363636363637,0.18181818181818185,NA,NA
sweet potato,shape,category_organization,0.25,0.3333333333333333,0.5,0.4827586206896552
sweets,shape,category_organization,0.1111111111111111,0,NA,NA
swimsuit,shape,category_organization,0.1,0,NA,NA
swing (object),shape,category_organization,0.625,0.25,0.5,0.7586206896551724
syrup,shape,category_organization,0,0.1111111111111111,NA,NA
t-shirt,shape,category_organization,0.4444444444444444,0.16666666666666666,NA,NA
table,shape,category_organization,0.4444444444444444,0.6428571428571429,NA,NA
tablecloth,shape,category_organization,0,0.125,NA,NA
taco,shape,category_organization,0.25,0.25,NA,NA
tail,shape,category_organization,0.6363636363636364,0.625,NA,NA
tangerine,shape,category_organization,0.14285714285714285,0.25,0.5,0.5172413793103449
tape,shape,category_organization,0,0.09090909090909093,NA,NA
tape (object),shape,category_organization,0.1111111111111111,0.25,NA,NA
tarhana,shape,category_organization,0.14285714285714285,0.125,NA,NA
taxi,shape,category_organization,0.3636363636363637,0.25,0.6666666666666666,0.5357142857142857
tea,shape,category_organization,0.1111111111111111,0,NA,NA
teapot,shape,category_organization,0.5,0.5,NA,NA
teddybear,shape,category_organization,0.5,0.2727272727272727,NA,NA
telephone,shape,category_organization,0.375,0.25,0.6666666666666666,0.7241379310344828
terrace,shape,category_organization,0.125,0.3333333333333333,NA,NA
thing,shape,category_organization,0.13333333333333333,0,NA,NA
throat,shape,category_organization,0.3333333333333333,0.2,NA,NA
thumb,shape,category_organization,0.5454545454545454,NA,NA,NA
thunder,shape,category_organization,0,0,NA,NA
tiger,shape,category_organization,0.4444444444444444,0.1176470588235294,0.16666666666666666,0.6896551724137931
tights,shape,category_organization,0.1111111111111111,0,NA,NA
tissue,shape,category_organization,0,0,0.2222222222222222,0.4827586206896552
toast,shape,category_organization,0,0,NA,NA
toe,shape,category_organization,0.5,0.2222222222222222,NA,NA
tofu,shape,category_organization,0.09090909090909093,0,NA,NA
toilet,shape,category_organization,0.4444444444444444,0.375,NA,NA
tomato,shape,category_organization,0.2,0,0.3333333333333333,0.4827586206896552
tongue,shape,category_organization,0.2222222222222222,0.375,0.625,0.5862068965517241
tooth,shape,category_organization,0.3,0.13333333333333333,0.5,0.5517241379310345
toothbrush,shape,category_organization,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6896551724137931
toothpaste,shape,category_organization,0.09090909090909093,0,0,0.4827586206896552
top,shape,category_organization,0.16666666666666666,0.09090909090909093,NA,NA
tortilla,shape,category_organization,0.3333333333333333,0.2857142857142857,NA,NA
towel,shape,category_organization,0.09090909090909093,0.2,0,0.5862068965517241
toy (object),shape,category_organization,0.2222222222222222,0.2,0.3333333333333333,0.4827586206896552
tracksuit,shape,category_organization,0.18181818181818185,0,NA,NA
tractor,shape,category_organization,0.5,0.16666666666666666,NA,NA
traffic,shape,category_organization,0,0.1111111111111111,NA,NA
traffic light,shape,category_organization,0.125,0.125,NA,NA
train,shape,category_organization,0.3333333333333333,0.375,0.25,0.6428571428571429
trampoline,shape,category_organization,0.375,0.6666666666666666,NA,NA
trash,shape,category_organization,0,0.08333333333333333,0.42857142857142855,0.41379310344827586
trash can,shape,category_organization,0,0.3636363636363637,0,0.7586206896551724
tray,shape,category_organization,0.4615384615384616,0.5454545454545454,0.6,0.6551724137931034
tree,shape,category_organization,0.3,0.3333333333333333,0.4,0.5862068965517241
tricycle,shape,category_organization,0.5,0.5,NA,NA
trolley,shape,category_organization,0.7272727272727273,0.3,NA,NA
truck,shape,category_organization,0.375,0.5384615384615384,0.8333333333333334,0.6071428571428571
trumpet,shape,category_organization,0.4444444444444444,0.5,NA,NA
tummy,shape,category_organization,0.2222222222222222,0.4705882352941176,0.5,0.6428571428571429
tuna,shape,category_organization,0.1111111111111111,0.2222222222222222,NA,NA
tunnel,shape,category_organization,0.8,0.75,NA,NA
turkey,shape,category_organization,0.2,0.125,NA,NA
turtle,shape,category_organization,0.4166666666666667,0.3333333333333333,1,0.6206896551724138
tv,shape,category_organization,0.4444444444444444,0.3333333333333333,0,0.7586206896551724
umbrella,shape,category_organization,0.7777777777777778,0.6153846153846154,0.4,0.6206896551724138
underpants,shape,category_organization,0.125,0.3125,0.3333333333333333,0.6206896551724138
vacuum,shape,category_organization,0.125,0.18181818181818185,0.4,0.6896551724137931
vacuum cleaner,shape,category_organization,0.4444444444444444,0.125,NA,NA
vagina,shape,category_organization,0.2,0.375,NA,NA
vegetable,shape,category_organization,0,0.2,NA,NA
vest,shape,category_organization,0.3333333333333333,0.3,NA,NA
video,shape,category_organization,0.09090909090909093,0.09090909090909093,NA,NA
vinegar,shape,category_organization,0,0,NA,NA
vitamin,shape,category_organization,0,0,NA,NA
voice recorder,shape,category_organization,0,0,NA,NA
waist,shape,category_organization,0.5555555555555556,0.25,0.75,0.8620689655172413
wall,shape,category_organization,0.1,0.3333333333333333,NA,NA
wallet,shape,category_organization,0.1111111111111111,0.25,0.5,0.6896551724137931
wardrobe,shape,category_organization,0.4,0.25,NA,NA
washing machine,shape,category_organization,0.375,0.2222222222222222,0.5,0.6896551724137931
watch (object),shape,category_organization,0.25,0.2857142857142857,NA,NA
water (beverage),shape,category_organization,0,0.1111111111111111,NA,NA
water (not beverage),shape,category_organization,0,0,NA,NA
watering can,shape,category_organization,0.3076923076923077,0.42857142857142855,NA,NA
watermelon,shape,category_organization,0.3,0.375,0.25,0.5517241379310345
waves,shape,category_organization,0.6,0.5,NA,NA
whale,shape,category_organization,0.25,NA,NA,NA
wheel,shape,category_organization,0.7,0.7,NA,NA
whistle (object),shape,category_organization,0.625,0.3,NA,NA
wind,shape,category_organization,0,0,0.2,NA
window,shape,category_organization,0.42857142857142855,0.4444444444444444,NA,NA
wolf,shape,category_organization,0.25,0,NA,NA
wood,shape,category_organization,0,0,NA,NA
worm,shape,category_organization,0.5,0.5,NA,NA
yard,shape,category_organization,0,0.125,NA,NA
yogurt,shape,category_organization,0,0,0,0.20689655172413793
yogurt drink,shape,category_organization,0.04166666666666666,0,NA,NA
zebra,shape,category_organization,0.2222222222222222,0,NA,NA
zipper,shape,category_organization,0.5,0.2222222222222222,NA,NA
Persimmon,shape,category_organization,NA,NA,0.3,NA
persimmon,shape,category_organization,NA,NA,NA,0.5172413793103449
