uni_lemma,response_norm,block,eng1,eng2,kor1,kor2
watermelon,solid,solidity,0.7777777777777778,NA,1,0.8275862068965517
window,count,count_mass,0.75,NA,NA,NA
window,solid,solidity,0.8333333333333334,NA,NA,NA
yogurt,count,count_mass,0.3333333333333333,NA,0.3333333333333333,0.65625
Persimmon,count,count_mass,NA,NA,1,NA
Persimmon,solid,solidity,NA,NA,0.7,NA
cloud,solid,solidity,NA,NA,0.125,NA
pasta,count,count_mass,NA,NA,0.625,NA
train,count,count_mass,NA,NA,0.8888888888888888,0.8666666666666667
snow,solid,solidity,NA,NA,0.2,0.3103448275862069
sand,count,count_mass,NA,NA,0.2,0.14814814814814814
sand,solid,solidity,NA,NA,0.5,0.7241379310344828
star,solid,solidity,NA,NA,0.5,0.5862068965517241
pigeon,solid,solidity,NA,NA,0.875,0.6551724137931034
salt,count,count_mass,NA,NA,0.18181818181818185,0.4117647058823529
ice cream,solid,solidity,NA,NA,0.3333333333333333,0.24242424242424243
yogurt,solid,solidity,NA,NA,0.14285714285714285,0.15151515151515152
mouth,solid,solidity,NA,NA,0.625,0.5806451612903226
pocket,solid,solidity,NA,NA,0.5,0.6875
sun,solid,solidity,NA,NA,0.2857142857142857,NA
persimmon,count,count_mass,NA,NA,NA,0.8787878787878788
persimmon,solid,solidity,NA,NA,NA,0.7931034482758621
pepper,count,count_mass,NA,NA,NA,0.7714285714285715
pepper,solid,solidity,NA,NA,NA,0.6666666666666666
shoes/dress shoes,count,count_mass,NA,NA,NA,0.9666666666666668
shoes/dress shoes,solid,solidity,NA,NA,NA,0.9655172413793104
soup,solid,solidity,NA,NA,NA,0.1111111111111111
swings,count,count_mass,NA,NA,NA,0.9333333333333332
swings,solid,solidity,NA,NA,NA,0.9655172413793104
plate (more curved and round),count,count_mass,NA,NA,NA,0.9666666666666668
plate (more curved and round),solid,solidity,NA,NA,NA,0.9655172413793104
picture/artwork,solid,solidity,NA,NA,NA,0.7419354838709677
picture/artwork,count,count_mass,NA,NA,NA,0.696969696969697
path,count,count_mass,NA,NA,NA,0.3928571428571429
path,solid,solidity,NA,NA,NA,0.4827586206896552
seweed,solid,solidity,NA,NA,NA,0.5757575757575758
seweed,count,count_mass,NA,NA,NA,0.6764705882352942
chicken/rooster,solid,solidity,NA,NA,NA,0.6551724137931034
chicken/rooster,count,count_mass,NA,NA,NA,0.8055555555555556
chicken,solid,solidity,NA,NA,NA,0.6875
chicken,count,count_mass,NA,NA,NA,0.696969696969697
rock,count,count_mass,NA,NA,NA,0.7333333333333333
rock,solid,solidity,NA,NA,NA,0.9310344827586208
back,count,count_mass,NA,NA,NA,0.5833333333333334
back,solid,solidity,NA,NA,NA,0.59375
anus,count,count_mass,NA,NA,NA,0.6842105263157895
anus,solid,solidity,NA,NA,NA,0.5862068965517241
ramen,count,count_mass,NA,NA,NA,0.6097560975609756
ramen,solid,solidity,NA,NA,NA,0.4375
nail,count,count_mass,NA,NA,NA,0.9666666666666668
nail,solid,solidity,NA,NA,NA,0.9655172413793104
slide,solid,solidity,NA,NA,NA,0.9655172413793104
slide,count,count_mass,NA,NA,NA,0.9666666666666668
toenail,count,count_mass,NA,NA,NA,0.8787878787878788
toenail,solid,solidity,NA,NA,NA,0.7931034482758621
chestnut,count,count_mass,NA,NA,NA,0.90625
chestnut,solid,solidity,NA,NA,NA,0.8275862068965517
stomach,count,count_mass,NA,NA,NA,0.6756756756756757
stomach,solid,solidity,NA,NA,NA,0.5806451612903226
napa cabbage,solid,solidity,NA,NA,NA,0.7931034482758621
napa cabbage,count,count_mass,NA,NA,NA,0.875
rain,count,count_mass,NA,NA,NA,0.03571428571428571
rain,solid,solidity,NA,NA,NA,0.03448275862068965
soap bubble,solid,solidity,NA,NA,NA,0.05714285714285714
soap bubble,count,count_mass,NA,NA,NA,0.4375
plane,solid,solidity,NA,NA,NA,0.9333333333333332
plane,count,count_mass,NA,NA,NA,0.9333333333333332
brush,count,count_mass,NA,NA,NA,0.9666666666666668
brush,solid,solidity,NA,NA,NA,0.9655172413793104
broomstick,count,count_mass,NA,NA,NA,0.9333333333333332
broomstick,solid,solidity,NA,NA,NA,0.9310344827586208
carbonated drink,solid,solidity,NA,NA,NA,0.08333333333333333
carbonated drink,count,count_mass,NA,NA,NA,0.59375
gift/present,count,count_mass,NA,NA,NA,0.575
gift/present,solid,solidity,NA,NA,NA,0.5625
laundry machine/washer,count,count_mass,NA,NA,NA,0.9666666666666668
laundry machine/washer,solid,solidity,NA,NA,NA,0.9655172413793104
sofa,count,count_mass,NA,NA,NA,0.935483870967742
sofa,solid,solidity,NA,NA,NA,0.8620689655172413
clock/watch,solid,solidity,NA,NA,NA,0.9655172413793104
clock/watch,count,count_mass,NA,NA,NA,0.9666666666666668
see-saw,count,count_mass,NA,NA,NA,0.9310344827586208
see-saw,solid,solidity,NA,NA,NA,0.9655172413793104
shoes,count,count_mass,NA,NA,NA,0.9666666666666668
shoes,solid,solidity,NA,NA,NA,0.9655172413793104
garbage,count,count_mass,NA,NA,NA,0.30952380952380953
garbage,solid,solidity,NA,NA,NA,0.3611111111111111
socks,count,count_mass,NA,NA,NA,0.90625
socks,solid,solidity,NA,NA,NA,0.8275862068965517
orange,count,count_mass,NA,NA,NA,0.8787878787878788
orange,solid,solidity,NA,NA,NA,0.7241379310344828
clothes,count,count_mass,NA,NA,NA,0.875
clothes,solid,solidity,NA,NA,NA,0.8
clothes hanger,solid,solidity,NA,NA,NA,0.9655172413793104
clothes hanger,count,count_mass,NA,NA,NA,0.9666666666666668
sneakers,count,count_mass,NA,NA,NA,0.9666666666666668
sneakers,solid,solidity,NA,NA,NA,0.9655172413793104
tooth/teeth,count,count_mass,NA,NA,NA,0.90625
tooth/teeth,solid,solidity,NA,NA,NA,0.8275862068965517
lips,count,count_mass,NA,NA,NA,0.7567567567567568
lips,solid,solidity,NA,NA,NA,0.6
gloves,count,count_mass,NA,NA,NA,0.875
gloves,solid,solidity,NA,NA,NA,0.8275862068965517
toy,count,count_mass,NA,NA,NA,0.7647058823529411
toy,solid,solidity,NA,NA,NA,0.7741935483870968
phone,solid,solidity,NA,NA,NA,0.9
phone,count,count_mass,NA,NA,NA,0.8709677419354839
plate (more flat),count,count_mass,NA,NA,NA,0.9333333333333332
plate (more flat),solid,solidity,NA,NA,NA,0.9333333333333332
chopsticks,count,count_mass,NA,NA,NA,0.9333333333333332
chopsticks,solid,solidity,NA,NA,NA,0.9333333333333332
juice,solid,solidity,NA,NA,NA,0.05405405405405406
juice,count,count_mass,NA,NA,NA,0.5161290322580645
vacuum cleaner,count,count_mass,NA,NA,NA,0.9666666666666668
vacuum cleaner,solid,solidity,NA,NA,NA,0.9655172413793104
toothpaste,solid,solidity,NA,NA,NA,0.41379310344827586
coke/cola,count,count_mass,NA,NA,NA,0.6451612903225806
coke/cola,solid,solidity,NA,NA,NA,0.0588235294117647
television,count,count_mass,NA,NA,NA,0.9666666666666668
television,solid,solidity,NA,NA,NA,0.9655172413793104
rabbit,count,count_mass,NA,NA,NA,0.8055555555555556
rabbit,solid,solidity,NA,NA,NA,0.6551724137931034
underwear,count,count_mass,NA,NA,NA,0.875
underwear,solid,solidity,NA,NA,NA,0.8275862068965517
grape,count,count_mass,NA,NA,NA,0.8125
grape,solid,solidity,NA,NA,NA,0.7666666666666667
glue/gluestick,count,count_mass,NA,NA,NA,0.7352941176470589
glue/gluestick,solid,solidity,NA,NA,NA,0.5806451612903226
grass/weeds (in nature),solid,solidity,NA,NA,NA,0.5517241379310345
grass/weeds (in nature),count,count_mass,NA,NA,NA,0.12903225806451613
blood,solid,solidity,NA,NA,NA,0.12121212121212122
sky,solid,solidity,NA,NA,NA,0.06896551724137931
sun/sunlight,count,count_mass,NA,NA,NA,0.21212121212121213
sun/sunlight,solid,solidity,NA,NA,NA,0.10344827586206896
helipcopter,solid,solidity,NA,NA,NA,0.9333333333333332
helipcopter,count,count_mass,NA,NA,NA,0.9
hotteok (korean pancake),solid,solidity,NA,NA,NA,0.7241379310344828
hotteok (korean pancake),count,count_mass,NA,NA,NA,0.8529411764705882
tissue/napkin,count,count_mass,NA,NA,NA,0.78125
tissue/napkin,solid,solidity,NA,NA,NA,0.7666666666666667
soil/dirt,count,count_mass,NA,NA,NA,0.06060606060606061
soil/dirt,solid,solidity,NA,NA,NA,0.6206896551724138
accident,shape,category_organization,0,0,NA,NA
air conditioner,shape,category_organization,0.375,0.125,NA,NA
airplane,shape,category_organization,0.3,0.5,0.3333333333333333,0.6428571428571429
album,shape,category_organization,0.375,NA,NA,NA
alligator,shape,category_organization,0.2857142857142857,0.4444444444444444,NA,NA
ambulance,shape,category_organization,0.125,0.2727272727272727,NA,NA
animal,shape,category_organization,0.1111111111111111,0.16666666666666666,0.5,0.5862068965517241
ankle,shape,category_organization,0.2857142857142857,0.5,0.625,0.8620689655172413
ant,shape,category_organization,0.25,0.14285714285714285,0.25,0.6206896551724138
apple,shape,category_organization,0.75,0.09090909090909093,0.1111111111111111,0.4482758620689655
applesauce,shape,category_organization,0,0,NA,NA
apricot,shape,category_organization,0.07142857142857142,0.1111111111111111,NA,NA
apron,shape,category_organization,0.2307692307692308,NA,NA,NA
arm,shape,category_organization,0.6,0.5555555555555556,0.4615384615384616,0.8620689655172413
armchair,shape,category_organization,0.6,0.375,NA,NA
atole,shape,category_organization,0.09090909090909093,0,NA,NA
back,shape,category_organization,0.13333333333333333,0,NA,NA
back (body part),shape,category_organization,0.2727272727272727,0.5555555555555556,0.2,0.7931034482758621
backyard,shape,category_organization,0.2,0.25,NA,NA
bag,shape,category_organization,0.4444444444444444,0.4444444444444444,1,0.6551724137931034
balcony,shape,category_organization,0.7777777777777778,0.3333333333333333,NA,NA
ball,shape,category_organization,0.6923076923076923,0.8181818181818182,NA,NA
balloon,shape,category_organization,0.6153846153846154,0.25,0.3333333333333333,0.3793103448275862
banana,shape,category_organization,0.5,0.4117647058823529,0.75,0.4827586206896552
bandaid,shape,category_organization,0,0.1,NA,NA
bank,shape,category_organization,0.16666666666666666,0,NA,NA
basin,shape,category_organization,0.625,0.4444444444444444,NA,NA
basket,shape,category_organization,0.5555555555555556,0.6,NA,NA
bat (object),shape,category_organization,0.5714285714285714,0.6,NA,NA
bath,shape,category_organization,0.2,0.125,NA,NA
bathroom,shape,category_organization,0.2,0,0.2857142857142857,0.6896551724137931
bathtub,shape,category_organization,0.3076923076923077,0.3,0.42857142857142855,0.6206896551724138
battery,shape,category_organization,0.3333333333333333,0.375,NA,NA
beads,shape,category_organization,0.5,0.6,NA,NA
beans,shape,category_organization,0.16666666666666666,0.2222222222222222,0,0.5517241379310345
bear,shape,category_organization,0.125,0.1111111111111111,0.3333333333333333,0.6551724137931034
beard,shape,category_organization,0.1111111111111111,0.2222222222222222,NA,NA
bed,shape,category_organization,0.75,0.5,0.7142857142857143,0.6896551724137931
bedroom,shape,category_organization,0.08333333333333333,0,NA,NA
bee,shape,category_organization,0.25,0.08333333333333333,0.6666666666666666,0.6896551724137931
beet,shape,category_organization,0,0.25,NA,NA
beetle,shape,category_organization,0.6666666666666666,0.18181818181818185,NA,NA
bell,shape,category_organization,0.625,0.5,NA,NA
belly button,shape,category_organization,0.5,0.6923076923076923,0.6666666666666666,0.7586206896551724
belt,shape,category_organization,0.42857142857142855,0.1111111111111111,0.6666666666666666,0.6206896551724138
bench,shape,category_organization,0.5454545454545454,0.625,NA,NA
berry,shape,category_organization,0.25,NA,NA,NA
bib,shape,category_organization,0.375,0.2857142857142857,NA,NA
bicycle,shape,category_organization,0.75,0.6111111111111112,0.5,0.6428571428571429
bird,shape,category_organization,0.125,0.38461538461538464,1,0.7586206896551724
biscuit,shape,category_organization,0.1,0.2,NA,NA
blanket,shape,category_organization,0.25,0.1111111111111111,0.7142857142857143,0.5517241379310345
blocks,shape,category_organization,0.9,0.8888888888888888,1,NA
blood,shape,category_organization,0,0,0,0.3448275862068966
blouse,shape,category_organization,0.5333333333333333,0.375,NA,NA
board game,shape,category_organization,0.16666666666666666,0.1,NA,NA
boat,shape,category_organization,0.375,0.2857142857142857,0.5,0.6428571428571429
body,shape,category_organization,0.3333333333333333,0.8888888888888888,0,0.8620689655172413
book,shape,category_organization,0.375,0.21428571428571427,0.4,0.4827586206896552
boots,shape,category_organization,0.5,0.7777777777777778,NA,NA
bottle,shape,category_organization,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.7241379310344828
boulder,shape,category_organization,0.5454545454545454,0.5,0.18181818181818185,0.4827586206896552
bowl,shape,category_organization,0.7777777777777778,1,0.42857142857142855,0.6206896551724138
box,shape,category_organization,0.7142857142857143,0.9090909090909092,0.6666666666666666,0.7241379310344828
bracelet,shape,category_organization,0.2222222222222222,0.625,NA,NA
brain,shape,category_organization,0.2222222222222222,0.2,NA,NA
branch,shape,category_organization,0.4545454545454546,0.16666666666666666,NA,NA
bread,shape,category_organization,0.125,0.05,NA,NA
breast,shape,category_organization,0.38461538461538464,0.3333333333333333,NA,NA
bridge,shape,category_organization,0.2,0.375,NA,NA
broom,shape,category_organization,0.625,0.625,1,0.7241379310344828
brush (object),shape,category_organization,0.3333333333333333,0.1111111111111111,NA,NA
bubbles,shape,category_organization,0.5454545454545454,0.3333333333333333,0,0.2413793103448276
bucket,shape,category_organization,0.6363636363636364,0.5833333333333334,NA,NA
bug,shape,category_organization,0.18181818181818185,0,0.3333333333333333,0.6206896551724138
bull,shape,category_organization,0.1111111111111111,0,NA,NA
bun,shape,category_organization,0.2307692307692308,0.5,NA,NA
bunny,shape,category_organization,0.3,0.2,0.3,0.7586206896551724
bus,shape,category_organization,0.5,0.7,0.875,0.5714285714285714
bush,shape,category_organization,0.24489795918367344,0.2,NA,NA
butt,shape,category_organization,0.25,0.631578947368421,0.5,0.7586206896551724
butter,shape,category_organization,0,0.125,NA,NA
butterfly,shape,category_organization,0.375,0.2,0.375,0.6896551724137931
buttocks,shape,category_organization,0.8,0.6923076923076923,NA,NA
button,shape,category_organization,0.375,0.5,0.5,0.6551724137931034
cabbage,shape,category_organization,0.3636363636363637,0.2857142857142857,0,0.5172413793103449
cake,shape,category_organization,0.1111111111111111,0.2222222222222222,0.4166666666666667,0.4827586206896552
calf,shape,category_organization,0.13333333333333333,0,0.4,0.7586206896551724
camel,shape,category_organization,0.42857142857142855,0.3333333333333333,NA,NA
camera,shape,category_organization,0.5,0.1111111111111111,0.4,0.7241379310344828
can (object),shape,category_organization,0.6,0.4,NA,NA
candle,shape,category_organization,0.18181818181818185,0.25,NA,NA
candy,shape,category_organization,0.1,0,0,0.3793103448275862
cap,shape,category_organization,0.3636363636363637,0.2222222222222222,NA,NA
car,shape,category_organization,0.25,0.4,NA,NA
card,shape,category_organization,0.1111111111111111,0.6666666666666666,NA,NA
carousel,shape,category_organization,0.3333333333333333,0.25,NA,NA
carpet,shape,category_organization,0,0.18181818181818185,NA,NA
carrot,shape,category_organization,0.3333333333333333,0.3,0.2222222222222222,0.4482758620689655
cart,shape,category_organization,0.7,0.5714285714285714,NA,NA
cassava,shape,category_organization,0.09090909090909093,0,NA,NA
cat,shape,category_organization,0.3,0,0.3333333333333333,0.7241379310344828
caterpillar,shape,category_organization,0.3333333333333333,0.2307692307692308,NA,NA
cd,shape,category_organization,0.625,0.375,NA,NA
cell phone,shape,category_organization,0.2222222222222222,0.14285714285714285,NA,NA
cereal,shape,category_organization,0,0,NA,NA
chair,shape,category_organization,0.7,0.7,0.8571428571428571,0.6551724137931034
chalk,shape,category_organization,0,0,NA,NA
cheek,shape,category_organization,0.125,0.25,0.4,0.7037037037037037
cheerios,shape,category_organization,0.3636363636363637,0.3,NA,NA
cheese,shape,category_organization,0,0.25,0,0.20689655172413793
cherry,shape,category_organization,0.25,0,NA,NA
chick,shape,category_organization,0.2222222222222222,0.1111111111111111,0,0.6206896551724138
chicken,shape,category_organization,0.2727272727272727,0.125,NA,NA
chicken (animal),shape,category_organization,0.25,0.1111111111111111,0.2857142857142857,0.6551724137931034
chicken (food),shape,category_organization,0,0.1,0,0.4827586206896552
chickpea,shape,category_organization,0.2222222222222222,NA,NA,NA
chili,shape,category_organization,0,0.1,NA,NA
chin,shape,category_organization,0.5,0.6,0.5,0.8620689655172413
chips,shape,category_organization,0.375,0.3333333333333333,NA,NA
chocolate,shape,category_organization,0,0,0.2222222222222222,0.20689655172413793
chopstick,shape,category_organization,0.5,0.7777777777777778,0.8,0.7241379310344828
clam,shape,category_organization,0.375,0.2222222222222222,NA,NA
clay,shape,category_organization,0,0.1,NA,NA
clock,shape,category_organization,0.3,0.4,0.75,0.6896551724137931
closet,shape,category_organization,0.26666666666666666,0.4545454545454546,0.9090909090909092,0.7241379310344828
cloth,shape,category_organization,0,NA,NA,NA
clothes,shape,category_organization,0,0,NA,NA
clothing,shape,category_organization,0.09090909090909093,0,NA,NA
cloud,shape,category_organization,0,0.3333333333333333,0.2857142857142857,0.4482758620689655
clown,shape,category_organization,0.16666666666666666,0.125,NA,NA
coat,shape,category_organization,0.2307692307692308,0.5,0.75,0.5862068965517241
cockroach,shape,category_organization,0.4,0.25,NA,NA
cocoa,shape,category_organization,0.125,0,NA,NA
coffee,shape,category_organization,0,0,0,0.13793103448275862
coffee table,shape,category_organization,0.38461538461538464,0.14285714285714285,NA,NA
coin,shape,category_organization,0.4444444444444444,0.2727272727272727,NA,NA
coke,shape,category_organization,0,0,0,0.13793103448275862
colors,shape,category_organization,0,0,NA,NA
comb (object),shape,category_organization,0.7,0.625,0.5714285714285714,0.7586206896551724
compote,shape,category_organization,0,0.1111111111111111,NA,NA
computer,shape,category_organization,0.125,0.125,NA,NA
cook,shape,category_organization,0.14285714285714285,NA,NA,NA
cookie,shape,category_organization,0.2222222222222222,0.3333333333333333,NA,NA
corn,shape,category_organization,0,0,0.18181818181818185,0.4827586206896552
corridor,shape,category_organization,0.125,0.5,NA,NA
cottage cheese,shape,category_organization,0,0,NA,NA
cotton,shape,category_organization,0,0,NA,NA
couch,shape,category_organization,0.625,0.6666666666666666,0.875,0.6896551724137931
cow,shape,category_organization,0.3,0.38461538461538464,0.2,0.6896551724137931
crab,shape,category_organization,0.5454545454545454,0.2222222222222222,NA,NA
cracker,shape,category_organization,0.1111111111111111,0.125,NA,NA
crane,shape,category_organization,0.4615384615384616,0.5555555555555556,NA,NA
crayon,shape,category_organization,0.2307692307692308,0,0.3333333333333333,0.3103448275862069
crib,shape,category_organization,0.875,0.2222222222222222,NA,NA
crocodile,shape,category_organization,0.38461538461538464,0.2222222222222222,0.5,0.6896551724137931
croissant,shape,category_organization,0.25,0.5,NA,NA
croquette,shape,category_organization,0.3,0.2,NA,NA
crow,shape,category_organization,0.09090909090909093,0.09090909090909093,NA,NA
cucumber,shape,category_organization,0.4545454545454546,0.375,NA,NA
cup,shape,category_organization,0.7,0.7777777777777778,0.5714285714285714,0.6896551724137931
cupboard,shape,category_organization,0.4444444444444444,0.3333333333333333,NA,NA
curtain,shape,category_organization,0,0.125,NA,NA
cushion,shape,category_organization,0.2,0.25,NA,NA
cutlet,shape,category_organization,0.375,NA,NA,NA
deer,shape,category_organization,0.375,0.15384615384615383,0.4545454545454546,0.6896551724137931
dessert,shape,category_organization,0.1,0.15384615384615383,NA,NA
diaper,shape,category_organization,0.2222222222222222,0.21428571428571427,0.25,0.6206896551724138
digger,shape,category_organization,0.3,0.25,NA,NA
dining room,shape,category_organization,0.09090909090909093,0.3,NA,NA
dinosaur,shape,category_organization,0.3333333333333333,0,0.25,0.6896551724137931
dish,shape,category_organization,0.1111111111111111,0.9,NA,NA
dog,shape,category_organization,0,0.08333333333333333,0.42857142857142855,0.6896551724137931
doll,shape,category_organization,0.5555555555555556,0.4545454545454546,0.75,0.5172413793103449
dolphin,shape,category_organization,0.2222222222222222,0.2222222222222222,NA,NA
donkey,shape,category_organization,0.375,0.2222222222222222,NA,NA
donut,shape,category_organization,0.6666666666666666,0.625,0.6666666666666666,0.5862068965517241
door,shape,category_organization,0.6,0.6363636363636364,1,0.5862068965517241
doorbell,shape,category_organization,0.21428571428571427,0.4166666666666667,NA,NA
dragon,shape,category_organization,0.3125,0.2222222222222222,NA,NA
dragonfly,shape,category_organization,0.4,0.3333333333333333,NA,NA
drawer,shape,category_organization,0.6,0.5,0.75,0.7241379310344828
dress (object),shape,category_organization,0.21428571428571427,0.1,0.6666666666666666,0.6206896551724138
dress shoe,shape,category_organization,0.25,NA,0.5454545454545454,0.6206896551724138
dried seaweed,shape,category_organization,0.07692307692307693,0,0,0.3793103448275862
drink (beverage),shape,category_organization,0,0,NA,NA
drum,shape,category_organization,0.6,NA,NA,NA
drum (object),shape,category_organization,0.5555555555555556,0.6363636363636364,NA,NA
dryer,shape,category_organization,0.4,0.1,NA,NA
duck,shape,category_organization,0.3,0.25,0,0.6206896551724138
dumpling,shape,category_organization,0.3,0.2857142857142857,NA,NA
dust,shape,category_organization,0,0,NA,NA
dustpan,shape,category_organization,0.4545454545454546,0.875,NA,NA
eagle,shape,category_organization,0.4444444444444444,0.125,NA,NA
ear,shape,category_organization,0.4444444444444444,0.35294117647058826,0.2,0.8275862068965517
earring,shape,category_organization,0.3076923076923077,0.18181818181818185,NA,NA
earth,shape,category_organization,0.1111111111111111,0.1,NA,NA
egg,shape,category_organization,0.6666666666666666,0.47368421052631576,0,0.4827586206896552
eggplant,shape,category_organization,0.25,0.375,NA,NA
elbow,shape,category_organization,0.4615384615384616,0.16666666666666666,NA,NA
elephant,shape,category_organization,0.25,0,0.25,0.7241379310344828
elevator,shape,category_organization,0.3636363636363637,0.3,NA,NA
eye,shape,category_organization,0.6666666666666666,0.625,0.2222222222222222,0.6896551724137931
eyebrow,shape,category_organization,0.5,0.4166666666666667,NA,NA
eyelash,shape,category_organization,0.5454545454545454,0.125,NA,NA
face,shape,category_organization,0.5,0.5,0.8,0.7931034482758621
fan,shape,category_organization,0.5454545454545454,0.75,NA,NA
faucet,shape,category_organization,0.5,0.2222222222222222,NA,NA
finger,shape,category_organization,0.3404255319148936,0.38461538461538464,0.8333333333333334,0.7931034482758621
fingernail,shape,category_organization,0.375,0.16666666666666666,0.6666666666666666,0.6896551724137931
fir,shape,category_organization,0.15384615384615383,0,NA,NA
fire,shape,category_organization,0,0,0.25,0.3103448275862069
fireplace,shape,category_organization,0.14285714285714285,0.3333333333333333,NA,NA
firetruck,shape,category_organization,0.38461538461538464,0.3,NA,NA
fish (animal),shape,category_organization,0.2,0.4444444444444444,1,NA
fish (food),shape,category_organization,0.4444444444444444,0.2,0,NA
flag,shape,category_organization,0.4444444444444444,0.08333333333333333,NA,NA
floor,shape,category_organization,0.1111111111111111,0.2,NA,NA
flour,shape,category_organization,0,0,NA,NA
flower,shape,category_organization,0.2,0,0.125,0.5172413793103449
flower pot,shape,category_organization,0.3,NA,NA,NA
fly (animal),shape,category_organization,0.2,0.375,NA,NA
food,shape,category_organization,0,0,0.2,0.2413793103448276
foot,shape,category_organization,0.5454545454545454,0.5,0.3333333333333333,0.8620689655172413
forehead,shape,category_organization,0.4,0.3,NA,NA
fork,shape,category_organization,0.8,0.7,1,0.7241379310344828
fountain,shape,category_organization,0.25,0.4,NA,NA
fox,shape,category_organization,0.3333333333333333,0,0.5555555555555556,0.6896551724137931
french fries,shape,category_organization,0.2222222222222222,0.375,NA,NA
frog,shape,category_organization,0.4,0.16666666666666666,0.5,0.5517241379310345
frost,shape,category_organization,0.1111111111111111,0.07692307692307693,NA,NA
fruit,shape,category_organization,0.1111111111111111,0.15384615384615383,0.18181818181818185,0.41379310344827586
furniture,shape,category_organization,0.625,0.2,NA,NA
game,shape,category_organization,0,0,NA,NA
garage,shape,category_organization,0.3636363636363637,0.2222222222222222,NA,NA
garbage,shape,category_organization,0,NA,NA,NA
garden,shape,category_organization,0.1,0.08333333333333333,NA,NA
gas,shape,category_organization,0,0.14285714285714285,NA,NA
giraffe,shape,category_organization,0.25,0.125,0.4,0.6206896551724138
glass,shape,category_organization,0,0,0,0.25
glasses,shape,category_organization,0.3636363636363637,0.3636363636363637,0.7777777777777778,0.6551724137931034
glove,shape,category_organization,0.6,0.8333333333333334,0.8333333333333334,0.6551724137931034
gloves,shape,category_organization,0.625,0.4,NA,NA
glue (object),shape,category_organization,0,0,0,0.3448275862068966
goal,shape,category_organization,0.125,0.09090909090909093,NA,NA
goat,shape,category_organization,0.2,0.25,0.25,0.7241379310344828
goose,shape,category_organization,0,0.3333333333333333,NA,NA
gorilla,shape,category_organization,0.3333333333333333,0.5,NA,NA
grapes,shape,category_organization,0.16666666666666666,0.1111111111111111,0.6666666666666666,0.4482758620689655
grass,shape,category_organization,0,0.05263157894736842,0,0.3448275862068966
green beans,shape,category_organization,0.125,0,NA,NA
ground,shape,category_organization,0,0.09090909090909093,0.3333333333333333,0.4482758620689655
guava,shape,category_organization,0.2222222222222222,NA,NA,NA
guitar,shape,category_organization,0.25,0.42857142857142855,NA,NA
gum,shape,category_organization,0.1111111111111111,0,0,0.3103448275862069
gun,shape,category_organization,0.3076923076923077,0.1,0.6666666666666666,0.5517241379310345
gut,shape,category_organization,0.1,NA,NA,NA
hair,shape,category_organization,0,0.125,0.14285714285714285,0.4827586206896552
hair clip,shape,category_organization,0.3333333333333333,0.2727272727272727,NA,NA
hair dryer,shape,category_organization,0.2857142857142857,NA,NA,NA
ham,shape,category_organization,0.125,0.1111111111111111,NA,NA
hamburger,shape,category_organization,0.1111111111111111,0.3,0.125,0.5172413793103449
hammer,shape,category_organization,0.8333333333333334,0.3636363636363637,0.5,0.7241379310344828
hand,shape,category_organization,0.7,0.25,0.6,0.8275862068965517
handkerchief,shape,category_organization,0.5,0,NA,NA
hanger,shape,category_organization,0.7777777777777778,NA,0.5,0.6551724137931034
hat,shape,category_organization,0.6,0.4615384615384616,0.7777777777777778,0.6206896551724138
head,shape,category_organization,0.3333333333333333,0.5882352941176471,0.5,0.8275862068965517
headband,shape,category_organization,0.5,0.625,NA,NA
heart,shape,category_organization,0.3,0.625,NA,NA
hedgehog,shape,category_organization,0.4444444444444444,0.125,NA,NA
helicopter,shape,category_organization,0.5,0.4615384615384616,0.5714285714285714,0.6428571428571429
helmet,shape,category_organization,0.8181818181818182,0.5555555555555556,NA,NA
hen,shape,category_organization,0.3636363636363637,0,NA,NA
high chair,shape,category_organization,0.7,0.75,NA,NA
hip,shape,category_organization,0.5,0.5,0.25,0.8275862068965517
hippopotamus,shape,category_organization,0.5,0.4444444444444444,0.3333333333333333,0.7586206896551724
hole,shape,category_organization,0.4,0.6666666666666666,NA,NA
honey,shape,category_organization,0.1111111111111111,0,NA,NA
horse,shape,category_organization,0.4,0.42857142857142855,0.25,0.6551724137931034
hose,shape,category_organization,0.5,0.3333333333333333,NA,NA
hot dog,shape,category_organization,0.3,0.3636363636363637,0.5,0.5172413793103449
house,shape,category_organization,0.6666666666666666,0.375,NA,NA
ice,shape,category_organization,0,0.2,0.25,0.3793103448275862
ice cream,shape,category_organization,0.18181818181818185,0,0,0.41379310344827586
icicle,shape,category_organization,0.1111111111111111,NA,NA,NA
insect,shape,category_organization,0,0.18181818181818185,NA,NA
iron (object),shape,category_organization,0.18181818181818185,0,NA,NA
jacket,shape,category_organization,0.3636363636363637,0.18181818181818185,0.6,0.5862068965517241
jam,shape,category_organization,0.1111111111111111,0,NA,NA
jar,shape,category_organization,0.3333333333333333,0.5555555555555556,NA,NA
jeans,shape,category_organization,0.18181818181818185,0,NA,NA
jeep,shape,category_organization,0.5,0.2222222222222222,NA,NA
jello,shape,category_organization,0,0,NA,NA
jelly,shape,category_organization,0.2,0,NA,NA
juice,shape,category_organization,0.08333333333333333,0,0,0.1724137931034483
kangaroo,shape,category_organization,0.2,0.2727272727272727,NA,NA
kayak,shape,category_organization,0.3636363636363637,0.14285714285714285,NA,NA
