Word,block,response,totcount,theword,proportion,uni_lemma,language,eng_response,matching_response,cleaned_response
Jacket,count_mass,Can be counted,29,잠바,1,Jacket,Korean,Can be counted,count,can be counted
Jacket,solidity,I don't know/It's hard to say,29,잠바,0.10344827586206896,Jacket,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Jacket,solidity,Not a solid,29,잠바,0.034482758620689655,Jacket,Korean,Not a solid,non-solid,not a solid
Jacket,solidity,Solid,29,잠바,0.8620689655172413,Jacket,Korean,Solid,solid,solid
Juice,category_organization,Color,29,주스,0.10344827586206896,Juice,Korean,Color,color,color
Juice,category_organization,"Color, Material",29,주스,0.10344827586206896,Juice,Korean,"Color, Material",multiple,color material
Juice,category_organization,Form,29,주스,0.1724137931034483,Juice,Korean,Form,shape,form
Juice,category_organization,"Form, Color, Material",29,주스,0.13793103448275862,Juice,Korean,"Form, Color, Material",multiple,form color material
Juice,category_organization,"Form, Material",29,주스,0.1724137931034483,Juice,Korean,"Form, Material",multiple,form material
Juice,category_organization,Material,29,주스,0.3103448275862069,Juice,Korean,Material,material,material
Juice,count_mass,Can be counted,29,주스,0.5517241379310345,Juice,Korean,Can be counted,count,can be counted
Juice,count_mass,Cannot be counted,29,주스,0.1724137931034483,Juice,Korean,Cannot be counted,mass,cannot be counted
Juice,count_mass,I don't know/It's hard to say,29,주스,0.27586206896551724,Juice,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Juice,solidity,I don't know/It's hard to say,29,주스,0.06896551724137931,Juice,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Juice,solidity,Not a solid,29,주스,0.8620689655172413,Juice,Korean,Not a solid,non-solid,not a solid
Juice,solidity,Solid,29,주스,0.06896551724137931,Juice,Korean,Solid,solid,solid
Key,category_organization,"Color, Material",29,열쇠,0.03448275862068965,Key,Korean,"Color, Material",multiple,color material
Key,category_organization,Form,29,열쇠,0.5862068965517241,Key,Korean,Form,shape,form
Key,category_organization,"Form, Color, Material",29,열쇠,0.13793103448275862,Key,Korean,"Form, Color, Material",multiple,form color material
Key,category_organization,"Form, Material",29,열쇠,0.20689655172413793,Key,Korean,"Form, Material",multiple,form material
Key,category_organization,Material,29,열쇠,0.03448275862068965,Key,Korean,Material,material,material
Key,count_mass,Can be counted,29,열쇠,1,Key,Korean,Can be counted,count,can be counted
Key,solidity,I don't know/It's hard to say,29,열쇠,0.034482758620689655,Key,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Key,solidity,Solid,29,열쇠,0.9655172413793104,Key,Korean,Solid,solid,solid
Kimchi,category_organization,Form,29,김치,0.4827586206896552,Kimchi,Korean,Form,shape,form
Kimchi,category_organization,"Form, Color",29,김치,0.10344827586206896,Kimchi,Korean,"Form, Color",multiple,form color
Kimchi,category_organization,"Form, Color, Material",29,김치,0.20689655172413793,Kimchi,Korean,"Form, Color, Material",multiple,form color material
Kimchi,category_organization,"Form, Material",29,김치,0.10344827586206896,Kimchi,Korean,"Form, Material",multiple,form material
Kimchi,category_organization,Material,29,김치,0.10344827586206896,Kimchi,Korean,Material,material,material
Kimchi,count_mass,Can be counted,29,김치,0.7241379310344828,Kimchi,Korean,Can be counted,count,can be counted
Kimchi,count_mass,Cannot be counted,29,김치,0.10344827586206896,Kimchi,Korean,Cannot be counted,mass,cannot be counted
Kimchi,count_mass,I don't know/It's hard to say,29,김치,0.1724137931034483,Kimchi,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Kimchi,solidity,I don't know/It's hard to say,29,김치,0.2413793103448276,Kimchi,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Kimchi,solidity,Not a solid,29,김치,0.10344827586206896,Kimchi,Korean,Not a solid,non-solid,not a solid
Kimchi,solidity,Solid,29,김치,0.6551724137931034,Kimchi,Korean,Solid,solid,solid
Kitchen,category_organization,Form,29,부엌,0.6896551724137931,Kitchen,Korean,Form,shape,form
Kitchen,category_organization,"Form, Color, Material",29,부엌,0.03448275862068965,Kitchen,Korean,"Form, Color, Material",multiple,form color material
Kitchen,category_organization,"Form, Material",29,부엌,0.13793103448275862,Kitchen,Korean,"Form, Material",multiple,form material
Kitchen,category_organization,Material,29,부엌,0.03448275862068965,Kitchen,Korean,Material,material,material
Kitchen,category_organization,Not applicable,29,부엌,0.10344827586206896,Kitchen,Korean,Not applicable,none of these,not applicable
Kitchen,count_mass,Can be counted,29,부엌,0.7586206896551724,Kitchen,Korean,Can be counted,count,can be counted
Kitchen,count_mass,Cannot be counted,29,부엌,0.13793103448275862,Kitchen,Korean,Cannot be counted,mass,cannot be counted
Kitchen,count_mass,I don't know/It's hard to say,29,부엌,0.10344827586206896,Kitchen,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Kitchen,solidity,I don't know/It's hard to say,29,부엌,0.27586206896551724,Kitchen,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Kitchen,solidity,Not a solid,29,부엌,0.10344827586206896,Kitchen,Korean,Not a solid,non-solid,not a solid
Kitchen,solidity,Solid,29,부엌,0.6206896551724138,Kitchen,Korean,Solid,solid,solid
Knee,category_organization,Form,29,무릎,0.8275862068965517,Knee,Korean,Form,shape,form
Knee,category_organization,"Form, Color",29,무릎,0.03448275862068965,Knee,Korean,"Form, Color",multiple,form color
Knee,category_organization,"Form, Material",29,무릎,0.10344827586206896,Knee,Korean,"Form, Material",multiple,form material
Knee,category_organization,Material,29,무릎,0.03448275862068965,Knee,Korean,Material,material,material
Knee,count_mass,Can be counted,29,무릎,0.9310344827586207,Knee,Korean,Can be counted,count,can be counted
Knee,count_mass,Cannot be counted,29,무릎,0.034482758620689655,Knee,Korean,Cannot be counted,mass,cannot be counted
Knee,count_mass,I don't know/It's hard to say,29,무릎,0.034482758620689655,Knee,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Knee,solidity,I don't know/It's hard to say,29,무릎,0.27586206896551724,Knee,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Knee,solidity,Not a solid,29,무릎,0.10344827586206896,Knee,Korean,Not a solid,non-solid,not a solid
Knee,solidity,Solid,29,무릎,0.6206896551724138,Knee,Korean,Solid,solid,solid
Knife,category_organization,Form,29,칼,0.6896551724137931,Knife,Korean,Form,shape,form
Knife,category_organization,"Form, Color, Material",29,칼,0.06896551724137931,Knife,Korean,"Form, Color, Material",multiple,form color material
Knife,category_organization,"Form, Material",29,칼,0.13793103448275862,Knife,Korean,"Form, Material",multiple,form material
Knife,category_organization,Material,29,칼,0.10344827586206896,Knife,Korean,Material,material,material
Knife,count_mass,Can be counted,29,칼,1,Knife,Korean,Can be counted,count,can be counted
Knife,solidity,I don't know/It's hard to say,29,칼,0.034482758620689655,Knife,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Knife,solidity,Solid,29,칼,0.9655172413793104,Knife,Korean,Solid,solid,solid
Ladder,category_organization,Color,29,사다리,0.03448275862068965,Ladder,Korean,Color,color,color
Ladder,category_organization,Form,29,사다리,0.6551724137931034,Ladder,Korean,Form,shape,form
Ladder,category_organization,"Form, Color, Material",29,사다리,0.06896551724137931,Ladder,Korean,"Form, Color, Material",multiple,form color material
Ladder,category_organization,"Form, Material",29,사다리,0.1724137931034483,Ladder,Korean,"Form, Material",multiple,form material
Ladder,category_organization,Material,29,사다리,0.06896551724137931,Ladder,Korean,Material,material,material
Ladder,count_mass,Can be counted,29,사다리,0.9310344827586207,Ladder,Korean,Can be counted,count,can be counted
Ladder,count_mass,I don't know/It's hard to say,29,사다리,0.06896551724137931,Ladder,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Ladder,solidity,I don't know/It's hard to say,29,사다리,0.034482758620689655,Ladder,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Ladder,solidity,Solid,29,사다리,0.9655172413793104,Ladder,Korean,Solid,solid,solid
Laundry Machine/Washer,category_organization,Form,29,세탁기,0.6896551724137931,Laundry Machine/Washer,Korean,Form,shape,form
Laundry Machine/Washer,category_organization,"Form, Color, Material",29,세탁기,0.06896551724137931,Laundry Machine/Washer,Korean,"Form, Color, Material",multiple,form color material
Laundry Machine/Washer,category_organization,"Form, Material",29,세탁기,0.20689655172413793,Laundry Machine/Washer,Korean,"Form, Material",multiple,form material
Laundry Machine/Washer,category_organization,Material,29,세탁기,0.03448275862068965,Laundry Machine/Washer,Korean,Material,material,material
Laundry Machine/Washer,count_mass,Can be counted,29,세탁기,1,Laundry Machine/Washer,Korean,Can be counted,count,can be counted
Laundry Machine/Washer,solidity,I don't know/It's hard to say,29,세탁기,0.034482758620689655,Laundry Machine/Washer,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Laundry Machine/Washer,solidity,Solid,29,세탁기,0.9655172413793104,Laundry Machine/Washer,Korean,Solid,solid,solid
Leg,category_organization,Form,29,다리,0.8275862068965517,Leg,Korean,Form,shape,form
Leg,category_organization,"Form, Color",29,다리,0.03448275862068965,Leg,Korean,"Form, Color",multiple,form color
Leg,category_organization,"Form, Material",29,다리,0.10344827586206896,Leg,Korean,"Form, Material",multiple,form material
Leg,category_organization,Material,29,다리,0.03448275862068965,Leg,Korean,Material,material,material
Leg,count_mass,Can be counted,29,다리,0.9310344827586207,Leg,Korean,Can be counted,count,can be counted
Leg,count_mass,Cannot be counted,29,다리,0.034482758620689655,Leg,Korean,Cannot be counted,mass,cannot be counted
Leg,count_mass,I don't know/It's hard to say,29,다리,0.034482758620689655,Leg,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Leg,solidity,I don't know/It's hard to say,29,다리,0.1724137931034483,Leg,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Leg,solidity,Not a solid,29,다리,0.10344827586206896,Leg,Korean,Not a solid,non-solid,not a solid
Leg,solidity,Solid,29,다리,0.7241379310344828,Leg,Korean,Solid,solid,solid
Lion,category_organization,Form,29,사자,0.6896551724137931,Lion,Korean,Form,shape,form
Lion,category_organization,"Form, Color",29,사자,0.10344827586206896,Lion,Korean,"Form, Color",multiple,form color
Lion,category_organization,"Form, Color, Material",29,사자,0.10344827586206896,Lion,Korean,"Form, Color, Material",multiple,form color material
Lion,category_organization,"Form, Material",29,사자,0.06896551724137931,Lion,Korean,"Form, Material",multiple,form material
Lion,category_organization,Material,29,사자,0.03448275862068965,Lion,Korean,Material,material,material
Lion,count_mass,Can be counted,29,사자,1,Lion,Korean,Can be counted,count,can be counted
Lion,solidity,I don't know/It's hard to say,29,사자,0.2413793103448276,Lion,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Lion,solidity,Not a solid,29,사자,0.10344827586206896,Lion,Korean,Not a solid,non-solid,not a solid
Lion,solidity,Solid,29,사자,0.6551724137931034,Lion,Korean,Solid,solid,solid
Lips,category_organization,Form,29,입술,0.5172413793103449,Lips,Korean,Form,shape,form
Lips,category_organization,"Form, Color",29,입술,0.27586206896551724,Lips,Korean,"Form, Color",multiple,form color
Lips,category_organization,"Form, Color, Material",29,입술,0.10344827586206896,Lips,Korean,"Form, Color, Material",multiple,form color material
Lips,category_organization,"Form, Material",29,입술,0.06896551724137931,Lips,Korean,"Form, Material",multiple,form material
Lips,category_organization,Material,29,입술,0.03448275862068965,Lips,Korean,Material,material,material
Lips,count_mass,Can be counted,29,입술,0.9655172413793104,Lips,Korean,Can be counted,count,can be counted
Lips,count_mass,I don't know/It's hard to say,29,입술,0.034482758620689655,Lips,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Lips,solidity,I don't know/It's hard to say,29,입술,0.27586206896551724,Lips,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Lips,solidity,Not a solid,29,입술,0.10344827586206896,Lips,Korean,Not a solid,non-solid,not a solid
Lips,solidity,Solid,29,입술,0.6206896551724138,Lips,Korean,Solid,solid,solid
Meat,category_organization,"Color, Material",29,고기,0.06896551724137931,Meat,Korean,"Color, Material",multiple,color material
Meat,category_organization,Form,29,고기,0.41379310344827586,Meat,Korean,Form,shape,form
Meat,category_organization,"Form, Color",29,고기,0.1724137931034483,Meat,Korean,"Form, Color",multiple,form color
Meat,category_organization,"Form, Color, Material",29,고기,0.10344827586206896,Meat,Korean,"Form, Color, Material",multiple,form color material
Meat,category_organization,"Form, Material",29,고기,0.10344827586206896,Meat,Korean,"Form, Material",multiple,form material
Meat,category_organization,Material,29,고기,0.13793103448275862,Meat,Korean,Material,material,material
Meat,count_mass,Can be counted,29,고기,0.5862068965517241,Meat,Korean,Can be counted,count,can be counted
Meat,count_mass,Cannot be counted,29,고기,0.1724137931034483,Meat,Korean,Cannot be counted,mass,cannot be counted
Meat,count_mass,I don't know/It's hard to say,29,고기,0.2413793103448276,Meat,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Meat,solidity,I don't know/It's hard to say,29,고기,0.10344827586206896,Meat,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Meat,solidity,Not a solid,29,고기,0.1724137931034483,Meat,Korean,Not a solid,non-solid,not a solid
Meat,solidity,Solid,29,고기,0.7241379310344828,Meat,Korean,Solid,solid,solid
Medicine,category_organization,"Color, Material",29,약,0.03448275862068965,Medicine,Korean,"Color, Material",multiple,color material
Medicine,category_organization,Form,29,약,0.3793103448275862,Medicine,Korean,Form,shape,form
Medicine,category_organization,"Form, Color",29,약,0.06896551724137931,Medicine,Korean,"Form, Color",multiple,form color
Medicine,category_organization,"Form, Color, Material",29,약,0.10344827586206896,Medicine,Korean,"Form, Color, Material",multiple,form color material
Medicine,category_organization,"Form, Material",29,약,0.20689655172413793,Medicine,Korean,"Form, Material",multiple,form material
Medicine,category_organization,Material,29,약,0.1724137931034483,Medicine,Korean,Material,material,material
Medicine,category_organization,Not applicable,29,약,0.03448275862068965,Medicine,Korean,Not applicable,none of these,not applicable
Medicine,count_mass,Can be counted,29,약,0.7931034482758621,Medicine,Korean,Can be counted,count,can be counted
Medicine,count_mass,Cannot be counted,29,약,0.13793103448275862,Medicine,Korean,Cannot be counted,mass,cannot be counted
Medicine,count_mass,I don't know/It's hard to say,29,약,0.06896551724137931,Medicine,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Medicine,solidity,I don't know/It's hard to say,29,약,0.4827586206896552,Medicine,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Medicine,solidity,Not a solid,29,약,0.10344827586206896,Medicine,Korean,Not a solid,non-solid,not a solid
Medicine,solidity,Solid,29,약,0.41379310344827586,Medicine,Korean,Solid,solid,solid
Melon,category_organization,Form,29,메론,0.4482758620689655,Melon,Korean,Form,shape,form
Melon,category_organization,"Form, Color",29,메론,0.1724137931034483,Melon,Korean,"Form, Color",multiple,form color
Melon,category_organization,"Form, Color, Material",29,메론,0.20689655172413793,Melon,Korean,"Form, Color, Material",multiple,form color material
Melon,category_organization,"Form, Material",29,메론,0.06896551724137931,Melon,Korean,"Form, Material",multiple,form material
Melon,category_organization,Material,29,메론,0.06896551724137931,Melon,Korean,Material,material,material
Melon,category_organization,Not applicable,29,메론,0.03448275862068965,Melon,Korean,Not applicable,none of these,not applicable
Melon,count_mass,Can be counted,29,메론,1,Melon,Korean,Can be counted,count,can be counted
Melon,solidity,I don't know/It's hard to say,29,메론,0.10344827586206896,Melon,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Melon,solidity,Not a solid,29,메론,0.06896551724137931,Melon,Korean,Not a solid,non-solid,not a solid
Melon,solidity,Solid,29,메론,0.8275862068965517,Melon,Korean,Solid,solid,solid
Microwave,category_organization,Form,29,전자레인지,0.6896551724137931,Microwave,Korean,Form,shape,form
Microwave,category_organization,"Form, Color",29,전자레인지,0.03448275862068965,Microwave,Korean,"Form, Color",multiple,form color
Microwave,category_organization,"Form, Color, Material",29,전자레인지,0.03448275862068965,Microwave,Korean,"Form, Color, Material",multiple,form color material
Microwave,category_organization,"Form, Material",29,전자레인지,0.20689655172413793,Microwave,Korean,"Form, Material",multiple,form material
Microwave,category_organization,Material,29,전자레인지,0.03448275862068965,Microwave,Korean,Material,material,material
Microwave,count_mass,Can be counted,29,전자레인지,1,Microwave,Korean,Can be counted,count,can be counted
Microwave,solidity,I don't know/It's hard to say,29,전자레인지,0.034482758620689655,Microwave,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Microwave,solidity,Solid,29,전자레인지,0.9655172413793104,Microwave,Korean,Solid,solid,solid
Milk,category_organization,"Color, Material",29,우유,0.13793103448275862,Milk,Korean,"Color, Material",multiple,color material
Milk,category_organization,Form,29,우유,0.1724137931034483,Milk,Korean,Form,shape,form
Milk,category_organization,"Form, Color",29,우유,0.06896551724137931,Milk,Korean,"Form, Color",multiple,form color
Milk,category_organization,"Form, Color, Material",29,우유,0.06896551724137931,Milk,Korean,"Form, Color, Material",multiple,form color material
Milk,category_organization,"Form, Material",29,우유,0.27586206896551724,Milk,Korean,"Form, Material",multiple,form material
Milk,category_organization,Material,29,우유,0.2413793103448276,Milk,Korean,Material,material,material
Milk,category_organization,Not applicable,29,우유,0.03448275862068965,Milk,Korean,Not applicable,none of these,not applicable
Milk,count_mass,Can be counted,29,우유,0.6551724137931034,Milk,Korean,Can be counted,count,can be counted
Milk,count_mass,Cannot be counted,29,우유,0.1724137931034483,Milk,Korean,Cannot be counted,mass,cannot be counted
Milk,count_mass,I don't know/It's hard to say,29,우유,0.1724137931034483,Milk,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Milk,solidity,I don't know/It's hard to say,29,우유,0.10344827586206896,Milk,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Milk,solidity,Not a solid,29,우유,0.8275862068965517,Milk,Korean,Not a solid,non-solid,not a solid
Milk,solidity,Solid,29,우유,0.06896551724137931,Milk,Korean,Solid,solid,solid
Money,category_organization,"Color, Material",29,돈,0.03448275862068965,Money,Korean,"Color, Material",multiple,color material
Money,category_organization,Form,29,돈,0.5172413793103449,Money,Korean,Form,shape,form
Money,category_organization,"Form, Color",29,돈,0.06896551724137931,Money,Korean,"Form, Color",multiple,form color
Money,category_organization,"Form, Color, Material",29,돈,0.10344827586206896,Money,Korean,"Form, Color, Material",multiple,form color material
Money,category_organization,"Form, Material",29,돈,0.1724137931034483,Money,Korean,"Form, Material",multiple,form material
Money,category_organization,Material,29,돈,0.03448275862068965,Money,Korean,Material,material,material
Money,category_organization,Not applicable,29,돈,0.06896551724137931,Money,Korean,Not applicable,none of these,not applicable
Money,count_mass,Can be counted,29,돈,0.7931034482758621,Money,Korean,Can be counted,count,can be counted
Money,count_mass,Cannot be counted,29,돈,0.06896551724137931,Money,Korean,Cannot be counted,mass,cannot be counted
Money,count_mass,I don't know/It's hard to say,29,돈,0.13793103448275862,Money,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Money,solidity,I don't know/It's hard to say,29,돈,0.13793103448275862,Money,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Money,solidity,Not a solid,29,돈,0.06896551724137931,Money,Korean,Not a solid,non-solid,not a solid
Money,solidity,Solid,29,돈,0.7931034482758621,Money,Korean,Solid,solid,solid
Monkey,category_organization,Form,29,원숭이,0.7586206896551724,Monkey,Korean,Form,shape,form
Monkey,category_organization,"Form, Color",29,원숭이,0.03448275862068965,Monkey,Korean,"Form, Color",multiple,form color
Monkey,category_organization,"Form, Color, Material",29,원숭이,0.10344827586206896,Monkey,Korean,"Form, Color, Material",multiple,form color material
Monkey,category_organization,"Form, Material",29,원숭이,0.06896551724137931,Monkey,Korean,"Form, Material",multiple,form material
Monkey,category_organization,Material,29,원숭이,0.03448275862068965,Monkey,Korean,Material,material,material
Monkey,count_mass,Can be counted,29,원숭이,1,Monkey,Korean,Can be counted,count,can be counted
Monkey,solidity,I don't know/It's hard to say,29,원숭이,0.2413793103448276,Monkey,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Monkey,solidity,Not a solid,29,원숭이,0.10344827586206896,Monkey,Korean,Not a solid,non-solid,not a solid
Monkey,solidity,Solid,29,원숭이,0.6551724137931034,Monkey,Korean,Solid,solid,solid
Moon,category_organization,"Color, Material",29,달,0.03448275862068965,Moon,Korean,"Color, Material",multiple,color material
Moon,category_organization,Form,29,달,0.5172413793103449,Moon,Korean,Form,shape,form
Moon,category_organization,"Form, Color",29,달,0.10344827586206896,Moon,Korean,"Form, Color",multiple,form color
Moon,category_organization,"Form, Color, Material",29,달,0.06896551724137931,Moon,Korean,"Form, Color, Material",multiple,form color material
Moon,category_organization,"Form, Material",29,달,0.20689655172413793,Moon,Korean,"Form, Material",multiple,form material
Moon,category_organization,Material,29,달,0.06896551724137931,Moon,Korean,Material,material,material
Moon,count_mass,Can be counted,29,달,0.896551724137931,Moon,Korean,Can be counted,count,can be counted
Moon,count_mass,Cannot be counted,29,달,0.10344827586206896,Moon,Korean,Cannot be counted,mass,cannot be counted
Moon,solidity,I don't know/It's hard to say,29,달,0.20689655172413793,Moon,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Moon,solidity,Not a solid,29,달,0.13793103448275862,Moon,Korean,Not a solid,non-solid,not a solid
Moon,solidity,Solid,29,달,0.6551724137931034,Moon,Korean,Solid,solid,solid
Motorcycle,category_organization,Form,28,오토바이,0.6428571428571429,Motorcycle,Korean,Form,shape,form
Motorcycle,category_organization,"Form, Color, Material",28,오토바이,0.03571428571428571,Motorcycle,Korean,"Form, Color, Material",multiple,form color material
Motorcycle,category_organization,"Form, Material",28,오토바이,0.25,Motorcycle,Korean,"Form, Material",multiple,form material
Motorcycle,category_organization,Material,28,오토바이,0.07142857142857142,Motorcycle,Korean,Material,material,material
Motorcycle,count_mass,Can be counted,29,오토바이,0.9655172413793104,Motorcycle,Korean,Can be counted,count,can be counted
Motorcycle,count_mass,I don't know/It's hard to say,29,오토바이,0.034482758620689655,Motorcycle,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Motorcycle,solidity,I don't know/It's hard to say,29,오토바이,0.034482758620689655,Motorcycle,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Motorcycle,solidity,Solid,29,오토바이,0.9655172413793104,Motorcycle,Korean,Solid,solid,solid
Mouse,category_organization,Form,29,쥐,0.7241379310344828,Mouse,Korean,Form,shape,form
Mouse,category_organization,"Form, Color",29,쥐,0.06896551724137931,Mouse,Korean,"Form, Color",multiple,form color
Mouse,category_organization,"Form, Color, Material",29,쥐,0.03448275862068965,Mouse,Korean,"Form, Color, Material",multiple,form color material
Mouse,category_organization,"Form, Material",29,쥐,0.13793103448275862,Mouse,Korean,"Form, Material",multiple,form material
Mouse,category_organization,Material,29,쥐,0.03448275862068965,Mouse,Korean,Material,material,material
Mouse,count_mass,Can be counted,29,쥐,0.9655172413793104,Mouse,Korean,Can be counted,count,can be counted
Mouse,count_mass,Cannot be counted,29,쥐,0.034482758620689655,Mouse,Korean,Cannot be counted,mass,cannot be counted
Mouse,solidity,I don't know/It's hard to say,29,쥐,0.2413793103448276,Mouse,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Mouse,solidity,Not a solid,29,쥐,0.10344827586206896,Mouse,Korean,Not a solid,non-solid,not a solid
Mouse,solidity,Solid,29,쥐,0.6551724137931034,Mouse,Korean,Solid,solid,solid
Mouth,category_organization,Form,29,입,0.7241379310344828,Mouth,Korean,Form,shape,form
Mouth,category_organization,"Form, Color",29,입,0.10344827586206896,Mouth,Korean,"Form, Color",multiple,form color
Mouth,category_organization,"Form, Material",29,입,0.13793103448275862,Mouth,Korean,"Form, Material",multiple,form material
Mouth,category_organization,Material,29,입,0.03448275862068965,Mouth,Korean,Material,material,material
Mouth,count_mass,Can be counted,29,입,0.896551724137931,Mouth,Korean,Can be counted,count,can be counted
Mouth,count_mass,Cannot be counted,29,입,0.034482758620689655,Mouth,Korean,Cannot be counted,mass,cannot be counted
Mouth,count_mass,I don't know/It's hard to say,29,입,0.06896551724137931,Mouth,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Mouth,solidity,I don't know/It's hard to say,29,입,0.27586206896551724,Mouth,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Mouth,solidity,Not a solid,29,입,0.10344827586206896,Mouth,Korean,Not a solid,non-solid,not a solid
Mouth,solidity,Solid,29,입,0.6206896551724138,Mouth,Korean,Solid,solid,solid
Nail,category_organization,Color,29,못,0.03448275862068965,Nail,Korean,Color,color,color
Nail,category_organization,Form,29,못,0.6206896551724138,Nail,Korean,Form,shape,form
Nail,category_organization,"Form, Color",29,못,0.03448275862068965,Nail,Korean,"Form, Color",multiple,form color
Nail,category_organization,"Form, Color, Material",29,못,0.06896551724137931,Nail,Korean,"Form, Color, Material",multiple,form color material
Nail,category_organization,"Form, Material",29,못,0.1724137931034483,Nail,Korean,"Form, Material",multiple,form material
Nail,category_organization,Material,29,못,0.06896551724137931,Nail,Korean,Material,material,material
Nail,count_mass,Can be counted,29,못,1,Nail,Korean,Can be counted,count,can be counted
Nail,solidity,I don't know/It's hard to say,29,못,0.034482758620689655,Nail,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Nail,solidity,Solid,29,못,0.9655172413793104,Nail,Korean,Solid,solid,solid
Napa Cabbage,category_organization,Color,29,배추,0.03448275862068965,Napa Cabbage,Korean,Color,color,color
Napa Cabbage,category_organization,Form,29,배추,0.5172413793103449,Napa Cabbage,Korean,Form,shape,form
Napa Cabbage,category_organization,"Form, Color",29,배추,0.06896551724137931,Napa Cabbage,Korean,"Form, Color",multiple,form color
Napa Cabbage,category_organization,"Form, Color, Material",29,배추,0.06896551724137931,Napa Cabbage,Korean,"Form, Color, Material",multiple,form color material
Napa Cabbage,category_organization,"Form, Material",29,배추,0.20689655172413793,Napa Cabbage,Korean,"Form, Material",multiple,form material
Napa Cabbage,category_organization,Material,29,배추,0.06896551724137931,Napa Cabbage,Korean,Material,material,material
Napa Cabbage,category_organization,Not applicable,29,배추,0.03448275862068965,Napa Cabbage,Korean,Not applicable,none of these,not applicable
Napa Cabbage,count_mass,Can be counted,29,배추,0.9655172413793104,Napa Cabbage,Korean,Can be counted,count,can be counted
Napa Cabbage,count_mass,Cannot be counted,29,배추,0.034482758620689655,Napa Cabbage,Korean,Cannot be counted,mass,cannot be counted
Napa Cabbage,solidity,I don't know/It's hard to say,29,배추,0.10344827586206896,Napa Cabbage,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Napa Cabbage,solidity,Not a solid,29,배추,0.10344827586206896,Napa Cabbage,Korean,Not a solid,non-solid,not a solid
Napa Cabbage,solidity,Solid,29,배추,0.7931034482758621,Napa Cabbage,Korean,Solid,solid,solid
Neck,category_organization,Form,29,목,0.8620689655172413,Neck,Korean,Form,shape,form
Neck,category_organization,"Form, Material",29,목,0.10344827586206896,Neck,Korean,"Form, Material",multiple,form material
Neck,category_organization,Material,29,목,0.03448275862068965,Neck,Korean,Material,material,material
Neck,count_mass,Can be counted,29,목,0.9655172413793104,Neck,Korean,Can be counted,count,can be counted
Neck,count_mass,I don't know/It's hard to say,29,목,0.034482758620689655,Neck,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Neck,solidity,I don't know/It's hard to say,29,목,0.20689655172413793,Neck,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Neck,solidity,Not a solid,29,목,0.10344827586206896,Neck,Korean,Not a solid,non-solid,not a solid
Neck,solidity,Solid,29,목,0.6896551724137931,Neck,Korean,Solid,solid,solid
Necklace,category_organization,Color,29,목걸이,0.03448275862068965,Necklace,Korean,Color,color,color
Necklace,category_organization,Form,29,목걸이,0.6206896551724138,Necklace,Korean,Form,shape,form
Necklace,category_organization,"Form, Color",29,목걸이,0.03448275862068965,Necklace,Korean,"Form, Color",multiple,form color
