subject,response_format,word_order,condition_code,n_cat_trials,median_rt_ms,mean_rt_ms,min_rt_ms,frac_under_1s,lavender_trials,att_pass,flag_explicit_id,flag_no_attention,flag_fast,reject_reasons,decision
P1897,forced_choice,random,fc_random,20,3494.5,4634,1507,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1898,forced_choice,random,fc_random,20,19413.5,21598,2649,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1899,forced_choice,random,fc_random,20,6281,6803,3622,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1900,forced_choice,semantic_blocked,fc_blocked,20,7069,9663,4184,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1901,multi_select,random,ms_random,20,3565,12452,1678,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1905,forced_choice,semantic_blocked,fc_blocked,20,3105.5,3513,1755,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1907,multi_select,semantic_blocked,ms_blocked,20,5711.5,6526,2545,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1908,forced_choice,semantic_blocked,fc_blocked,20,6011,6700,3027,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1909,multi_select,semantic_blocked,ms_blocked,20,5546,5626,2441,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1910,multi_select,semantic_blocked,ms_blocked,20,3407.5,4055,1986,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0039,multi_select,random,ms_random,20,3618,3924,2511,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0082,forced_choice,semantic_blocked,fc_blocked,14,2280,2509,1398,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0117,multi_select,semantic_blocked,ms_blocked,20,6051.5,6535,3979,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0130,forced_choice,semantic_blocked,fc_blocked,10,3577,3997,1827,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0202,forced_choice,semantic_blocked,fc_blocked,11,4569,4928,2487,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0218,forced_choice,random,fc_random,8,9069,10076,6850,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0266,forced_choice,semantic_blocked,fc_blocked,20,2930,3179,1870,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0288,forced_choice,semantic_blocked,fc_blocked,13,5457,6156,3418,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0319,forced_choice,random,fc_random,6,9909.5,10212,3916,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0442,forced_choice,random,fc_random,8,4433,4746,2573,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0475,multi_select,semantic_blocked,ms_blocked,15,3567,4311,2014,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0511,multi_select,random,ms_random,20,2050.5,3112,1510,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0528,multi_select,semantic_blocked,ms_blocked,1,3590,3590,3590,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0619,multi_select,random,ms_random,2,12993,12993,9071,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0651,forced_choice,semantic_blocked,fc_blocked,19,2809,2913,1829,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0677,multi_select,semantic_blocked,ms_blocked,5,5957,6381,4164,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0689,forced_choice,semantic_blocked,fc_blocked,11,3696,4515,1094,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0719,forced_choice,semantic_blocked,fc_blocked,20,1498,1940,970,0.05,1,FALSE,FALSE,TRUE,TRUE,failed_attention_check; too_fast,REJECT
P0734,multi_select,semantic_blocked,ms_blocked,1,6876,6876,6876,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0737,forced_choice,random,fc_random,20,5174,5306,3526,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0757,multi_select,semantic_blocked,ms_blocked,20,930.5,1001,848,0.75,1,TRUE,TRUE,FALSE,TRUE,explicit_id; too_fast,REJECT
P0861,forced_choice,semantic_blocked,fc_blocked,18,4496.5,5332,2662,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0878,multi_select,semantic_blocked,ms_blocked,3,4191,4250,3071,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P0984,multi_select,semantic_blocked,ms_blocked,5,5950,5858,4224,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1038,multi_select,semantic_blocked,ms_blocked,20,3018.5,3127,1297,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1048,forced_choice,semantic_blocked,fc_blocked,14,8700,8472,3717,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1147,forced_choice,semantic_blocked,fc_blocked,10,2978,3257,2383,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1504,forced_choice,random,fc_random,20,4496,5002,2140,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1521,multi_select,random,ms_random,20,3611,12921,2068,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1553,multi_select,semantic_blocked,ms_blocked,20,3176.5,4432,2168,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1571,multi_select,random,ms_random,9,7761,8833,3456,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1584,multi_select,semantic_blocked,ms_blocked,4,4293,4718,2286,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1593,forced_choice,semantic_blocked,fc_blocked,14,9371,9087,3943,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1631,forced_choice,random,fc_random,20,5762,6275,3483,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1637,multi_select,semantic_blocked,ms_blocked,5,8446,8438,3942,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1639,multi_select,semantic_blocked,ms_blocked,1,8494,8494,8494,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1660,forced_choice,random,fc_random,20,5567.5,9707,2357,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1662,forced_choice,random,fc_random,8,17891,14221,2687,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1664,forced_choice,semantic_blocked,fc_blocked,13,3328,3884,2597,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1669,multi_select,semantic_blocked,ms_blocked,1,7792,7792,7792,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1677,forced_choice,semantic_blocked,fc_blocked,8,5966.5,7197,4701,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1693,forced_choice,semantic_blocked,fc_blocked,1,6255,6255,6255,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1702,forced_choice,semantic_blocked,fc_blocked,1,5281,5281,5281,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1712,multi_select,random,ms_random,20,2568,3398,1391,0,1,TRUE,TRUE,FALSE,FALSE,explicit_id,REJECT
P1716,forced_choice,semantic_blocked,fc_blocked,20,5737,6868,2143,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1730,multi_select,semantic_blocked,ms_blocked,1,5295,5295,5295,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1752,multi_select,semantic_blocked,ms_blocked,10,6237.5,8239,4039,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1766,multi_select,semantic_blocked,ms_blocked,9,3340,3707,2532,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1773,multi_select,semantic_blocked,ms_blocked,1,9920,9920,9920,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1800,multi_select,semantic_blocked,ms_blocked,20,4372.5,4836,2576,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1813,forced_choice,semantic_blocked,fc_blocked,20,22488,25029,5587,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1823,forced_choice,semantic_blocked,fc_blocked,20,3987,4424,2253,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1843,forced_choice,semantic_blocked,fc_blocked,5,3150,5228,1820,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1848,forced_choice,semantic_blocked,fc_blocked,13,14056,15367,3017,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1850,forced_choice,random,fc_random,10,7695,7885,3335,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1857,forced_choice,random,fc_random,20,2991.5,3470,1928,0,1,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1863,multi_select,semantic_blocked,ms_blocked,10,4916,5780,3463,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1874,multi_select,random,ms_random,2,10600.5,10600,7245,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1880,multi_select,random,ms_random,2,15923.5,15924,7657,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
P1895,forced_choice,random,fc_random,7,6387,7085,3214,0,0,FALSE,FALSE,TRUE,FALSE,failed_attention_check,REJECT
,multi_select,semantic_blocked,ms_blocked,20,1331.5,1403,1197,0,1,TRUE,TRUE,FALSE,TRUE,explicit_id; too_fast,REJECT
