subject,response_format,word_order,condition_code,n_cat_trials,median_rt_ms,mean_rt_ms,min_rt_ms,frac_under_1s,lavender_trials,att_pass,flag_explicit_id,flag_no_attention,flag_fast,reject_reasons,decision
P0011,multi_select,random,ms_random,20,4598.5,5575,3220,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0014,forced_choice,semantic_blocked,fc_blocked,20,2563,2934,1462,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0019,forced_choice,semantic_blocked,fc_blocked,20,1610.5,5180,1312,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0022,multi_select,random,ms_random,20,2178,2681,1199,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0026,multi_select,semantic_blocked,ms_blocked,20,3630,4361,2230,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0031,multi_select,semantic_blocked,ms_blocked,20,9333,10361,4407,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0043,multi_select,random,ms_random,20,5832.5,6017,3477,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0045,forced_choice,semantic_blocked,fc_blocked,20,8215,9706,5524,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0050,multi_select,random,ms_random,20,13340.5,14822,7127,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0057,forced_choice,random,fc_random,20,7488,7779,4517,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0062,multi_select,random,ms_random,20,7770.5,8656,3771,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0069,forced_choice,semantic_blocked,fc_blocked,20,2114,2378,1294,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0070,multi_select,semantic_blocked,ms_blocked,20,3466.5,3737,2343,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0076,multi_select,semantic_blocked,ms_blocked,20,3404,3910,2485,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0077,multi_select,random,ms_random,20,3081.5,3699,1797,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0078,forced_choice,random,fc_random,20,4521.5,5170,3037,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0083,forced_choice,semantic_blocked,fc_blocked,20,5013,5766,2319,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0086,multi_select,semantic_blocked,ms_blocked,20,3150.5,3327,1745,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0087,forced_choice,random,fc_random,20,2695.5,3437,1591,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0090,forced_choice,semantic_blocked,fc_blocked,20,3610.5,4422,2392,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0101,multi_select,random,ms_random,20,7885,8719,4032,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0104,multi_select,random,ms_random,20,5851.5,6224,3063,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0109,forced_choice,semantic_blocked,fc_blocked,20,4760,5072,3198,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0121,forced_choice,semantic_blocked,fc_blocked,20,4065,5312,2889,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0132,multi_select,random,ms_random,20,4763.5,5803,2444,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0133,multi_select,random,ms_random,20,6845,8778,4002,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0134,multi_select,random,ms_random,20,4693,5023,3334,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0135,forced_choice,random,fc_random,20,8400,8635,3508,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0138,multi_select,random,ms_random,20,4458,4554,3232,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0139,forced_choice,semantic_blocked,fc_blocked,20,4724.5,5232,2606,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0143,multi_select,random,ms_random,20,3864.5,5116,1844,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0147,forced_choice,random,fc_random,20,3798.5,4960,2501,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0148,multi_select,semantic_blocked,ms_blocked,20,4726.5,5091,2614,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0150,multi_select,random,ms_random,20,5171,4963,3137,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0157,multi_select,semantic_blocked,ms_blocked,20,5989.5,6264,2931,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0165,forced_choice,semantic_blocked,fc_blocked,20,3222.5,3993,1973,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0188,forced_choice,random,fc_random,19,4015,5132,2776,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0195,multi_select,random,ms_random,20,7224,7189,3517,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0197,forced_choice,semantic_blocked,fc_blocked,20,7684,7943,2790,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0198,multi_select,semantic_blocked,ms_blocked,20,4770.5,4787,3466,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0210,multi_select,random,ms_random,20,2905.5,3407,1848,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0220,forced_choice,random,fc_random,20,3535,3935,2229,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0236,forced_choice,random,fc_random,20,3173.5,3498,1924,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0244,multi_select,random,ms_random,20,4160.5,4635,1743,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0246,forced_choice,semantic_blocked,fc_blocked,20,4397.5,5178,2764,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0252,forced_choice,semantic_blocked,fc_blocked,20,4074,4380,2899,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0255,multi_select,random,ms_random,20,14628,19219,7643,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0257,multi_select,semantic_blocked,ms_blocked,20,6196,6265,3202,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0265,forced_choice,semantic_blocked,fc_blocked,20,2971,3623,1873,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0268,multi_select,random,ms_random,20,6714.5,7934,4582,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0270,forced_choice,semantic_blocked,fc_blocked,20,3476.5,3908,1703,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0271,forced_choice,random,fc_random,20,2380.5,3103,1507,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0273,multi_select,random,ms_random,20,3026.5,3478,2259,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0276,multi_select,semantic_blocked,ms_blocked,20,2140.5,2648,1044,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0281,forced_choice,random,fc_random,20,3472,4574,2247,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0282,multi_select,random,ms_random,20,4084.5,4594,2972,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0290,forced_choice,random,fc_random,20,5617,5892,3665,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0293,multi_select,random,ms_random,20,5712,6857,3625,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0296,forced_choice,random,fc_random,20,7106,8701,4103,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0297,multi_select,random,ms_random,20,7829.5,7739,3160,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0300,forced_choice,semantic_blocked,fc_blocked,20,5309.5,7198,3365,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0315,forced_choice,random,fc_random,20,4850.5,5489,3963,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0318,forced_choice,random,fc_random,20,5021,5508,2715,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0322,multi_select,semantic_blocked,ms_blocked,20,8399.5,8762,4759,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0336,forced_choice,semantic_blocked,fc_blocked,20,6073.5,5991,2963,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0340,forced_choice,random,fc_random,20,4171.5,15381,2142,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0346,forced_choice,random,fc_random,20,4313,5245,2926,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0361,forced_choice,random,fc_random,20,4042.5,4872,2269,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0364,multi_select,random,ms_random,20,4154.5,4217,2133,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0369,forced_choice,semantic_blocked,fc_blocked,20,4390,5912,2862,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0379,forced_choice,random,fc_random,20,4773.5,5361,3004,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0380,forced_choice,semantic_blocked,fc_blocked,20,5192,6219,2452,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0385,forced_choice,random,fc_random,20,4358.5,5137,2221,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0390,forced_choice,random,fc_random,20,3859,4491,2623,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0396,forced_choice,random,fc_random,20,3791,4075,1463,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0400,multi_select,semantic_blocked,ms_blocked,20,3881,4702,2667,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0410,multi_select,semantic_blocked,ms_blocked,20,3319,15626,2044,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0421,multi_select,semantic_blocked,ms_blocked,20,7719.5,10405,3403,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0422,forced_choice,semantic_blocked,fc_blocked,20,3538,3658,2431,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0427,forced_choice,random,fc_random,20,5506,6922,4019,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0441,forced_choice,random,fc_random,20,3794,6824,1992,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0452,multi_select,semantic_blocked,ms_blocked,20,5070,5869,2906,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0453,forced_choice,semantic_blocked,fc_blocked,20,4627.5,5312,2610,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0465,multi_select,random,ms_random,20,4006,4496,2297,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0468,multi_select,random,ms_random,20,6559.5,7188,3852,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0477,multi_select,semantic_blocked,ms_blocked,20,3505.5,3918,1971,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0499,forced_choice,semantic_blocked,fc_blocked,20,4051,4374,2595,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0512,multi_select,random,ms_random,20,6900.5,7731,4005,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0513,forced_choice,random,fc_random,20,4278.5,5673,1966,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0521,forced_choice,random,fc_random,20,2570,3610,1752,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0534,multi_select,random,ms_random,20,3046,3395,2175,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0548,forced_choice,random,fc_random,20,6657.5,7425,3567,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0549,multi_select,semantic_blocked,ms_blocked,20,6906,8036,4713,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0577,multi_select,random,ms_random,20,5128.5,5773,2693,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0594,forced_choice,semantic_blocked,fc_blocked,20,3926,4553,2664,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0598,multi_select,random,ms_random,20,4275,5520,2872,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0602,multi_select,semantic_blocked,ms_blocked,20,5394,5823,3165,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0617,multi_select,semantic_blocked,ms_blocked,20,3156,3971,2143,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0621,forced_choice,semantic_blocked,fc_blocked,20,3140.5,3937,1432,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0634,multi_select,random,ms_random,20,9098.5,10540,6733,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0643,forced_choice,random,fc_random,13,5560,7159,3079,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0655,multi_select,random,ms_random,20,5598.5,6214,2595,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0664,multi_select,semantic_blocked,ms_blocked,20,3326.5,3564,2114,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0666,forced_choice,semantic_blocked,fc_blocked,20,2643.5,3171,1784,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0679,forced_choice,random,fc_random,20,7731.5,8087,1949,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0682,multi_select,random,ms_random,20,4132,4894,2143,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0691,multi_select,random,ms_random,20,6233,7683,3058,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0702,forced_choice,semantic_blocked,fc_blocked,20,4113,5176,1759,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0704,forced_choice,semantic_blocked,fc_blocked,20,2631.5,3690,1631,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0712,forced_choice,random,fc_random,20,3449.5,5362,2222,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0715,forced_choice,random,fc_random,20,4296,4633,2672,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0718,multi_select,semantic_blocked,ms_blocked,20,7659.5,8377,5258,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0720,multi_select,random,ms_random,14,14630.5,19500,4328,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0721,forced_choice,random,fc_random,20,3532,3602,1601,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0742,forced_choice,semantic_blocked,fc_blocked,20,3149,3897,1897,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0743,multi_select,random,ms_random,20,4709,5109,2621,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0750,forced_choice,semantic_blocked,fc_blocked,20,5237.5,6117,3798,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0751,multi_select,semantic_blocked,ms_blocked,20,2944,3125,2089,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0753,forced_choice,random,fc_random,20,2235.5,2864,1337,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0755,multi_select,semantic_blocked,ms_blocked,20,5060.5,5535,2772,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0768,multi_select,random,ms_random,20,5333.5,5912,3898,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0770,forced_choice,semantic_blocked,fc_blocked,20,4207,5006,2838,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0772,multi_select,random,ms_random,20,6472.5,7908,2940,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0775,forced_choice,random,fc_random,20,5185,5989,3317,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0783,forced_choice,semantic_blocked,fc_blocked,20,6645.5,8327,2991,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0790,forced_choice,random,fc_random,20,4987,4953,1872,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0798,multi_select,semantic_blocked,ms_blocked,20,9276.5,11037,3796,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0800,forced_choice,semantic_blocked,fc_blocked,20,2960,3498,1935,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0803,forced_choice,semantic_blocked,fc_blocked,20,5227,5570,3088,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0805,multi_select,semantic_blocked,ms_blocked,20,3652.5,4160,2272,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0812,forced_choice,random,fc_random,20,3359.5,3381,1157,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0817,multi_select,random,ms_random,20,6060,6370,2032,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0822,multi_select,random,ms_random,20,3989,6496,2000,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0825,multi_select,semantic_blocked,ms_blocked,20,4773.5,5113,2871,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0828,multi_select,semantic_blocked,ms_blocked,20,3597.5,3806,2069,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0829,multi_select,semantic_blocked,ms_blocked,20,4782,5363,3312,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0831,forced_choice,semantic_blocked,fc_blocked,20,3026.5,3836,1227,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0834,multi_select,random,ms_random,20,5101,5354,2986,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0835,multi_select,semantic_blocked,ms_blocked,20,8087,8228,3673,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0837,multi_select,random,ms_random,20,6159.5,6545,3996,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0843,forced_choice,semantic_blocked,fc_blocked,20,4063.5,5039,3145,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0845,forced_choice,random,fc_random,20,3912.5,5098,2888,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0853,forced_choice,semantic_blocked,fc_blocked,20,3285,3781,2084,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0856,multi_select,random,ms_random,20,6975,7623,3124,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0863,forced_choice,semantic_blocked,fc_blocked,20,2929.5,3754,1662,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0869,multi_select,semantic_blocked,ms_blocked,20,5033.5,5709,2478,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0870,multi_select,random,ms_random,20,3779,5998,1663,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0875,multi_select,semantic_blocked,ms_blocked,20,20616.5,25038,7249,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0881,multi_select,random,ms_random,20,16795,19784,12719,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0883,forced_choice,semantic_blocked,fc_blocked,20,3974.5,4209,2209,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0891,forced_choice,semantic_blocked,fc_blocked,20,3099.5,4026,1659,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0906,forced_choice,semantic_blocked,fc_blocked,20,5499,6340,3288,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0915,multi_select,semantic_blocked,ms_blocked,20,6744,7188,5203,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0917,forced_choice,semantic_blocked,fc_blocked,20,3644.5,3766,2141,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0919,multi_select,semantic_blocked,ms_blocked,20,10870,11541,4719,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0920,multi_select,random,ms_random,20,3630,4234,2365,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0921,forced_choice,random,fc_random,20,3639.5,4655,2792,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0927,forced_choice,semantic_blocked,fc_blocked,20,5509.5,8265,3280,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0933,forced_choice,random,fc_random,20,6371,7402,4741,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0936,multi_select,random,ms_random,20,5260.5,5325,2548,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0946,multi_select,semantic_blocked,ms_blocked,20,5294,5262,2524,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0955,forced_choice,random,fc_random,20,5754.5,6268,3782,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0964,multi_select,random,ms_random,20,2943,3267,2121,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0967,multi_select,semantic_blocked,ms_blocked,20,3198.5,3876,2243,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0995,multi_select,random,ms_random,20,5168,5362,2266,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P0997,multi_select,semantic_blocked,ms_blocked,20,4298,4710,2516,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1000,multi_select,random,ms_random,20,3880,4692,2224,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1002,forced_choice,semantic_blocked,fc_blocked,20,3933.5,4162,2754,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1003,multi_select,semantic_blocked,ms_blocked,20,3880,4189,1940,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1030,multi_select,semantic_blocked,ms_blocked,20,5169.5,6123,3377,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1031,multi_select,semantic_blocked,ms_blocked,20,4215,4615,1543,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1035,forced_choice,semantic_blocked,fc_blocked,20,4227,4782,1626,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1037,multi_select,semantic_blocked,ms_blocked,20,5236.5,6094,2973,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1039,multi_select,random,ms_random,20,2674,3814,1700,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1042,multi_select,random,ms_random,20,5846,6369,2991,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1061,multi_select,random,ms_random,20,6871.5,8778,3816,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1066,forced_choice,random,fc_random,20,5714,6288,3230,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1090,forced_choice,semantic_blocked,fc_blocked,20,3999,4620,2715,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1106,forced_choice,random,fc_random,20,3179,4018,2111,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1108,multi_select,random,ms_random,20,3563,3933,2355,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1113,multi_select,random,ms_random,20,6878.5,8868,4199,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1115,multi_select,random,ms_random,20,3917,3858,2427,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1123,multi_select,random,ms_random,20,5966.5,6549,3304,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1125,forced_choice,semantic_blocked,fc_blocked,20,4651,5259,1953,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1127,forced_choice,random,fc_random,19,5752,6600,2803,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1129,multi_select,random,ms_random,20,4782.5,5796,3443,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1131,forced_choice,semantic_blocked,fc_blocked,20,3517.5,4231,2366,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1133,forced_choice,semantic_blocked,fc_blocked,20,2982.5,3661,2019,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1137,multi_select,random,ms_random,20,8783,9818,5341,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1139,forced_choice,random,fc_random,20,5586,6225,2103,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1142,multi_select,random,ms_random,20,8445.5,17905,3079,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1146,forced_choice,random,fc_random,20,5082.5,6931,3006,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1149,forced_choice,semantic_blocked,fc_blocked,20,4571.5,7157,2522,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1150,multi_select,semantic_blocked,ms_blocked,20,5567,6456,2555,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1151,forced_choice,random,fc_random,20,5035,5585,3517,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1155,multi_select,random,ms_random,20,6850.5,7216,2590,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1156,forced_choice,semantic_blocked,fc_blocked,20,3168,3536,1562,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1157,multi_select,semantic_blocked,ms_blocked,20,4516.5,5194,2563,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1162,forced_choice,random,fc_random,20,3034.5,3626,2024,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1164,multi_select,semantic_blocked,ms_blocked,20,6371,6857,3294,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1176,forced_choice,random,fc_random,20,8192,9249,4465,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1187,multi_select,semantic_blocked,ms_blocked,20,2149.5,3964,1143,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1188,multi_select,semantic_blocked,ms_blocked,20,5219,5433,2898,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1189,multi_select,semantic_blocked,ms_blocked,20,4032,4040,2714,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1192,forced_choice,random,fc_random,20,5432,5767,2472,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1198,multi_select,random,ms_random,20,5217.5,6100,2885,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1200,multi_select,random,ms_random,20,3891,6992,1903,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1201,multi_select,random,ms_random,20,3951,4601,2078,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1202,forced_choice,random,fc_random,20,7259.5,7810,3902,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1204,multi_select,random,ms_random,20,5525.5,6244,3435,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1207,forced_choice,random,fc_random,20,4303.5,4950,2677,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1212,forced_choice,semantic_blocked,fc_blocked,20,5933,5931,3216,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1221,multi_select,random,ms_random,20,7389,10375,3063,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1222,multi_select,semantic_blocked,ms_blocked,20,5159.5,5484,2839,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1231,multi_select,random,ms_random,20,4031,4904,3181,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1232,multi_select,semantic_blocked,ms_blocked,20,4049.5,4624,2720,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1235,forced_choice,random,fc_random,20,3603,4330,1936,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1238,forced_choice,random,fc_random,20,4128,5361,2256,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1246,forced_choice,random,fc_random,20,8126.5,10097,4228,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1247,forced_choice,random,fc_random,20,3542,4412,2207,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1249,forced_choice,semantic_blocked,fc_blocked,20,3668,3899,2754,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1250,forced_choice,semantic_blocked,fc_blocked,20,3618,5346,2047,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1258,forced_choice,random,fc_random,20,2693,3080,1929,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1259,multi_select,random,ms_random,20,3580,3949,1898,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1263,forced_choice,random,fc_random,20,3067.5,3703,1798,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1264,forced_choice,semantic_blocked,fc_blocked,20,4889,5059,3211,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
P1267,multi_select,random,ms_random,20,3433.5,3708,1766,0,1,TRUE,FALSE,FALSE,FALSE,,PAY
