word,block,response,totcount,uni_lemma,eng_response,theword,count,proportion,language,matching_response
사슴,category_organization,물질,11,deer,substance,사슴,3,0.2727272727272727,Korean,substance
사슴,category_organization,색상,11,deer,color,사슴,1,0.09090909090909091,Korean,color
사슴,category_organization,해당 사항 없음,11,deer,not applicable,사슴,2,0.18181818181818182,Korean,not applicable
사슴,category_organization,형태,11,deer,form,사슴,5,0.45454545454545453,Korean,shape
사슴,count_mass,셀 수 있다,7,deer,countable,사슴,7,1,Korean,countable
사슴,solidity,고형물,3,deer,solid,사슴,3,1,Korean,solid
사이다,category_organization,물질,9,soda,substance,사이다,8,0.8888888888888888,Korean,substance
사이다,category_organization,해당 사항 없음,9,soda,not applicable,사이다,1,0.1111111111111111,Korean,not applicable
사이다,count_mass,셀 수 없다,5,soda,uncountable,사이다,2,0.4,Korean,uncountable
사이다,count_mass,셀 수 있다,5,soda,countable,사이다,3,0.6,Korean,countable
사이다,solidity,비고형물,5,soda,non-solid,사이다,5,1,Korean,non-solid
사자,category_organization,물질,4,lion,substance,사자,1,0.25,Korean,substance
사자,category_organization,해당 사항 없음,4,lion,not applicable,사자,2,0.5,Korean,not applicable
사자,category_organization,형태,4,lion,form,사자,1,0.25,Korean,shape
사자,count_mass,셀 수 있다,5,lion,countable,사자,5,1,Korean,countable
사자,solidity,고형물,8,lion,solid,사자,7,0.875,Korean,solid
사자,solidity,비고형물,8,lion,non-solid,사자,1,0.125,Korean,non-solid
사탕,category_organization,물질,8,candy,substance,사탕,7,0.875,Korean,substance
사탕,category_organization,해당 사항 없음,8,candy,not applicable,사탕,1,0.125,Korean,not applicable
사탕,count_mass,셀 수 있다,7,candy,countable,사탕,7,1,Korean,countable
사탕,solidity,고형물,8,candy,solid,사탕,7,0.875,Korean,solid
사탕,solidity,해당 사항 없음,8,candy,not applicable,사탕,1,0.125,Korean,not applicable
상자,category_organization,물질,3,box,substance,상자,1,0.3333333333333333,Korean,substance
상자,category_organization,형태,3,box,form,상자,2,0.6666666666666666,Korean,shape
상자,count_mass,셀 수 있다,6,box,countable,상자,6,1,Korean,countable
상자,solidity,고형물,4,box,solid,상자,3,0.75,Korean,solid
상자,solidity,비고형물,4,box,non-solid,상자,1,0.25,Korean,non-solid
새,category_organization,형태,6,bird,form,새,6,1,Korean,shape
새,count_mass,셀 수 있다,7,bird,countable,새,7,1,Korean,countable
새,solidity,고형물,5,bird,solid,새,5,1,Korean,solid
생선,category_organization,물질,4,fish (food),substance,생선,3,0.75,Korean,substance
생선,category_organization,색상,4,fish (food),color,생선,1,0.25,Korean,color
생선,count_mass,셀 수 있다,5,fish (food),countable,생선,5,1,Korean,countable
생선,solidity,고형물,7,fish (food),solid,생선,6,0.8571428571428571,Korean,solid
생선,solidity,비고형물,7,fish (food),non-solid,생선,1,0.14285714285714285,Korean,non-solid
서랍,category_organization,물질,12,drawer,substance,서랍,3,0.25,Korean,substance
서랍,category_organization,형태,12,drawer,form,서랍,9,0.75,Korean,shape
서랍,count_mass,셀 수 없다,8,drawer,uncountable,서랍,1,0.125,Korean,uncountable
서랍,count_mass,셀 수 있다,8,drawer,countable,서랍,7,0.875,Korean,countable
서랍,solidity,고형물,6,drawer,solid,서랍,6,1,Korean,solid
선물,category_organization,물질,6,present,substance,선물,4,0.6666666666666666,Korean,substance
선물,category_organization,해당 사항 없음,6,present,not applicable,선물,1,0.16666666666666666,Korean,not applicable
선물,category_organization,형태,6,present,form,선물,1,0.16666666666666666,Korean,shape
선물,count_mass,셀 수 있다,6,present,countable,선물,6,1,Korean,countable
선물,solidity,고형물,9,present,solid,선물,7,0.7777777777777778,Korean,solid
선물,solidity,비고형물,9,present,non-solid,선물,1,0.1111111111111111,Korean,non-solid
선물,solidity,해당 사항 없음,9,present,not applicable,선물,1,0.1111111111111111,Korean,not applicable
설탕,category_organization,물질,2,sugar,substance,설탕,2,1,Korean,substance
설탕,count_mass,셀 수 없다,5,sugar,uncountable,설탕,4,0.8,Korean,uncountable
설탕,count_mass,셀 수 있다,5,sugar,countable,설탕,1,0.2,Korean,countable
설탕,solidity,고형물,7,sugar,solid,설탕,6,0.8571428571428571,Korean,solid
설탕,solidity,비고형물,7,sugar,non-solid,설탕,1,0.14285714285714285,Korean,non-solid
세탁기,category_organization,물질,4,washing machine,substance,세탁기,2,0.5,Korean,substance
세탁기,category_organization,형태,4,washing machine,form,세탁기,2,0.5,Korean,shape
세탁기,count_mass,셀 수 없다,6,washing machine,uncountable,세탁기,1,0.16666666666666666,Korean,uncountable
세탁기,count_mass,셀 수 있다,6,washing machine,countable,세탁기,5,0.8333333333333334,Korean,countable
세탁기,solidity,고형물,6,washing machine,solid,세탁기,6,1,Korean,solid
소,category_organization,물질,5,cow,substance,소,2,0.4,Korean,substance
소,category_organization,해당 사항 없음,5,cow,not applicable,소,2,0.4,Korean,not applicable
소,category_organization,형태,5,cow,form,소,1,0.2,Korean,shape
소,count_mass,셀 수 있다,5,cow,countable,소,5,1,Korean,countable
소,solidity,고형물,5,cow,solid,소,4,0.8,Korean,solid
소,solidity,해당 사항 없음,5,cow,not applicable,소,1,0.2,Korean,not applicable
소금,category_organization,물질,7,salt,substance,소금,7,1,Korean,substance
소금,count_mass,셀 수 없다,11,salt,uncountable,소금,9,0.8181818181818182,Korean,uncountable
소금,count_mass,셀 수 있다,11,salt,countable,소금,2,0.18181818181818182,Korean,countable
소금,solidity,고형물,5,salt,solid,소금,3,0.6,Korean,solid
소금,solidity,비고형물,5,salt,non-solid,소금,1,0.2,Korean,non-solid
소금,solidity,해당 사항 없음,5,salt,not applicable,소금,1,0.2,Korean,not applicable
소파,category_organization,해당 사항 없음,8,couch,not applicable,소파,1,0.125,Korean,not applicable
소파,category_organization,형태,8,couch,form,소파,7,0.875,Korean,shape
소파,count_mass,셀 수 없다,10,couch,uncountable,소파,1,0.1,Korean,uncountable
소파,count_mass,셀 수 있다,10,couch,countable,소파,9,0.9,Korean,countable
소파,solidity,고형물,6,couch,solid,소파,6,1,Korean,solid
손,category_organization,물질,5,hand,substance,손,2,0.4,Korean,substance
손,category_organization,형태,5,hand,form,손,3,0.6,Korean,shape
손,count_mass,셀 수 있다,8,hand,countable,손,8,1,Korean,countable
손,solidity,고형물,4,hand,solid,손,4,1,Korean,solid
손가락,category_organization,해당 사항 없음,6,finger,not applicable,손가락,1,0.16666666666666666,Korean,not applicable
손가락,category_organization,형태,6,finger,form,손가락,5,0.8333333333333334,Korean,shape
손가락,count_mass,셀 수 있다,1,finger,countable,손가락,1,1,Korean,countable
손가락,solidity,고형물,9,finger,solid,손가락,9,1,Korean,solid
송아지,category_organization,물질,10,calf,substance,송아지,1,0.1,Korean,substance
송아지,category_organization,해당 사항 없음,10,calf,not applicable,송아지,5,0.5,Korean,not applicable
송아지,category_organization,형태,10,calf,form,송아지,4,0.4,Korean,shape
송아지,count_mass,셀 수 있다,8,calf,countable,송아지,8,1,Korean,countable
송아지,solidity,고형물,5,calf,solid,송아지,4,0.8,Korean,solid
송아지,solidity,해당 사항 없음,5,calf,not applicable,송아지,1,0.2,Korean,not applicable
수건,category_organization,물질,4,towel,substance,수건,4,1,Korean,substance
수건,count_mass,셀 수 없다,12,towel,uncountable,수건,1,0.08333333333333333,Korean,uncountable
수건,count_mass,셀 수 있다,12,towel,countable,수건,11,0.9166666666666666,Korean,countable
수건,solidity,고형물,4,towel,solid,수건,4,1,Korean,solid
수박,category_organization,물질,8,watermelon,substance,수박,6,0.75,Korean,substance
수박,category_organization,형태,8,watermelon,form,수박,2,0.25,Korean,shape
수박,count_mass,셀 수 있다,5,watermelon,countable,수박,5,1,Korean,countable
수박,solidity,고형물,5,watermelon,solid,수박,5,1,Korean,solid
숟가락,category_organization,물질,8,spoon,substance,숟가락,1,0.125,Korean,substance
숟가락,category_organization,형태,8,spoon,form,숟가락,7,0.875,Korean,shape
숟가락,count_mass,셀 수 있다,7,spoon,countable,숟가락,7,1,Korean,countable
숟가락,solidity,고형물,6,spoon,solid,숟가락,6,1,Korean,solid
스파게티,category_organization,물질,6,spaghetti,substance,스파게티,4,0.6666666666666666,Korean,substance
스파게티,category_organization,해당 사항 없음,6,spaghetti,not applicable,스파게티,1,0.16666666666666666,Korean,not applicable
스파게티,category_organization,형태,6,spaghetti,form,스파게티,1,0.16666666666666666,Korean,shape
스파게티,count_mass,셀 수 없다,7,spaghetti,uncountable,스파게티,4,0.5714285714285714,Korean,uncountable
스파게티,count_mass,셀 수 있다,7,spaghetti,countable,스파게티,2,0.2857142857142857,Korean,countable
스파게티,count_mass,잘 모르겠다/구분이 어렵다,7,spaghetti,not sure,스파게티,1,0.14285714285714285,Korean,not sure
스파게티,solidity,고형물,12,spaghetti,solid,스파게티,10,0.8333333333333334,Korean,solid
스파게티,solidity,비고형물,12,spaghetti,non-solid,스파게티,2,0.16666666666666666,Korean,non-solid
시계,category_organization,해당 사항 없음,4,clock,not applicable,시계,1,0.25,Korean,not applicable
시계,category_organization,형태,4,clock,form,시계,3,0.75,Korean,shape
시계,count_mass,셀 수 있다,3,clock,countable,시계,3,1,Korean,countable
시계,solidity,고형물,4,clock,solid,시계,4,1,Korean,solid
시소,category_organization,물질,5,seesaw,substance,시소,1,0.2,Korean,substance
시소,category_organization,해당 사항 없음,5,seesaw,not applicable,시소,1,0.2,Korean,not applicable
시소,category_organization,형태,5,seesaw,form,시소,3,0.6,Korean,shape
시소,count_mass,셀 수 있다,9,seesaw,countable,시소,8,0.8888888888888888,Korean,countable
시소,count_mass,잘 모르겠다/구분이 어렵다,9,seesaw,not sure,시소,1,0.1111111111111111,Korean,not sure
시소,solidity,고형물,4,seesaw,solid,시소,4,1,Korean,solid
신/신발,category_organization,형태,5,shoe,form,신/신발,5,1,Korean,shape
신/신발,count_mass,셀 수 있다,11,shoe,countable,신/신발,11,1,Korean,countable
신/신발,solidity,고형물,6,shoe,solid,신/신발,6,1,Korean,solid
쌀,category_organization,물질,7,rice,substance,쌀,4,0.5714285714285714,Korean,substance
쌀,category_organization,형태,7,rice,form,쌀,3,0.42857142857142855,Korean,shape
쌀,count_mass,셀 수 없다,7,rice,uncountable,쌀,3,0.42857142857142855,Korean,uncountable
쌀,count_mass,셀 수 있다,7,rice,countable,쌀,2,0.2857142857142857,Korean,countable
쌀,count_mass,잘 모르겠다/구분이 어렵다,7,rice,not sure,쌀,2,0.2857142857142857,Korean,not sure
쌀,solidity,고형물,3,rice,solid,쌀,3,1,Korean,solid
썰매,category_organization,해당 사항 없음,9,sled,not applicable,썰매,1,0.1111111111111111,Korean,not applicable
썰매,category_organization,형태,9,sled,form,썰매,8,0.8888888888888888,Korean,shape
썰매,count_mass,셀 수 없다,10,sled,uncountable,썰매,1,0.1,Korean,uncountable
썰매,count_mass,셀 수 있다,10,sled,countable,썰매,9,0.9,Korean,countable
썰매,solidity,고형물,5,sled,solid,썰매,4,0.8,Korean,solid
썰매,solidity,비고형물,5,sled,non-solid,썰매,1,0.2,Korean,non-solid
쓰레기,category_organization,물질,7,trash,substance,쓰레기,3,0.42857142857142855,Korean,substance
쓰레기,category_organization,해당 사항 없음,7,trash,not applicable,쓰레기,1,0.14285714285714285,Korean,not applicable
쓰레기,category_organization,형태,7,trash,form,쓰레기,3,0.42857142857142855,Korean,shape
쓰레기,count_mass,셀 수 없다,4,trash,uncountable,쓰레기,4,1,Korean,uncountable
쓰레기,solidity,고형물,5,trash,solid,쓰레기,3,0.6,Korean,solid
쓰레기,solidity,해당 사항 없음,5,trash,not applicable,쓰레기,2,0.4,Korean,not applicable
쓰레기통/휴지통,category_organization,물질,1,trash can,substance,쓰레기통/휴지통,1,1,Korean,substance
쓰레기통/휴지통,count_mass,셀 수 있다,6,trash can,countable,쓰레기통/휴지통,6,1,Korean,countable
쓰레기통/휴지통,solidity,고형물,5,trash can,solid,쓰레기통/휴지통,5,1,Korean,solid
아이스크림,category_organization,물질,4,ice cream,substance,아이스크림,2,0.5,Korean,substance
아이스크림,category_organization,해당 사항 없음,4,ice cream,not applicable,아이스크림,2,0.5,Korean,not applicable
아이스크림,count_mass,셀 수 없다,7,ice cream,uncountable,아이스크림,1,0.14285714285714285,Korean,uncountable
아이스크림,count_mass,셀 수 있다,7,ice cream,countable,아이스크림,6,0.8571428571428571,Korean,countable
아이스크림,solidity,고형물,9,ice cream,solid,아이스크림,3,0.3333333333333333,Korean,solid
아이스크림,solidity,비고형물,9,ice cream,non-solid,아이스크림,5,0.5555555555555556,Korean,non-solid
아이스크림,solidity,해당 사항 없음,9,ice cream,not applicable,아이스크림,1,0.1111111111111111,Korean,not applicable
악어,category_organization,물질,6,crocodile,substance,악어,1,0.16666666666666666,Korean,substance
악어,category_organization,해당 사항 없음,6,crocodile,not applicable,악어,2,0.3333333333333333,Korean,not applicable
악어,category_organization,형태,6,crocodile,form,악어,3,0.5,Korean,shape
악어,count_mass,셀 수 있다,4,crocodile,countable,악어,4,1,Korean,countable
악어,solidity,고형물,3,crocodile,solid,악어,3,1,Korean,solid
안경,category_organization,물질,9,glasses,substance,안경,2,0.2222222222222222,Korean,substance
안경,category_organization,형태,9,glasses,form,안경,7,0.7777777777777778,Korean,shape
안경,count_mass,셀 수 있다,6,glasses,countable,안경,6,1,Korean,countable
안경,solidity,고형물,9,glasses,solid,안경,8,0.8888888888888888,Korean,solid
안경,solidity,비고형물,9,glasses,non-solid,안경,1,0.1111111111111111,Korean,non-solid
약,category_organization,물질,6,medicine,substance,약,5,0.8333333333333334,Korean,substance
약,category_organization,해당 사항 없음,6,medicine,not applicable,약,1,0.16666666666666666,Korean,not applicable
약,count_mass,셀 수 없다,8,medicine,uncountable,약,1,0.125,Korean,uncountable
약,count_mass,셀 수 있다,8,medicine,countable,약,7,0.875,Korean,countable
약,solidity,고형물,5,medicine,solid,약,3,0.6,Korean,solid
약,solidity,해당 사항 없음,5,medicine,not applicable,약,2,0.4,Korean,not applicable
양,category_organization,해당 사항 없음,6,sheep,not applicable,양,3,0.5,Korean,not applicable
양,category_organization,형태,6,sheep,form,양,3,0.5,Korean,shape
양,count_mass,셀 수 없다,10,sheep,uncountable,양,1,0.1,Korean,uncountable
양,count_mass,셀 수 있다,10,sheep,countable,양,9,0.9,Korean,countable
양,solidity,고형물,9,sheep,solid,양,9,1,Korean,solid
양말,category_organization,물질,5,sock,substance,양말,1,0.2,Korean,substance
양말,category_organization,형태,5,sock,form,양말,4,0.8,Korean,shape
양말,count_mass,셀 수 있다,8,sock,countable,양말,8,1,Korean,countable
양말,solidity,고형물,3,sock,solid,양말,3,1,Korean,solid
어깨,category_organization,물질,9,shoulder,substance,어깨,2,0.2222222222222222,Korean,substance
어깨,category_organization,해당 사항 없음,9,shoulder,not applicable,어깨,1,0.1111111111111111,Korean,not applicable
어깨,category_organization,형태,9,shoulder,form,어깨,6,0.6666666666666666,Korean,shape
어깨,count_mass,셀 수 없다,9,shoulder,uncountable,어깨,2,0.2222222222222222,Korean,uncountable
어깨,count_mass,셀 수 있다,9,shoulder,countable,어깨,7,0.7777777777777778,Korean,countable
어깨,solidity,고형물,4,shoulder,solid,어깨,3,0.75,Korean,solid
어깨,solidity,비고형물,4,shoulder,non-solid,어깨,1,0.25,Korean,non-solid
얼굴,category_organization,해당 사항 없음,5,face,not applicable,얼굴,1,0.2,Korean,not applicable
얼굴,category_organization,형태,5,face,form,얼굴,4,0.8,Korean,shape
얼굴,count_mass,셀 수 있다,10,face,countable,얼굴,10,1,Korean,countable
얼굴,solidity,고형물,7,face,solid,얼굴,6,0.8571428571428571,Korean,solid
얼굴,solidity,해당 사항 없음,7,face,not applicable,얼굴,1,0.14285714285714285,Korean,not applicable
얼음,category_organization,물질,8,ice,substance,얼음,5,0.625,Korean,substance
얼음,category_organization,해당 사항 없음,8,ice,not applicable,얼음,1,0.125,Korean,not applicable
얼음,category_organization,형태,8,ice,form,얼음,2,0.25,Korean,shape
얼음,count_mass,셀 수 없다,10,ice,uncountable,얼음,3,0.3,Korean,uncountable
얼음,count_mass,셀 수 있다,10,ice,countable,얼음,5,0.5,Korean,countable
얼음,count_mass,잘 모르겠다/구분이 어렵다,10,ice,not sure,얼음,2,0.2,Korean,not sure
얼음,solidity,고형물,5,ice,solid,얼음,3,0.6,Korean,solid
얼음,solidity,비고형물,5,ice,non-solid,얼음,1,0.2,Korean,non-solid
얼음,solidity,해당 사항 없음,5,ice,not applicable,얼음,1,0.2,Korean,not applicable
엉덩이,category_organization,물질,8,hip,substance,엉덩이,4,0.5,Korean,substance
엉덩이,category_organization,해당 사항 없음,8,hip,not applicable,엉덩이,2,0.25,Korean,not applicable
엉덩이,category_organization,형태,8,hip,form,엉덩이,2,0.25,Korean,shape
엉덩이,count_mass,셀 수 있다,10,hip,countable,엉덩이,9,0.9,Korean,countable
엉덩이,count_mass,잘 모르겠다/구분이 어렵다,10,hip,not sure,엉덩이,1,0.1,Korean,not sure
엉덩이,solidity,고형물,6,hip,solid,엉덩이,5,0.8333333333333334,Korean,solid
엉덩이,solidity,해당 사항 없음,6,hip,not applicable,엉덩이,1,0.16666666666666666,Korean,not applicable
여우,category_organization,물질,9,fox,substance,여우,2,0.2222222222222222,Korean,substance
여우,category_organization,해당 사항 없음,9,fox,not applicable,여우,2,0.2222222222222222,Korean,not applicable
여우,category_organization,형태,9,fox,form,여우,5,0.5555555555555556,Korean,shape
여우,count_mass,셀 수 있다,3,fox,countable,여우,3,1,Korean,countable
여우,solidity,고형물,6,fox,solid,여우,6,1,Korean,solid
연필,category_organization,물질,4,pencil,substance,연필,2,0.5,Korean,substance
연필,category_organization,형태,4,pencil,form,연필,2,0.5,Korean,shape
연필,count_mass,셀 수 있다,3,pencil,countable,연필,3,1,Korean,countable
연필,solidity,고형물,6,pencil,solid,연필,5,0.8333333333333334,Korean,solid
연필,solidity,비고형물,6,pencil,non-solid,연필,1,0.16666666666666666,Korean,non-solid
열쇠,category_organization,물질,6,key,substance,열쇠,1,0.16666666666666666,Korean,substance
열쇠,category_organization,형태,6,key,form,열쇠,5,0.8333333333333334,Korean,shape
열쇠,count_mass,셀 수 있다,8,key,countable,열쇠,8,1,Korean,countable
열쇠,solidity,고형물,4,key,solid,열쇠,4,1,Korean,solid
염소,category_organization,물질,4,goat,substance,염소,1,0.25,Korean,substance
염소,category_organization,색상,4,goat,color,염소,1,0.25,Korean,color
염소,category_organization,해당 사항 없음,4,goat,not applicable,염소,1,0.25,Korean,not applicable
염소,category_organization,형태,4,goat,form,염소,1,0.25,Korean,shape
염소,count_mass,셀 수 있다,5,goat,countable,염소,5,1,Korean,countable
염소,solidity,고형물,6,goat,solid,염소,5,0.8333333333333334,Korean,solid
염소,solidity,비고형물,6,goat,non-solid,염소,1,0.16666666666666666,Korean,non-solid
오렌지,category_organization,물질,7,orange (food),substance,오렌지,1,0.14285714285714285,Korean,substance
오렌지,category_organization,색상,7,orange (food),color,오렌지,3,0.42857142857142855,Korean,color
오렌지,category_organization,해당 사항 없음,7,orange (food),not applicable,오렌지,2,0.2857142857142857,Korean,not applicable
오렌지,category_organization,형태,7,orange (food),form,오렌지,1,0.14285714285714285,Korean,shape
오렌지,count_mass,셀 수 없다,9,orange (food),uncountable,오렌지,1,0.1111111111111111,Korean,uncountable
오렌지,count_mass,셀 수 있다,9,orange (food),countable,오렌지,8,0.8888888888888888,Korean,countable
오렌지,solidity,고형물,13,orange (food),solid,오렌지,10,0.7692307692307693,Korean,solid
오렌지,solidity,비고형물,13,orange (food),non-solid,오렌지,2,0.15384615384615385,Korean,non-solid
오렌지,solidity,해당 사항 없음,13,orange (food),not applicable,오렌지,1,0.07692307692307693,Korean,not applicable
오리,category_organization,물질,6,duck,substance,오리,2,0.3333333333333333,Korean,substance
오리,category_organization,해당 사항 없음,6,duck,not applicable,오리,4,0.6666666666666666,Korean,not applicable
오리,count_mass,셀 수 있다,7,duck,countable,오리,7,1,Korean,countable
오리,solidity,고형물,4,duck,solid,오리,4,1,Korean,solid
오토바이,category_organization,색상,5,motorcycle,color,오토바이,1,0.2,Korean,color
오토바이,category_organization,형태,5,motorcycle,form,오토바이,4,0.8,Korean,shape
오토바이,count_mass,셀 수 있다,5,motorcycle,countable,오토바이,5,1,Korean,countable
오토바이,solidity,고형물,7,motorcycle,solid,오토바이,7,1,Korean,solid
옥수수,category_organization,물질,11,corn,substance,옥수수,7,0.6363636363636364,Korean,substance
옥수수,category_organization,해당 사항 없음,11,corn,not applicable,옥수수,2,0.18181818181818182,Korean,not applicable
옥수수,category_organization,형태,11,corn,form,옥수수,2,0.18181818181818182,Korean,shape
옥수수,count_mass,셀 수 있다,5,corn,countable,옥수수,5,1,Korean,countable
옥수수,solidity,고형물,6,corn,solid,옥수수,6,1,Korean,solid
옷/꼬까,category_organization,색상,3,dress (object),color,옷/꼬까,1,0.3333333333333333,Korean,color
옷/꼬까,category_organization,형태,3,dress (object),form,옷/꼬까,2,0.6666666666666666,Korean,shape
옷/꼬까,count_mass,셀 수 있다,8,dress (object),countable,옷/꼬까,8,1,Korean,countable
옷/꼬까,solidity,고형물,7,dress (object),solid,옷/꼬까,5,0.7142857142857143,Korean,solid
옷/꼬까,solidity,비고형물,7,dress (object),non-solid,옷/꼬까,2,0.2857142857142857,Korean,non-solid
옷걸이,category_organization,물질,4,hanger,substance,옷걸이,2,0.5,Korean,substance
옷걸이,category_organization,형태,4,hanger,form,옷걸이,2,0.5,Korean,shape
옷걸이,count_mass,셀 수 있다,8,hanger,countable,옷걸이,8,1,Korean,countable
옷걸이,solidity,고형물,4,hanger,solid,옷걸이,4,1,Korean,solid
옷장,category_organization,해당 사항 없음,11,closet,not applicable,옷장,1,0.09090909090909091,Korean,not applicable
옷장,category_organization,형태,11,closet,form,옷장,10,0.9090909090909091,Korean,shape
옷장,count_mass,셀 수 있다,7,closet,countable,옷장,7,1,Korean,countable
옷장,solidity,고형물,7,closet,solid,옷장,7,1,Korean,solid
요구르트,category_organization,물질,9,yogurt,substance,요구르트,7,0.7777777777777778,Korean,substance
요구르트,category_organization,해당 사항 없음,9,yogurt,not applicable,요구르트,2,0.2222222222222222,Korean,not applicable
요구르트,count_mass,셀 수 없다,3,yogurt,uncountable,요구르트,2,0.6666666666666666,Korean,uncountable
요구르트,count_mass,셀 수 있다,3,yogurt,countable,요구르트,1,0.3333333333333333,Korean,countable
요구르트,solidity,고형물,7,yogurt,solid,요구르트,1,0.14285714285714285,Korean,solid
요구르트,solidity,비고형물,7,yogurt,non-solid,요구르트,6,0.8571428571428571,Korean,non-solid
우산,category_organization,물질,10,umbrella,substance,우산,5,0.5,Korean,substance
우산,category_organization,해당 사항 없음,10,umbrella,not applicable,우산,1,0.1,Korean,not applicable
우산,category_organization,형태,10,umbrella,form,우산,4,0.4,Korean,shape
우산,count_mass,셀 수 있다,6,umbrella,countable,우산,6,1,Korean,countable
우산,solidity,고형물,8,umbrella,solid,우산,6,0.75,Korean,solid
우산,solidity,비고형물,8,umbrella,non-solid,우산,2,0.25,Korean,non-solid
운동화,category_organization,물질,6,sneaker,substance,운동화,2,0.3333333333333333,Korean,substance
운동화,category_organization,형태,6,sneaker,form,운동화,4,0.6666666666666666,Korean,shape
운동화,count_mass,셀 수 있다,6,sneaker,countable,운동화,6,1,Korean,countable
운동화,solidity,고형물,7,sneaker,solid,운동화,5,0.7142857142857143,Korean,solid
운동화,solidity,비고형물,7,sneaker,non-solid,운동화,1,0.14285714285714285,Korean,non-solid
운동화,solidity,해당 사항 없음,7,sneaker,not applicable,운동화,1,0.14285714285714285,Korean,not applicable
원숭이,category_organization,물질,10,monkey,substance,원숭이,1,0.1,Korean,substance
원숭이,category_organization,해당 사항 없음,10,monkey,not applicable,원숭이,3,0.3,Korean,not applicable
원숭이,category_organization,형태,10,monkey,form,원숭이,6,0.6,Korean,shape
원숭이,count_mass,셀 수 있다,6,monkey,countable,원숭이,6,1,Korean,countable
원숭이,solidity,고형물,11,monkey,solid,원숭이,7,0.6363636363636364,Korean,solid
원숭이,solidity,해당 사항 없음,11,monkey,not applicable,원숭이,4,0.36363636363636365,Korean,not applicable
유리,category_organization,물질,6,glass,substance,유리,6,1,Korean,substance
유리,count_mass,셀 수 없다,4,glass,uncountable,유리,1,0.25,Korean,uncountable
유리,count_mass,셀 수 있다,4,glass,countable,유리,2,0.5,Korean,countable
유리,count_mass,잘 모르겠다/구분이 어렵다,4,glass,not sure,유리,1,0.25,Korean,not sure
유리,solidity,고형물,5,glass,solid,유리,5,1,Korean,solid
유모차,category_organization,물질,9,stroller,substance,유모차,2,0.2222222222222222,Korean,substance
유모차,category_organization,해당 사항 없음,9,stroller,not applicable,유모차,1,0.1111111111111111,Korean,not applicable
유모차,category_organization,형태,9,stroller,form,유모차,6,0.6666666666666666,Korean,shape
유모차,count_mass,셀 수 있다,1,stroller,countable,유모차,1,1,Korean,countable
유모차,solidity,고형물,11,stroller,solid,유모차,10,0.9090909090909091,Korean,solid
유모차,solidity,비고형물,11,stroller,non-solid,유모차,1,0.09090909090909091,Korean,non-solid
음식,category_organization,물질,5,food,substance,음식,3,0.6,Korean,substance
음식,category_organization,해당 사항 없음,5,food,not applicable,음식,1,0.2,Korean,not applicable
음식,category_organization,형태,5,food,form,음식,1,0.2,Korean,shape
음식,count_mass,셀 수 없다,4,food,uncountable,음식,1,0.25,Korean,uncountable
음식,count_mass,셀 수 있다,4,food,countable,음식,2,0.5,Korean,countable
음식,count_mass,잘 모르겠다/구분이 어렵다,4,food,not sure,음식,1,0.25,Korean,not sure
음식,solidity,고형물,8,food,solid,음식,4,0.5,Korean,solid
음식,solidity,비고형물,8,food,non-solid,음식,2,0.25,Korean,non-solid
음식,solidity,해당 사항 없음,8,food,not applicable,음식,2,0.25,Korean,not applicable
의자,category_organization,물질,7,chair,substance,의자,1,0.14285714285714285,Korean,substance
의자,category_organization,형태,7,chair,form,의자,6,0.8571428571428571,Korean,shape
의자,count_mass,셀 수 있다,5,chair,countable,의자,5,1,Korean,countable
의자,solidity,고형물,7,chair,solid,의자,7,1,Korean,solid
이/이빨,category_organization,물질,4,tooth,substance,이/이빨,2,0.5,Korean,substance
이/이빨,category_organization,형태,4,tooth,form,이/이빨,2,0.5,Korean,shape
이/이빨,count_mass,셀 수 있다,4,tooth,countable,이/이빨,4,1,Korean,countable
이/이빨,solidity,고형물,6,tooth,solid,이/이빨,6,1,Korean,solid
이불,category_organization,물질,7,blanket,substance,이불,2,0.2857142857142857,Korean,substance
이불,category_organization,형태,7,blanket,form,이불,5,0.7142857142857143,Korean,shape
이불,count_mass,셀 수 있다,5,blanket,countable,이불,5,1,Korean,countable
이불,solidity,고형물,7,blanket,solid,이불,6,0.8571428571428571,Korean,solid
이불,solidity,비고형물,7,blanket,non-solid,이불,1,0.14285714285714285,Korean,non-solid
인형,category_organization,물질,8,doll,substance,인형,1,0.125,Korean,substance
인형,category_organization,해당 사항 없음,8,doll,not applicable,인형,1,0.125,Korean,not applicable
인형,category_organization,형태,8,doll,form,인형,6,0.75,Korean,shape
인형,count_mass,셀 수 있다,5,doll,countable,인형,5,1,Korean,countable
인형,solidity,고형물,4,doll,solid,인형,4,1,Korean,solid
입,category_organization,해당 사항 없음,6,mouth,not applicable,입,1,0.16666666666666666,Korean,not applicable
입,category_organization,형태,6,mouth,form,입,5,0.8333333333333334,Korean,shape
입,count_mass,셀 수 있다,7,mouth,countable,입,7,1,Korean,countable
입,solidity,고형물,8,mouth,solid,입,5,0.625,Korean,solid
입,solidity,비고형물,8,mouth,non-solid,입,2,0.25,Korean,non-solid
입,solidity,해당 사항 없음,8,mouth,not applicable,입,1,0.125,Korean,not applicable
입술,category_organization,해당 사항 없음,6,lip,not applicable,입술,2,0.3333333333333333,Korean,not applicable
입술,category_organization,형태,6,lip,form,입술,4,0.6666666666666666,Korean,shape
