word,block,response,totcount,uni_lemma,eng_response,theword,count,proportion,language,matching_response
헬리콥터,solidity,고형물,6,helicopter,solid,헬리콥터,6,1,Korean,solid
혀,category_organization,물질,8,tongue,substance,혀,3,0.375,Korean,substance
혀,category_organization,형태,8,tongue,form,혀,5,0.625,Korean,shape
혀,count_mass,셀 수 있다,5,tongue,countable,혀,5,1,Korean,countable
혀,solidity,고형물,5,tongue,solid,혀,5,1,Korean,solid
호떡,category_organization,물질,6,pancake,substance,호떡,6,1,Korean,substance
호떡,count_mass,셀 수 있다,7,pancake,countable,호떡,7,1,Korean,countable
호떡,solidity,고형물,8,pancake,solid,호떡,5,0.625,Korean,solid
호떡,solidity,비고형물,8,pancake,non-solid,호떡,2,0.25,Korean,non-solid
호떡,solidity,해당 사항 없음,8,pancake,not applicable,호떡,1,0.125,Korean,not applicable
호랑이,category_organization,물질,6,tiger,substance,호랑이,3,0.5,Korean,substance
호랑이,category_organization,해당 사항 없음,6,tiger,not applicable,호랑이,2,0.3333333333333333,Korean,not applicable
호랑이,category_organization,형태,6,tiger,form,호랑이,1,0.16666666666666666,Korean,shape
호랑이,count_mass,셀 수 있다,2,tiger,countable,호랑이,2,1,Korean,countable
호랑이,solidity,고형물,3,tiger,solid,호랑이,2,0.6666666666666666,Korean,solid
호랑이,solidity,비고형물,3,tiger,non-solid,호랑이,1,0.3333333333333333,Korean,non-solid
호박,category_organization,물질,8,pumpkin,substance,호박,4,0.5,Korean,substance
호박,category_organization,해당 사항 없음,8,pumpkin,not applicable,호박,2,0.25,Korean,not applicable
호박,category_organization,형태,8,pumpkin,form,호박,2,0.25,Korean,shape
호박,count_mass,셀 수 있다,2,pumpkin,countable,호박,2,1,Korean,countable
호박,solidity,고형물,6,pumpkin,solid,호박,6,1,Korean,solid
화장실,category_organization,물질,7,bathroom,substance,화장실,2,0.2857142857142857,Korean,substance
화장실,category_organization,해당 사항 없음,7,bathroom,not applicable,화장실,3,0.42857142857142855,Korean,not applicable
화장실,category_organization,형태,7,bathroom,form,화장실,2,0.2857142857142857,Korean,shape
화장실,count_mass,셀 수 없다,6,bathroom,uncountable,화장실,1,0.16666666666666666,Korean,uncountable
화장실,count_mass,셀 수 있다,6,bathroom,countable,화장실,5,0.8333333333333334,Korean,countable
화장실,solidity,고형물,9,bathroom,solid,화장실,6,0.6666666666666666,Korean,solid
화장실,solidity,비고형물,9,bathroom,non-solid,화장실,1,0.1111111111111111,Korean,non-solid
화장실,solidity,해당 사항 없음,9,bathroom,not applicable,화장실,2,0.2222222222222222,Korean,not applicable
휴지,category_organization,물질,9,tissue,substance,휴지,7,0.7777777777777778,Korean,substance
휴지,category_organization,형태,9,tissue,form,휴지,2,0.2222222222222222,Korean,shape
휴지,count_mass,셀 수 없다,6,tissue,uncountable,휴지,1,0.16666666666666666,Korean,uncountable
휴지,count_mass,셀 수 있다,6,tissue,countable,휴지,4,0.6666666666666666,Korean,countable
휴지,count_mass,잘 모르겠다/구분이 어렵다,6,tissue,not sure,휴지,1,0.16666666666666666,Korean,not sure
휴지,solidity,비고형물,1,tissue,non-solid,휴지,1,1,Korean,non-solid
흙,category_organization,물질,11,soil,substance,흙,11,1,Korean,substance
흙,count_mass,셀 수 없다,2,soil,uncountable,흙,1,0.5,Korean,uncountable
흙,count_mass,잘 모르겠다/구분이 어렵다,2,soil,not sure,흙,1,0.5,Korean,not sure
흙,solidity,고형물,6,soil,solid,흙,2,0.3333333333333333,Korean,solid
흙,solidity,비고형물,6,soil,non-solid,흙,4,0.6666666666666666,Korean,non-solid
