uni_lemma,english_s1,english_s2,korean_s1,korean_s2,language,lexical_category,category,freq,concreteness,intercept,slope,aoa,logfreq
stairs,0.4,0.9,0.7777777777777778,0.6551724137931034,Korean,nouns,furniture_rooms,-0.8771861518327679,0.8648017748984381,-7.71227402639468,0.2998022980709174,25.72453272046088,-0.8771861518327679
strawberry,0.2,0.2727272727272727,0.3,0.5172413793103449,Korean,nouns,food_drink,0.9281983119565806,0.8648017748984381,-6.237385093354758,0.3000097199527538,20.79061003202508,0.9281983119565806
street,0.09090909090909093,0.08333333333333333,0.75,0.6896551724137931,Korean,nouns,outside,0.28377349118499595,0.6181005376442251,-9.071422130689148,0.2997593476763238,30.262349451348385,0.28377349118499595
stroller,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6785714285714286,Korean,nouns,vehicles,-0.9436441839481464,0.825329576937764,-7.504022749134549,0.2993468413360471,25.06798707359843,-0.9436441839481464
sun,0.2222222222222222,0.26666666666666666,0.6666666666666666,0.3793103448275862,Korean,nouns,outside,2.5681536038274477,0.6970449335655733,-7.732664243707948,0.2999423065756168,25.78050536448251,2.5681536038274477
sweet potato,0.25,0.3333333333333333,0.5,0.4827586206896552,Korean,nouns,food_drink,-0.6214317735623528,0.8648017748984381,-7.703229487403822,0.2999074961971284,25.685351600349826,-0.6214317735623528
swing (object),0.625,0.25,0.5,0.7586206896551724,Korean,nouns,outside,0.08540119119923828,0.41087149835068615,-7.418182291656599,0.29978435028217587,24.745061857545732,0.08540119119923828
tangerine,0.14285714285714285,0.25,0.5,0.5172413793103449,Korean,nouns,food_drink,0.1252524148456194,0.6773088345852358,-6.428877453975426,0.29997562778113723,21.431332610347756,0.1252524148456194
taxi,0.3636363636363637,0.25,0.6666666666666666,0.5357142857142857,Korean,nouns,vehicles,0.09896661528938304,0.7957254284672582,-7.6544193536975875,0.29995081171179977,25.518915284857258,0.09896661528938304
telephone,0.375,0.25,0.6666666666666666,0.7241379310344828,Korean,nouns,household,0.822498199562922,0.825329576937764,-6.885692894479404,0.2998549445333118,22.963412876836692,0.822498199562922
tiger,0.4444444444444444,0.1176470588235294,0.16666666666666666,0.6896551724137931,Korean,nouns,animals,0.6119647890715892,0.8648017748984381,-6.869487258092986,0.29991663245267075,22.904655876919552,0.6119647890715892
tongue,0.2222222222222222,0.375,0.625,0.5862068965517241,Korean,nouns,body_parts,-1.636613559684405,0.7957254284672582,-8.85345780693466,0.29949897576242573,29.56089510622423,-1.636613559684405
tooth,0.3,0.13333333333333333,0.5,0.5517241379310345,Korean,nouns,body_parts,2.4308061452926486,0.7562532305065841,-6.936649362747551,0.2999259241825528,23.127875263378343,2.4308061452926486
toothbrush,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6896551724137931,Korean,nouns,household,-0.7621835647527156,0.8648017748984381,-6.864952342067376,0.2998724660064114,22.892906552883055,-0.7621835647527156
toy (object),0.2222222222222222,0.2,0.3333333333333333,0.4827586206896552,Korean,nouns,toys,0.7874465207662183,0.7957254284672582,-7.622248486345529,0.2997421122792864,25.429354682212477,0.7874465207662183
train,0.3333333333333333,0.375,0.25,0.6428571428571429,Korean,nouns,vehicles,0.6059859015707882,0.6575727356048992,-6.798273972111005,0.30004110156635194,22.65780900223637,0.6059859015707882
tray,0.4615384615384616,0.5454545454545454,0.6,0.6551724137931034,Korean,nouns,household,0.38528320209707745,0.6082324881540567,-9.739581367123147,0.2997268830554751,32.49485420805745,0.38528320209707745
tree,0.3,0.3333333333333333,0.4,0.5862068965517241,Korean,nouns,outside,0.8986833181019245,0.8648017748984381,-6.818954557721948,0.3000197516780179,22.728352115430287,0.8986833181019245
truck,0.375,0.5384615384615384,0.8333333333333334,0.6071428571428571,Korean,nouns,vehicles,0.08540119119923828,0.7069129830557417,-5.2686288405489385,0.19512675808338417,27.00105763197007,0.08540119119923828
tummy,0.2222222222222222,0.4705882352941176,0.5,0.6428571428571429,Korean,nouns,body_parts,1.0218168881863003,0.5490241912130451,-6.422910018129101,0.30002813623244906,21.40769228774232,1.0218168881863003
tummy,0.2222222222222222,0.4705882352941176,0.5,0.8275862068965517,Korean,nouns,body_parts,1.0218168881863003,0.5490241912130451,-6.422910018129101,0.30002813623244906,21.40769228774232,1.0218168881863003
turtle,0.4166666666666667,0.3333333333333333,1,0.6206896551724138,Korean,nouns,animals,0.19811423707715595,0.8648017748984381,-7.566210347681149,0.2998123644073107,25.23648536856892,0.19811423707715595
umbrella,0.7777777777777778,0.6153846153846154,0.4,0.6206896551724138,Korean,nouns,household,0.4500341481674065,0.8648017748984381,-7.267475778056816,0.30005780961969014,24.22025204832368,0.4500341481674065
underpants,0.125,0.3125,0.3333333333333333,0.6206896551724138,Korean,nouns,clothing,-0.5064291864823017,0.7562532305065841,-7.40956637862931,0.3000913097028001,24.691039490505354,-0.5064291864823017
vacuum,0.125,0.18181818181818185,0.4,0.6896551724137931,Korean,nouns,household,-0.9436441839481464,0.09509391466529311,-7.83625898880574,0.29970223665897816,26.14681517282894,-0.9436441839481464
waist,0.5555555555555556,0.25,0.75,0.8620689655172413,Korean,nouns,body_parts,-1.636613559684405,0.5884963891737193,-9.095608881994032,0.2997240533996398,30.346609752625753,-1.636613559684405
wallet,0.1111111111111111,0.25,0.5,0.6896551724137931,Korean,nouns,household,-1.3144011492986123,0.6773088345852358,-8.299684087124973,0.29978360683634575,27.68558352710673,-1.3144011492986123
washing machine,0.375,0.2222222222222222,0.5,0.6896551724137931,Korean,nouns,furniture_rooms,-1.3144011492986123,0.7562532305065841,-8.10101692458055,0.2998523543310782,27.01668607089179,-1.3144011492986123
watermelon,0.3,0.375,0.25,0.5517241379310345,Korean,nouns,food_drink,0.35023152330037377,0.7562532305065841,-7.14712845917364,0.30003825396652994,23.820724073307403,0.35023152330037377
window,0.42857142857142855,0.4444444444444444,0.7142857142857143,0.3620689655172414,Korean,nouns,furniture_rooms,-0.22773526535583255,0.7266490820360791,-7.994021625684876,0.299870529808514,26.658243578618936,-0.22773526535583255
